code,name,mode
603058,永吉股份,模式一：底部反转启动型 (买入机会)
601179,中国西电,模式一：底部反转启动型 (买入机会)
002256,兆新股份,模式一：底部反转启动型 (买入机会)
000720,新能泰山,模式一：底部反转启动型 (买入机会)
