code,name,mode
001259,利仁科技,模式二：强势股整理再加速型
600281,华阳新材,模式一：底部反转启动型
000536,华映科技,模式二：强势股整理再加速型
600707,彩虹股份,模式一：底部反转启动型
002864,盘龙药业,模式二：强势股整理再加速型
000735,罗 牛 山,模式二：强势股整理再加速型
002952,亚世光电,模式二：强势股整理再加速型
601198,东兴证券,模式二：强势股整理再加速型
002860,星帅尔,模式二：强势股整理再加速型
002349,精华制药,模式二：强势股整理再加速型
603598,引力传媒,模式二：强势股整理再加速型
601399,国机重装,模式一：底部反转启动型
000633,合金投资,模式二：强势股整理再加速型
002487,大金重工,模式二：强势股整理再加速型
002631,德尔未来,模式一：底部反转启动型
