code,name,mode
600320,振华重工,模式一：底部反转启动型 (买入机会)
002498,汉缆股份,模式一：底部反转启动型 (买入机会)
603015,弘讯科技,模式一：底部反转启动型 (买入机会)
601377,兴业证券,模式一：底部反转启动型 (买入机会)
