排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,000017,深中华A,6.3,0.1,-0.0141,25.53,13.73,💥【顶级共振】RSI共振(25.5/16.0) | 🎯【震荡-高吸】触及BOLL下轨 | 🔥【高弹性】回撤达标,持有,1.004,平稳
2,002611,东方精工,16.37,0.0911,-0.0427,26.88,-0.6,💥【顶级共振】RSI共振(26.9/10.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.057,平稳
3,002698,博实股份,12.82,0.0895,-0.073,22.97,1.11,💥【顶级共振】RSI共振(23.0/11.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.913,平稳
4,002401,中远海科,14.25,0.0865,-0.0166,25.92,11.41,💥【顶级共振】RSI共振(25.9/14.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.932,平稳
5,600435,北方导航,14.1,0.0832,-0.0249,27.52,-10.34,💥【顶级共振】RSI共振(27.5/9.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.072,平稳
6,002590,万安科技,11.68,0.0818,-0.0649,24.25,2.09,💥【顶级共振】RSI共振(24.2/11.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.943,平稳
7,002405,四维图新,8.75,0.078,-0.0331,28.64,12.64,💥【顶级共振】RSI共振(28.6/12.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.09,平稳
8,601156,东航物流,16.41,0.0666,-0.0055,28.8,7.33,💥【顶级共振】RSI共振(28.8/13.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.127,平稳
9,002096,易普力,11.38,0.0626,-0.0035,27.56,4.12,💥【顶级共振】RSI共振(27.6/14.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.982,平稳
10,002697,红旗连锁,5.11,0.0875,-0.0173,28.18,14.02,🌟【加强级】RSI极值(28.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.966,平稳
