排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,603599,广信股份,13.53,0.0968,-0.0117,27.23,4.18,💥【顶级共振】RSI共振(27.2/13.3) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.199,平稳
2,002258,利尔化学,13.78,0.0832,-0.0164,27.32,-9.53,💥【顶级共振】RSI共振(27.3/10.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.197,平稳
3,600679,上海凤凰,11.14,0.0763,-0.0159,27.16,-1.64,💥【顶级共振】RSI共振(27.2/13.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.934,平稳
4,002697,红旗连锁,5.19,0.0732,-0.0114,27.33,3.54,💥【顶级共振】RSI共振(27.3/12.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.977,平稳
5,603035,常熟汽饰,13.51,0.0657,-0.0044,27.83,3.51,💥【顶级共振】RSI共振(27.8/11.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.985,平稳
