排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,002198,嘉应制药,7.15,0.0949,-0.0312,26.04,-9.68,💥【顶级共振】RSI共振(26.0/9.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.092,平稳
2,605368,蓝天燃气,7.63,0.0895,-0.0091,17.61,-6.88,💥【顶级共振】RSI共振(17.6/9.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.912,平稳
3,002593,日上集团,5.1,0.0764,0.0039,28.9,4.22,💥【顶级共振】RSI+KDJ极值(28.9/4.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.033,平稳
4,603035,常熟汽饰,13.38,0.0754,0.0007,25.63,-11.39,💥【顶级共振】RSI共振(25.6/11.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.98,平稳
5,002401,中远海科,14.43,0.075,-0.0014,28.69,12.82,💥【顶级共振】RSI共振(28.7/12.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.937,平稳
6,002537,海联金汇,7.51,0.0728,-0.0259,28.89,9.02,💥【顶级共振】RSI共振(28.9/7.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.955,平稳
