Code,Name,LatestDate,Close,MA_Used,MA_Value,MaxClose,Fall_%,AdjustmentDays
600237,铜峰电子,2026-02-04,9.65,MA30,9.723999999999998,10.86,11.14%,11
002268,电科网安,2026-02-04,19.5,MA30,20.33866666666667,23.76,17.93%,16
600435,北方导航,2026-02-04,16.71,MA30,17.264,21.87,23.59%,17
002589,瑞康医药,2025-12-25,3.44,MA30,3.4096666666666664,4.69,26.65%,13
600981,苏豪汇鸿,2025-12-25,3.31,MA30,3.2610000000000006,3.83,13.58%,13
