代码,名称,最新日期,现价,今日量比,RSI6,K值,距60日线空间,今日涨跌
603766,隆鑫通用,2026-06-24,11.49,0.54,21.2,27.5,22.2%,-1.8%
002545,东方铁塔,2026-06-24,18.98,0.83,27.1,22.8,17.3%,1.7%
