代码,名称,最新日期,现价,今日量比,RSI6,K值,距60日线空间,今日涨跌
002696,百洋股份,2026-06-12,5.52,0.56,16.9,14.2,18.8%,2.0%
003040,楚天龙,2026-06-12,11.94,0.57,28.0,15.7,24.7%,1.3%
002357,富临运业,2026-06-12,9.39,0.58,20.7,15.8,26.0%,0.6%
603218,日月股份,2026-06-12,10.71,0.76,23.3,14.2,23.1%,0.8%
600771,广誉远,2026-06-12,14.1,0.79,27.8,23.6,15.5%,2.5%
002271,东方雨虹,2026-06-12,12.31,0.82,24.8,14.2,19.3%,1.5%
