代码,名称,最新日期,现价,今日量比,RSI6,K值,距60日线空间,今日涨跌
601566,九牧王,2026-03-06,11.15,0.61,27.3,21.0,17.6%,1.5%
603758,秦安股份,2026-03-06,14.01,0.74,14.9,19.0,18.0%,0.9%
