代码,名称,最新日期,现价,今日量比,RSI6,K值,距60日线空间,今日涨跌
002883,中设股份,2026-08-10,8.81,0.73,4.0,9.6,15.4%,0.2%
000020,深华发Ａ,2026-08-10,11.15,0.74,4.9,9.2,20.7%,2.1%
