Code,Name,LatestDate,Close,MA_Used,MA_Value,MaxClose,Fall_%,AdjustmentDays
002268,电科网安,2026-01-23,20.61,MA30,20.011666666666667,23.76,13.26%,9
002589,瑞康医药,2025-12-25,3.44,MA30,3.4096666666666664,4.69,26.65%,13
002177,御银股份,2026-01-23,8.14,MA30,7.948666666666666,9.92,17.94%,9
002228,合兴包装,2026-01-23,4.76,MA30,4.819333333333333,6.55,27.33%,19
600981,苏豪汇鸿,2025-12-25,3.31,MA30,3.2610000000000006,3.83,13.58%,13
