排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,002736,国信证券,12.56,0.0996,-0.0102,26.12,-6.72,💥【顶级共振】RSI共振(26.1/11.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.085,平稳
2,601319,中国人保,8.95,0.0987,-0.0121,27.48,-13.64,💥【顶级共振】RSI共振(27.5/8.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.121,平稳
3,601825,沪农商行,8.49,0.0929,-0.0082,18.08,1.32,💥【顶级共振】RSI共振(18.1/11.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.057,平稳
4,600018,上港集团,5.07,0.0898,-0.0117,22.13,-1.85,💥【顶级共振】RSI共振(22.1/16.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.985,平稳
5,601658,邮储银行,5.05,0.0835,-0.0079,21.45,-0.59,💥【顶级共振】RSI共振(21.4/17.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.992,平稳
6,601229,上海银行,9.35,0.0806,-0.023,23.11,-4.31,💥【顶级共振】RSI共振(23.1/12.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.025,平稳
7,601766,中国中车,6.6,0.0665,-0.0193,26.37,-7.15,💥【顶级共振】RSI共振(26.4/16.3) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.989,平稳
