排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,001205,盛航股份,16.31,0.0829,0.0025,24.88,11.0,💥【顶级共振】RSI共振(24.9/16.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.025,平稳
2,603565,中谷物流,9.95,0.077,-0.0149,27.97,35.17,💥【顶级共振】RSI共振(28.0/17.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.096,平稳
3,600469,风神股份,6.44,0.076,-0.0138,28.43,0.64,💥【顶级共振】RSI共振(28.4/17.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.136,平稳
4,002668,TCL智家,10.08,0.0752,-0.0108,28.74,3.78,💥【顶级共振】RSI+KDJ极值(28.7/3.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.002,平稳
5,603277,银都股份,16.45,0.0653,-0.0102,25.13,7.72,💥【顶级共振】RSI共振(25.1/17.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.026,平稳
6,600011,华能国际,7.34,0.0927,-0.0108,28.39,11.8,🌟【加强级】RSI极值(28.4),持有,1.095,平稳
7,601963,重庆银行,10.3,0.0836,-0.0237,24.24,20.69,🌟【加强级】RSI极值(24.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.094,平稳
