排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,605388,均瑶健康,6.96,0.0996,-0.0211,23.6,2.66,💥【顶级共振】RSI共振(23.6/11.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.035,平稳
2,601728,中国电信,5.76,0.0958,-0.0052,15.61,-1.81,💥【顶级共振】RSI共振(15.6/10.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.906,平稳
3,600958,东方证券,10.39,0.091,-0.0057,28.75,3.84,💥【顶级共振】RSI+KDJ极值(28.8/3.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.049,平稳
4,600018,上港集团,5.01,0.0891,0.0,18.95,0.79,💥【顶级共振】RSI共振(18.9/11.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.981,平稳
5,601766,中国中车,6.44,0.0891,-0.0242,20.12,-10.49,💥【顶级共振】RSI共振(20.1/9.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.985,平稳
6,601229,上海银行,9.27,0.0885,-0.0086,20.9,-6.37,💥【顶级共振】RSI共振(20.9/10.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.023,平稳
7,601881,中国银河,15.13,0.0819,-0.0124,23.63,-1.98,💥【顶级共振】RSI共振(23.6/10.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.974,平稳
8,603178,圣龙股份,17.76,0.0803,-0.0436,25.81,13.04,💥【顶级共振】RSI共振(25.8/13.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.979,平稳
9,601788,光大证券,17.01,0.0664,-0.0064,26.91,-0.46,💥【顶级共振】RSI共振(26.9/12.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.995,平稳
10,601186,中国铁建,7.33,0.0627,-0.0081,20.63,-4.37,💥【顶级共振】RSI共振(20.6/12.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.979,平稳
11,600199,金种子酒,9.24,0.06,-0.0222,17.62,5.44,💥【顶级共振】RSI共振(17.6/9.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.929,平稳
12,601658,邮储银行,5.06,0.0835,-0.0039,26.71,16.92,🌟【加强级】RSI极值(26.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.987,平稳
13,601598,中国外运,5.79,0.0631,-0.0017,28.1,40.2,🌟【加强级】RSI极值(28.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.137,平稳
