排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,603668,天马科技,15.58,0.0889,-0.0051,27.25,-10.69,💥【顶级共振】RSI共振(27.2/10.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.17,平稳
2,600958,东方证券,10.42,0.0884,-0.0133,28.45,-3.83,💥【顶级共振】RSI共振(28.4/16.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.052,平稳
3,600919,江苏银行,9.73,0.0874,-0.0082,27.04,-4.96,💥【顶级共振】RSI+KDJ极值(27.0/-5.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.007,平稳
4,601825,沪农商行,8.6,0.0812,-0.0183,22.1,2.75,💥【顶级共振】RSI共振(22.1/18.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.06,平稳
5,601658,邮储银行,5.08,0.078,-0.0212,22.04,-2.67,💥【顶级共振】RSI+KDJ极值(22.0/-2.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.998,平稳
6,601598,中国外运,5.83,0.0717,-0.0169,26.04,9.84,💥【顶级共振】RSI共振(26.0/17.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.148,平稳
