排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,603758,秦安股份,16.9,0.0914,-0.0117,28.88,0.85,💥【顶级共振】RSI共振(28.9/14.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.258,平稳
2,603766,隆鑫通用,14.83,0.0896,-0.0198,28.9,1.74,💥【顶级共振】RSI共振(28.9/12.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.194,平稳
3,603600,永艺股份,11.5,0.0718,0.0,24.01,1.97,💥【顶级共振】RSI共振(24.0/8.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.086,平稳
4,601963,重庆银行,10.45,0.0703,0.0,23.18,20.22,💥【顶级共振】RSI共振(23.2/8.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.097,平稳
5,605008,长鸿高科,14.17,0.0793,-0.0049,23.42,31.08,🌟【加强级】RSI极值(23.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.065,平稳
