排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,002736,国信证券,12.57,0.0996,0.0008,26.94,-5.46,💥【顶级共振】RSI共振(26.9/14.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.081,平稳
2,601728,中国电信,5.79,0.0981,-0.0034,16.91,-1.64,💥【顶级共振】RSI共振(16.9/13.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.909,平稳
3,600018,上港集团,5.01,0.0924,-0.0118,18.95,-4.36,💥【顶级共振】RSI共振(18.9/11.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.983,平稳
4,603569,长久物流,7.48,0.0856,-0.0856,27.63,34.04,💥【顶级共振】RSI共振(27.6/13.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.011,平稳
5,601229,上海银行,9.35,0.0806,-0.023,23.11,-4.31,💥【顶级共振】RSI共振(23.1/12.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.025,平稳
6,601766,中国中车,6.6,0.0665,-0.0193,26.37,-7.15,💥【顶级共振】RSI共振(26.4/16.3) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.989,平稳
7,601658,邮储银行,5.08,0.0835,0.0059,28.57,11.69,🌟【加强级】RSI极值(28.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.99,平稳
8,601598,中国外运,5.8,0.063,-0.0085,28.93,26.76,🌟【加强级】RSI极值(28.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.139,平稳
