触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"形态: 两连阴 (-1.28%, -0.40%)",1,4.46,4.46,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.97%, -0.87%)",1,4.46,4.46,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.70X) | 形态: 10日内有涨停 | 趋势: 高于MA20,2,4.415,4.415,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.50%, -7.32%)",1,4.37,4.37,100.0%
形态: 10日内有涨停,11,3.9063636363636363,3.9063636363636363,100.0%
"形态: 两连阴 (-3.79%, -4.95%)",1,3.85,3.85,100.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,26,3.822307692307692,3.822307692307692,92.31%
量能: 放量 (2.88X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.81,3.81,100.0%
"形态: 两连阴 (-1.51%, -0.77%)",1,3.57,3.57,100.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),23,3.4769565217391305,3.4769565217391305,82.61%
"形态: 两连阴 (-1.78%, -0.20%)",1,3.34,3.34,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.20%, -0.11%)",1,3.22,3.22,100.0%
形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12,3.0675000000000003,3.0675000000000003,83.33%
"量能: 放量 (1.70X) | 形态: 两连阴 (-0.49%, -1.31%)",1,3.03,3.03,100.0%
"形态: 两连阴 (-9.94%, -3.07%)",1,2.86,2.86,100.0%
"形态: 两连阴 (-2.19%, -0.66%)",1,2.82,2.82,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.35%, -0.35%) | 趋势: 高于MA20",1,2.72,2.72,100.0%
量能: 放量 (2.32X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.58,2.58,100.0%
"量能: 放量 (1.77X) | 形态: 两连阴 (-0.06%, -1.66%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,2.4,2.4,100.0%
"形态: 两连阴 (-0.71%, -5.44%)",1,2.38,2.38,100.0%
量能: 放量 (1.56X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.32,2.32,100.0%
量能: 放量 (1.84X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.29,2.29,100.0%
"形态: 两连阴 (-1.16%, -1.40%)",1,2.25,2.25,100.0%
量能: 放量 (1.77X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.23,2.23,100.0%
量能: 放量 (1.58X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.22,2.22,100.0%
"量能: 放量 (2.16X) | 形态: 两连阴 (-2.99%, -0.31%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,2.19,2.19,100.0%
量能: 放量 (2.18X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.16,2.16,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.03%, -0.90%)",1,2.16,2.16,100.0%
"形态: 两连阴 (-1.94%, -1.46%) | 趋势: 高于MA20",1,2.15,2.15,100.0%
形态: 10日内有涨停 | 趋势: 高于MA20,14,2.1457142857142855,2.1457142857142855,78.57%
"形态: 两连阴 (-0.55%, -1.22%)",1,2.12,2.12,100.0%
"形态: 两连阴 (-1.66%, -0.11%)",1,2.1,2.1,100.0%
量能: 放量 (1.54X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.07,2.07,100.0%
量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.05,2.05,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.51%, -1.77%) | 趋势: 高于MA20",1,1.98,1.98,100.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,46,1.940217391304348,1.940217391304348,71.74%
"形态: 两连阴 (-1.42%, -5.14%) | 趋势: 高于MA20",1,1.92,1.92,100.0%
量能: 放量 (1.84X),1,1.86,1.86,100.0%
量能: 放量 (2.31X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,1.84,1.84,100.0%
"形态: 两连阴 (-1.82%, -0.68%)",1,1.82,1.82,100.0%
"形态: 两连阴 (-2.50%, -0.37%) | 趋势: 高于MA20",1,1.81,1.81,100.0%
"形态: 两连阴 (-2.31%, -3.14%)",1,1.8,1.8,100.0%
"形态: 两连阴 (-1.94%, -0.42%)",1,1.78,1.78,100.0%
"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.62X) | 形态: 两连阴 (-3.40%, -0.68%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,1.78,1.78,100.0%
"形态: 两连阴 (-2.06%, -0.51%)",1,1.76,1.76,100.0%
量能: 放量 (1.79X),1,1.72,1.72,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.08%, -1.71%) | 趋势: 高于MA20",1,1.63,1.63,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.27%, -0.99%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,1.63,1.63,100.0%
量能: 放量 (1.67X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,1.63,1.63,100.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),36,1.6124999999999998,1.6124999999999998,55.56%
量能: 放量 (1.99X),2,1.595,1.595,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.87%, -1.11%) | 趋势: 高于MA20",1,1.59,1.59,100.0%
"形态: 两连阴 (-10.02%, -2.44%)",1,1.54,1.54,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.44%, -0.46%) | 趋势: 高于MA20",1,1.5,1.5,100.0%
"形态: 两连阴 (-0.46%, -0.12%) | 动量: 突破转强 (阳线上穿5/10)",1,1.48,1.48,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.44%, -0.18%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,1.47,1.47,100.0%
"形态: 两连阴 (-3.37%, -0.51%)",1,1.44,1.44,100.0%
"形态: 两连阴 (-0.47%, -0.54%)",1,1.44,1.44,100.0%
"形态: 两连阴 (-4.39%, -0.31%) | 趋势: 高于MA20",1,1.42,1.42,100.0%
量能: 放量 (1.52X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,1.36,1.36,100.0%
量能: 放量 (1.53X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,1.34,1.34,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.84%, -0.70%) | 趋势: 高于MA20",1,1.34,1.34,100.0%
量能: 放量 (2.11X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,1.31,1.31,100.0%
动量: 突破转强 (阳线上穿5/10),17,1.166470588235294,1.166470588235294,64.71%
量能: 放量 (3.05X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,1.12,1.12,100.0%
"形态: 两连阴 (-5.18%, -0.78%)",1,1.12,1.12,100.0%
"形态: 两连阴 (-1.61%, -3.11%)",1,1.11,1.11,100.0%
趋势: 高于MA20,92,1.1093478260869565,1.1093478260869565,66.3%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.52%, -0.28%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,1.04,1.04,100.0%
"形态: 两连阴 (-2.59%, -0.37%)",1,1.03,1.03,100.0%
"形态: 两连阴 (-1.24%, -0.59%) | 趋势: 高于MA20",1,1.02,1.02,100.0%
量能: 放量 (1.57X),1,1.01,1.01,100.0%
量能: 放量 (2.38X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,1.01,1.01,100.0%
"形态: 两连阴 (-1.17%, -1.38%)",1,1.0,1.0,100.0%
量能: 放量 (1.57X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,0.9849999999999999,0.9849999999999999,100.0%
"形态: 两连阴 (-0.90%, -1.22%) | 趋势: 高于MA20",1,0.92,0.92,100.0%
"形态: 两连阴 (-4.81%, -1.19%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,0.92,0.92,100.0%
量能: 放量 (2.36X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.86,0.86,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.41%, -0.90%) | 趋势: 高于MA20",1,0.84,0.84,100.0%
趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),134,0.8193283582089552,0.8193283582089552,72.39%
量能: 放量 (1.69X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),3,0.8166666666666665,0.8166666666666665,66.67%
"形态: 两连阴 (-3.95%, -4.12%)",1,0.81,0.81,100.0%
量能: 放量 (1.86X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.81,0.81,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.64%, -2.78%) | 趋势: 高于MA20",1,0.8,0.8,100.0%
"形态: 两连阴 (-2.88%, -0.96%)",1,0.77,0.77,100.0%
量能: 放量 (2.01X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.63,0.63,100.0%
"形态: 两连阴 (-0.96%, -0.19%)",1,0.58,0.58,100.0%
量能: 放量 (1.59X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,0.58,0.58,100.0%
"形态: 两连阴 (-2.79%, -2.87%) | 趋势: 高于MA20",1,0.52,0.52,100.0%
"形态: 两连阴 (-0.44%, -0.39%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,0.5,0.5,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.33%, -2.39%)",1,0.48,0.48,100.0%
量能: 放量 (1.62X),1,0.42,0.42,100.0%
"形态: 两连阴 (-2.50%, -6.70%)",1,0.42,0.42,100.0%
量能: 放量 (1.67X),1,0.35,0.35,100.0%
量能: 放量 (1.65X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,0.30999999999999983,0.30999999999999983,50.0%
量能: 放量 (1.66X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,0.26499999999999996,0.26499999999999996,50.0%
"量能: 放量 (2.08X) | 形态: 两连阴 (-2.58%, -0.82%) | 趋势: 高于MA20",1,0.26,0.26,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.96X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.26,0.26,100.0%
量能: 放量 (1.91X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.22,0.22,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.70%, -1.20%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,0.21,0.21,100.0%
量能: 放量 (1.54X),1,0.2,0.2,100.0%
量能: 放量 (2.12X),1,0.09,0.09,100.0%
"形态: 两连阴 (-0.72%, -2.03%) | 趋势: 高于MA20",1,0.08,0.08,100.0%
"形态: 两连阴 (-4.93%, -4.98%)",1,0.0,0.0,0.0%
"形态: 两连阴 (-3.75%, -1.36%)",1,0.0,0.0,0.0%
"形态: 两连阴 (-0.56%, -9.93%)",1,0.0,0.0,0.0%
量能: 放量 (1.60X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),3,-0.026666666666666655,-0.026666666666666655,66.67%
量能: 放量 (2.14X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.13,-0.13,0.0%
量能: 放量 (1.68X),1,-0.15,-0.15,0.0%
"形态: 两连阴 (-1.72%, -3.11%)",1,-0.16,-0.16,0.0%
"形态: 两连阴 (-2.12%, -3.41%)",1,-0.17,-0.17,0.0%
量能: 放量 (1.97X),1,-0.18,-0.18,0.0%
"形态: 两连阴 (-0.19%, -0.09%) | 趋势: 高于MA20",1,-0.19,-0.19,0.0%
量能: 放量 (2.10X),1,-0.22,-0.22,0.0%
"形态: 两连阴 (-0.59%, -0.60%)",1,-0.24,-0.24,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.39%, -0.06%) | 趋势: 高于MA20",1,-0.26,-0.26,0.0%
"形态: 两连阴 (-1.22%, -0.88%)",1,-0.26,-0.26,0.0%
量能: 放量 (2.03X),1,-0.26,-0.26,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.68%, -0.14%) | 趋势: 高于MA20",1,-0.28,-0.28,0.0%
量能: 放量 (1.93X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.29,-0.29,0.0%
"形态: 两连阴 (-0.58%, -1.17%)",1,-0.31,-0.31,0.0%
量能: 放量 (1.84X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.31,-0.31,0.0%
"形态: 两连阴 (-0.33%, -1.16%)",1,-0.33,-0.33,0.0%
量能: 放量 (1.71X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.37,-0.37,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.40%, -0.37%) | 趋势: 高于MA20",1,-0.37,-0.37,0.0%
"形态: 两连阴 (-0.55%, -0.69%)",1,-0.42,-0.42,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.08%, -5.01%)",1,-0.42,-0.42,0.0%
量能: 放量 (3.21X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.45,-0.45,0.0%
"量能: 放量 (1.64X) | 形态: 两连阴 (-0.43%, -0.14%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-0.48,-0.48,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.37%, -1.02%) | 趋势: 高于MA20",1,-0.55,-0.55,0.0%
"形态: 两连阴 (-1.26%, -0.29%)",1,-0.58,-0.58,0.0%
量能: 放量 (2.28X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.62,-0.62,0.0%
"形态: 两连阴 (-0.17%, -0.51%)",1,-0.68,-0.68,0.0%
量能: 放量 (2.45X),1,-0.79,-0.79,0.0%
量能: 放量 (1.63X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.8,-0.8,0.0%
趋势: 多头排列 (5>20>60),5,-0.8379999999999999,-0.8379999999999999,20.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.80X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.85,-0.85,0.0%
"形态: 两连阴 (-1.67%, -0.45%)",1,-0.98,-0.98,0.0%
量能: 放量 (2.22X),1,-1.04,-1.04,0.0%
"形态: 两连阴 (-10.01%, -2.62%)",1,-1.11,-1.11,0.0%
量能: 放量 (1.51X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.12,-1.12,0.0%
"形态: 两连阴 (-2.20%, -2.93%)",1,-1.21,-1.21,0.0%
"形态: 两连阴 (-1.24%, -3.58%)",1,-1.27,-1.27,0.0%
量能: 放量 (1.50X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.28,-1.28,0.0%
量能: 放量 (1.96X),1,-1.29,-1.29,0.0%
"形态: 两连阴 (-4.59%, -0.65%)",1,-1.35,-1.35,0.0%
量能: 放量 (1.85X),2,-1.385,-1.385,0.0%
"形态: 两连阴 (-2.70%, -2.51%)",1,-1.45,-1.45,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.56X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.52,-1.52,0.0%
"量能: 放量 (1.77X) | 形态: 两连阴 (-4.85%, -0.83%)",1,-1.66,-1.66,0.0%
"形态: 两连阴 (-1.11%, -6.89%)",1,-1.73,-1.73,0.0%
量能: 放量 (1.83X) | 趋势: 高于MA20,1,-1.86,-1.86,0.0%
量能: 放量 (2.16X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.99,-1.99,0.0%
"形态: 两连阴 (-0.54%, -0.31%)",1,-2.02,-2.02,0.0%
量能: 放量 (2.27X),1,-2.04,-2.04,0.0%
"形态: 两连阴 (-1.10%, -3.10%)",1,-2.08,-2.08,0.0%
量能: 放量 (2.34X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.23,-2.23,0.0%
"形态: 两连阴 (-1.37%, -1.26%)",1,-2.3,-2.3,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.67X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.52,-2.52,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.86%, -0.86%)",1,-2.52,-2.52,0.0%
量能: 放量 (1.54X) | 趋势: 高于MA20,1,-2.8,-2.8,0.0%
"量能: 放量 (3.23X) | 形态: 两连阴 (-2.39%, -9.94%)",1,-2.8,-2.8,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.65%, -2.88%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-3.16,-3.16,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.09%, -0.72%) | 趋势: 高于MA20",1,-3.27,-3.27,0.0%
"形态: 两连阴 (-3.28%, -1.02%)",1,-3.58,-3.58,0.0%
"形态: 两连阴 (-0.63%, -0.29%)",1,-3.94,-3.94,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.52X) | 趋势: 高于MA20,2,-3.955,-3.955,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.37%, -0.99%) | 趋势: 高于MA20",1,-4.14,-4.14,0.0%
量能: 放量 (1.51X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-4.78,-4.78,0.0%
"形态: 两连阴 (-9.98%, -1.20%)",1,-4.87,-4.87,0.0%
"形态: 两连阴 (-1.97%, -9.60%)",1,-4.97,-4.97,0.0%
"形态: 两连阴 (-10.00%, -9.93%)",1,-4.99,-4.99,0.0%
"形态: 两连阴 (-10.00%, -10.05%)",1,-5.0,-5.0,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-8.21%, -2.24%)",1,-5.01,-5.01,0.0%
"形态: 两连阴 (-0.10%, -0.21%)",1,-5.03,-5.03,0.0%
"形态: 两连阴 (-9.98%, -9.90%)",1,-5.09,-5.09,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.59X),1,-6.18,-6.18,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.58%, -0.27%) | 趋势: 高于MA20",1,-6.35,-6.35,0.0%
