触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
量能: 放量 (2.34X),1,263.5,294.09,100.0%
"形态: 两连阴 (-1.70%, -0.46%)",1,240.89,279.38,100.0%
"形态: 两连阴 (-4.46%, -0.18%)",1,240.87,240.87,100.0%
"形态: 两连阴 (-3.24%, -0.20%)",1,197.24,213.61,100.0%
量能: 放量 (2.13X),1,166.61,180.68,100.0%
"形态: 两连阴 (-5.36%, -1.82%)",1,138.36,138.36,100.0%
量能: 放量 (2.40X),1,134.9,145.78,100.0%
量能: 放量 (1.66X) | 形态: 10日内有涨停,1,128.25,131.23,100.0%
"形态: 两连阴 (-1.66%, -1.41%)",1,87.85,98.54,100.0%
"形态: 两连阴 (-1.44%, -1.26%)",1,86.52,86.52,100.0%
"量能: 放量 (1.78X) | 形态: 两连阴 (-1.12%, -0.39%)",1,80.4,91.09,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.91%, -4.85%) | 趋势: 高于MA20",1,74.01,74.01,100.0%
"形态: 两连阴 (-3.24%, -1.48%)",1,65.47,65.47,100.0%
"形态: 两连阴 (-1.07%, -2.16%)",1,64.59,64.59,100.0%
量能: 放量 (2.86X),1,63.42,75.66,100.0%
"形态: 两连阴 (-1.22%, -0.80%)",1,61.96,61.96,100.0%
量能: 放量 (1.55X),2,61.144999999999996,63.69,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.15%, -2.17%)",1,59.68,63.59,100.0%
"形态: 两连阴 (-1.89%, -1.64%)",1,57.5,57.5,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.00%, -4.61%)",1,56.39,56.39,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,52.45,52.45,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.99%, -3.33%)",1,51.38,51.38,100.0%
"形态: 两连阴 (-0.13%, -2.14%)",1,51.23,51.23,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.17%, -8.98%) | 趋势: 高于MA20",1,50.08,50.08,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-8.68%, -0.95%)",1,49.58,49.58,100.0%
量能: 放量 (2.36X) | 形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),1,48.64,48.64,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.51%, -2.31%)",1,46.93,46.93,100.0%
量能: 放量 (2.19X),1,46.84,46.84,100.0%
"形态: 两连阴 (-4.35%, -2.15%)",1,46.49,46.49,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.39%, -1.39%) | 趋势: 高于MA20",1,46.01,46.01,100.0%
"形态: 两连阴 (-0.06%, -0.16%)",1,44.82,45.86,100.0%
"形态: 两连阴 (-1.96%, -0.24%)",1,44.46,44.46,100.0%
"形态: 两连阴 (-0.98%, -1.90%)",1,43.42,43.42,100.0%
"形态: 两连阴 (-3.52%, -1.75%)",1,43.05,43.05,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-6.48%, -5.34%)",1,42.5,42.5,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.10X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,42.14,42.14,100.0%
"形态: 两连阴 (-0.24%, -2.29%)",1,42.03,42.03,100.0%
"形态: 两连阴 (-8.40%, -2.35%)",1,41.38,41.38,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.50%, -3.35%)",1,40.0,40.0,100.0%
"形态: 两连阴 (-3.57%, -2.86%)",1,39.34,39.34,100.0%
量能: 放量 (1.86X) | 动量: 突破转强 (阳线上穿5/10),1,39.22,39.22,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.00%, -1.99%)",1,38.58,38.58,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.83%, -0.40%)",1,37.34,37.34,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.69%, -1.43%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,37.26,37.26,100.0%
"形态: 两连阴 (-6.20%, -4.69%)",1,37.26,37.26,100.0%
"形态: 两连阴 (-4.85%, -2.76%)",1,37.11,37.11,100.0%
"形态: 两连阴 (-6.13%, -0.89%)",1,35.93,35.93,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.31%, -9.99%) | 趋势: 高于MA20",1,35.43,54.3,100.0%
"形态: 两连阴 (-0.40%, -0.16%)",1,35.4,35.4,100.0%
量能: 放量 (1.54X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,35.4,35.4,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.06%, -0.44%)",1,35.0,35.0,100.0%
"形态: 两连阴 (-2.76%, -1.89%)",1,34.38,34.38,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.19%, -2.19%)",1,34.25,34.25,100.0%
"形态: 两连阴 (-4.32%, -1.66%)",1,33.98,33.98,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-5.37%, -2.99%)",1,33.73,33.73,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -0.48%)",1,33.63,33.63,100.0%
"形态: 两连阴 (-3.37%, -0.96%)",1,33.55,36.11,100.0%
"形态: 两连阴 (-6.76%, -2.97%)",1,33.33,33.33,100.0%
"形态: 两连阴 (-1.12%, -1.07%)",1,33.31,33.31,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,32.44,32.44,100.0%
"形态: 两连阴 (-2.18%, -2.47%)",1,32.1,32.1,100.0%
"形态: 两连阴 (-1.55%, -0.78%)",1,31.82,31.82,100.0%
量能: 放量 (2.23X),1,31.26,40.73,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-5.61%, -0.48%) | 趋势: 高于MA20",1,31.22,31.22,100.0%
"形态: 两连阴 (-4.25%, -0.68%)",1,31.22,31.22,100.0%
量能: 放量 (1.59X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,30.79,30.79,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.65X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,30.745,30.965,100.0%
"量能: 放量 (1.51X) | 形态: 两连阴 (-5.68%, -2.48%)",1,30.26,30.26,100.0%
"形态: 两连阴 (-0.24%, -1.55%)",1,30.25,30.25,100.0%
"形态: 两连阴 (-9.98%, -1.41%)",1,30.01,30.56,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.99%, -4.58%)",1,29.64,30.1,100.0%
量能: 放量 (2.14X) | 形态: 10日内有涨停,1,29.62,31.27,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.40%, -4.07%) | 趋势: 高于MA20",1,29.32,29.32,100.0%
"形态: 两连阴 (-2.31%, -0.24%)",1,29.23,29.23,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.49%, -1.18%)",1,28.68,28.68,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.58%, -2.73%)",1,28.58,29.03,100.0%
"形态: 两连阴 (-1.13%, -4.47%)",1,28.34,28.34,100.0%
"形态: 两连阴 (-2.05%, -1.55%)",1,28.26,28.26,100.0%
"形态: 两连阴 (-3.85%, -4.77%)",1,27.59,32.16,100.0%
量能: 放量 (1.71X) | 形态: 10日内有涨停,1,27.49,37.43,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -10.01%)",1,27.46,29.46,100.0%
"形态: 两连阴 (-5.16%, -0.17%)",1,27.42,27.42,100.0%
"形态: 两连阴 (-2.32%, -1.12%)",1,27.36,27.36,100.0%
"形态: 两连阴 (-7.18%, -3.07%)",1,27.24,27.24,100.0%
"形态: 两连阴 (-4.98%, -0.16%)",1,27.11,27.11,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.57X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,27.08,27.08,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.53%, -4.49%)",1,26.76,26.76,100.0%
"形态: 两连阴 (-4.04%, -2.57%)",1,26.69,26.69,100.0%
"形态: 两连阴 (-5.11%, -4.61%)",1,26.69,26.69,100.0%
量能: 放量 (2.80X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,26.43,26.43,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.01%, -1.88%)",1,26.25,26.25,100.0%
"形态: 两连阴 (-0.26%, -2.32%)",1,26.0,26.0,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-9.00%, -6.35%)",1,25.76,28.4,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.20%, -2.85%)",1,25.74,25.74,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.78X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,25.7,25.7,100.0%
"形态: 两连阴 (-1.38%, -2.61%)",1,25.54,25.54,100.0%
"形态: 两连阴 (-1.72%, -2.42%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,25.41,35.19,100.0%
