触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -5.90%)",1,2.06,2.06,100.0%
形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),2,1.5850000000000004,4.66,50.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-7.87%, -0.13%)",1,1.56,1.56,100.0%
量能: 放量 (1.61X),1,1.5,2.5,100.0%
"形态: 两连阴 (-9.51%, -1.34%)",1,1.47,1.47,100.0%
量能: 放量 (2.38X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,1.3,1.3,100.0%
"形态: 两连阴 (-9.97%, -7.80%)",1,1.26,1.26,100.0%
"形态: 两连阴 (-5.98%, -0.91%)",1,1.22,1.22,100.0%
"形态: 两连阴 (-9.87%, -5.57%)",1,1.17,1.17,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.97%, -1.53%)",1,0.97,1.75,100.0%
"形态: 两连阴 (-3.79%, -0.21%)",1,0.91,2.62,100.0%
"形态: 两连阴 (-7.40%, -1.09%)",1,0.61,0.61,100.0%
量能: 放量 (1.60X),1,0.6,9.54,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.55X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.58,5.09,100.0%
"形态: 两连阴 (-0.67%, -3.80%)",1,0.46,0.46,100.0%
量能: 放量 (1.54X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.36,1.33,100.0%
"形态: 两连阴 (-3.45%, -0.27%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,0.27,0.27,100.0%
"形态: 两连阴 (-0.86%, -1.11%)",1,-0.12,-0.12,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-0.15500000000000025,6.635000000000001,50.0%
"形态: 两连阴 (-10.03%, -4.91%)",1,-0.39,-0.39,0.0%
"形态: 两连阴 (-6.42%, -1.37%)",1,-0.56,2.94,0.0%
量能: 放量 (2.06X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.93,-0.7,0.0%
"形态: 两连阴 (-6.90%, -0.28%)",1,-0.99,-0.28,0.0%
"形态: 两连阴 (-7.61%, -0.98%)",1,-2.08,-1.49,0.0%
"形态: 两连阴 (-2.94%, -1.10%)",1,-2.2,-2.2,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.35%, -5.43%)",1,-2.6,-1.54,0.0%
"形态: 两连阴 (-3.85%, -3.92%)",1,-2.67,-1.33,0.0%
量能: 放量 (2.53X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.87,5.89,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.44%, -2.79%) | 趋势: 高于MA20",1,-3.0,7.81,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.96%, -5.11%)",1,-3.16,0.65,0.0%
量能: 放量 (1.62X) | 动量: 突破转强 (阳线上穿5/10),1,-3.19,2.42,0.0%
"形态: 两连阴 (-6.07%, -1.13%)",1,-3.33,-0.99,0.0%
量能: 放量 (1.69X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.36,0.64,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.87%, -0.67%)",1,-3.67,-1.62,0.0%
"形态: 两连阴 (-7.91%, -0.11%)",1,-3.68,-3.68,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.32%, -3.37%)",1,-3.77,2.73,0.0%
"形态: 两连阴 (-5.94%, -0.27%)",1,-4.08,0.0,0.0%
"形态: 两连阴 (-9.98%, -4.27%)",1,-4.24,-1.94,0.0%
形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),10,-4.481,-0.859,40.0%
量能: 放量 (1.54X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-4.77,0.92,0.0%
"形态: 两连阴 (-3.52%, -0.73%)",1,-4.85,0.49,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-7.43%, -0.14%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-5.0,-0.13,0.0%
"量能: 放量 (2.41X) | 形态: 两连阴 (-2.28%, -0.60%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-5.43,0.41,0.0%
"形态: 两连阴 (-10.03%, -4.32%)",1,-5.56,-2.93,0.0%
"形态: 两连阴 (-7.18%, -2.39%)",1,-6.24,-3.66,0.0%
"形态: 两连阴 (-1.45%, -0.73%)",1,-6.77,1.33,0.0%
形态: 10日内有涨停 | 趋势: 高于MA20,9,-6.816666666666667,-2.8444444444444446,33.33%
"量能: 放量 (1.56X) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.34%, -1.23%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-6.92,0.95,0.0%
量能: 放量 (1.79X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-7.13,9.78,0.0%
"量能: 放量 (4.86X) | 形态: 两连阴 (-10.14%, -10.12%)",1,-7.18,21.05,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.97%, -0.53%)",1,-7.39,-0.86,0.0%
"形态: 两连阴 (-4.48%, -0.91%)",1,-8.03,9.96,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.98%, -1.37%)",1,-8.04,-0.31,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.97%, -9.00%)",1,-8.26,3.04,0.0%
"形态: 两连阴 (-0.97%, -0.39%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-8.42,-0.76,0.0%
"形态: 两连阴 (-7.24%, -2.05%)",1,-8.81,-6.99,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.97%, -0.17%)",1,-9.09,-1.98,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.37%, -0.30%) | 趋势: 高于MA20",1,-10.66,-2.84,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.00%, -3.53%)",1,-10.79,-3.34,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.73%, -3.75%)",1,-10.9,-1.99,0.0%
"形态: 两连阴 (-5.66%, -0.67%)",1,-11.33,-0.82,0.0%
"形态: 两连阴 (-9.98%, -7.07%)",1,-11.49,0.12,0.0%
"形态: 两连阴 (-1.72%, -0.71%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-11.87,-11.0,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.98%, -5.67%)",1,-13.65,-3.01,0.0%
"形态: 两连阴 (-3.34%, -0.51%) | 趋势: 高于MA20",1,-13.98,-13.98,0.0%
"形态: 两连阴 (-9.96%, -0.80%)",1,-14.23,-1.63,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-8.29%, -9.60%)",1,-16.11,-2.24,0.0%
"形态: 两连阴 (-3.34%, -2.53%)",1,-16.72,-4.07,0.0%
"形态: 两连阴 (-9.97%, -7.62%)",1,-17.3,-5.41,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.02%, -0.44%)",1,-17.59,-10.0,0.0%
量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-19.55,-14.1,0.0%
"形态: 两连阴 (-6.46%, -0.17%)",1,-19.62,-19.62,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.93%, -3.43%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-20.02,0.95,0.0%
量能: 放量 (1.72X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-20.62,-20.2,0.0%
"形态: 两连阴 (-2.60%, -0.52%)",1,-20.72,-20.72,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.00%, -9.99%)",1,-20.86,-9.99,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.02%, -2.15%)",1,-21.52,2.27,0.0%
"形态: 两连阴 (-0.12%, -3.88%)",1,-21.92,-20.58,0.0%
"形态: 两连阴 (-5.81%, -2.46%)",1,-23.23,-3.19,0.0%
"形态: 两连阴 (-3.18%, -2.19%)",1,-23.77,-17.46,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.78%, -1.58%)",1,-23.92,-3.97,0.0%
"形态: 两连阴 (-8.16%, -2.25%)",1,-24.94,-6.62,0.0%
量能: 放量 (1.53X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-25.43,-23.900000000000002,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停,2,-25.905,-4.175,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.00%, -0.46%)",1,-27.51,-8.46,0.0%
"形态: 两连阴 (-9.99%, -1.48%)",1,-27.9,-6.49,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.99%, -0.07%)",1,-27.95,-5.66,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,6,-28.868333333333336,-12.86,16.67%
"形态: 两连阴 (-6.32%, -0.68%)",1,-30.24,-22.61,0.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-30.71,-30.23,0.0%
"形态: 两连阴 (-3.08%, -0.30%)",1,-31.3,-31.3,0.0%
量能: 放量 (1.53X),1,-31.58,-27.4,0.0%
"形态: 两连阴 (-6.76%, -0.20%)",1,-33.11,-30.22,0.0%
量能: 放量 (1.88X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-39.67,-37.23,0.0%
量能: 放量 (2.15X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-40.05,-38.42,0.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,6,-40.39333333333334,-28.951666666666668,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-7.20%, -6.76%)",1,-41.31,-38.52,0.0%
"形态: 两连阴 (-2.12%, -0.86%)",1,-44.19,-43.57,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -3.73%)",1,-46.69,-44.22,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.28%, -0.98%)",1,-50.49,-45.62,0.0%
量能: 放量 (1.50X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-53.4,-53.4,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.46%, -7.08%)",1,-54.7,-50.95,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-8.53%, -1.20%)",1,-55.59,-55.59,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-8.26%, -1.48%)",1,-56.48,-55.33,0.0%
量能: 放量 (1.52X) | 形态: 10日内有涨停,1,-56.82,-54.92,0.0%
"形态: 两连阴 (-5.90%, -1.27%)",1,-58.18,-56.57,0.0%
量能: 放量 (1.77X),1,-58.46,-58.3,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.92%, -0.65%)",1,-59.36,-59.36,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.87%, -0.47%) | 趋势: 高于MA20",1,-63.57,-63.57,0.0%
"形态: 两连阴 (-3.03%, -1.12%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-66.26,-65.97,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.54X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-68.47,-68.47,0.0%
量能: 放量 (1.68X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-69.77,-69.35,0.0%
"形态: 两连阴 (-0.05%, -1.13%)",1,-73.08,-73.02,0.0%
