代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
002858,2026-04-03,14.06,14.94,6.26,9.89,1,4,"形态: 两连阴 (-7.39%, -1.61%)"
002858,2026-03-31,16.1,14.94,-7.2,-4.04,0,7,量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002519,2026-04-03,7.67,7.91,3.13,5.61,1,4,"形态: 10日内有涨停 | 形态: 两连阴 (-7.03%, -2.93%)"
002519,2026-04-02,7.96,7.91,-0.63,1.76,0,5,形态: 10日内有涨停
002519,2026-03-31,8.82,7.91,-10.32,-7.03,0,7,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-04-02,8.06,8.59,6.58,6.58,1,5,趋势: 高于MA20
600232,2026-03-31,8.1,8.59,6.05,6.05,1,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-04-03,12.9,13.65,5.81,7.36,1,4,"形态: 两连阴 (-0.44%, -2.28%)"
002811,2026-03-31,13.65,13.65,0.0,1.47,0,7,动量: 突破转强 (阳线上穿5/10)
002345,2026-04-03,10.4,10.72,3.08,3.65,1,4,趋势: 高于MA20
002345,2026-04-02,10.55,10.72,1.61,2.18,1,5,趋势: 高于MA20
600970,2026-04-02,10.52,10.81,2.76,6.75,1,5,动量: 突破转强 (阳线上穿5/10)
002806,2026-04-03,13.06,14.69,12.48,12.48,1,4,动量: 突破转强 (阳线上穿5/10)
600333,2026-04-03,5.1,5.25,2.94,3.92,1,4,"量能: 放量 (1.59X) | 形态: 两连阴 (-1.08%, -0.18%)"
600333,2026-04-02,5.51,5.25,-4.72,-3.81,0,5,"形态: 两连阴 (-3.29%, -1.08%)"
600857,2026-03-31,11.84,11.94,0.84,1.52,1,7,量能: 放量 (1.50X)
600028,2026-04-02,5.95,5.81,-2.35,-0.67,0,5,动量: 突破转强 (阳线上穿5/10)
605222,2026-04-03,22.37,24.65,10.19,10.19,1,4,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
605222,2026-04-02,22.93,24.65,7.5,7.5,1,5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
605222,2026-03-31,22.96,24.65,7.36,7.36,1,7,量能: 放量 (1.92X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002512,2026-04-03,3.72,3.95,6.18,6.18,1,4,"形态: 两连阴 (-0.25%, -5.03%)"
002512,2026-03-31,3.99,3.95,-1.0,-0.25,0,7,"形态: 两连阴 (-3.41%, -0.76%)"
002401,2026-04-03,14.87,15.09,1.48,4.1,1,4,"形态: 两连阴 (-1.03%, -0.65%)"
002401,2026-03-31,15.6,15.09,-3.27,-0.77,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603588,2026-04-03,15.51,16.61,7.09,18.96,1,4,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603588,2026-04-02,15.47,16.61,7.37,19.26,1,5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603588,2026-03-31,14.95,16.61,11.1,23.41,1,7,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600428,2026-04-03,9.42,9.15,-2.87,0.64,0,4,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600428,2026-04-02,9.6,9.15,-4.69,-1.25,0,5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600428,2026-03-31,8.99,9.15,1.78,6.79,1,7,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603272,2026-04-03,30.62,37.02,20.9,20.9,1,4,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603272,2026-04-02,31.8,37.02,16.42,16.42,1,5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603272,2026-03-31,33.0,37.02,12.18,12.18,1,7,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
000417,2026-04-03,6.38,6.65,4.23,5.17,1,4,"形态: 两连阴 (-0.60%, -1.80%)"
000417,2026-04-02,6.54,6.65,1.68,2.6,1,5,"形态: 两连阴 (-1.76%, -0.60%)"
002342,2026-04-03,12.78,15.5,21.28,21.99,1,4,"形态: 10日内有涨停 | 形态: 两连阴 (-0.97%, -3.23%)"
002342,2026-04-02,13.8,15.5,12.32,12.97,1,5,形态: 10日内有涨停 | 趋势: 高于MA20
002342,2026-03-31,14.4,15.5,7.64,8.26,1,7,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002038,2026-04-03,8.98,7.54,-16.04,-4.23,0,4,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002038,2026-04-02,8.55,7.54,-11.81,5.03,0,5,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002038,2026-03-31,7.59,7.54,-0.66,18.31,0,7,量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600212,2026-03-31,7.18,7.51,4.6,4.6,1,7,"形态: 两连阴 (-3.49%, -1.47%)"
600755,2026-04-02,6.41,6.37,-0.62,1.25,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600755,2026-03-31,6.4,6.37,-0.47,1.41,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603958,2026-04-03,19.15,22.68,18.43,18.43,1,4,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停
603958,2026-04-02,20.05,22.68,13.12,13.12,1,5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603958,2026-03-31,19.65,22.68,15.42,15.42,1,7,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停
603085,2026-03-31,10.8,11.1,2.78,4.26,1,7,动量: 突破转强 (阳线上穿5/10)
002043,2026-04-03,13.96,14.03,0.5,2.79,1,4,量能: 放量 (1.63X)
002043,2026-03-31,15.36,14.03,-8.66,0.46,0,7,动量: 突破转强 (阳线上穿5/10)
600748,2026-04-03,4.69,5.16,10.02,10.02,1,4,形态: 10日内有涨停
600748,2026-04-02,4.88,5.16,5.74,5.74,1,5,形态: 10日内有涨停
600748,2026-03-31,5.1,5.16,1.18,1.18,1,7,形态: 10日内有涨停 | 趋势: 高于MA20
603515,2026-04-03,19.62,19.28,-1.73,-0.46,0,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603515,2026-04-02,19.43,19.28,-0.77,0.98,0,5,趋势: 高于MA20
603515,2026-03-31,19.09,19.28,1.0,2.78,1,7,趋势: 高于MA20
002697,2026-04-02,5.6,5.34,-4.64,-1.07,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603960,2026-04-03,20.74,22.56,8.78,8.78,1,4,动量: 突破转强 (阳线上穿5/10)
000586,2026-04-03,18.87,22.61,19.82,33.12,1,4,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000586,2026-04-02,17.15,22.61,31.84,46.47,1,5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000586,2026-03-31,15.47,22.61,46.15,62.38,1,7,趋势: 高于MA20
002096,2026-03-31,11.53,11.85,2.78,2.78,1,7,量能: 放量 (1.58X)
000505,2026-04-02,6.89,6.82,-1.02,0.44,0,5,"形态: 两连阴 (-3.21%, -1.15%)"
600724,2026-04-03,6.42,6.94,8.1,8.26,1,4,形态: 10日内有涨停 | 趋势: 高于MA20
600724,2026-04-02,6.58,6.94,5.47,5.62,1,5,形态: 10日内有涨停 | 趋势: 高于MA20
600724,2026-03-31,6.05,6.94,14.71,14.88,1,7,量能: 放量 (1.91X) | 形态: 10日内有涨停
603017,2026-04-03,14.54,13.39,-7.91,-4.06,0,4,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603017,2026-04-02,16.16,13.39,-17.14,-10.02,0,5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
