代码,信号日期,追踪日期,信号后第几天,当日收盘,当日涨跌幅%,累计收益率%,信号日价格,触发条件,名称
000001,2025-12-02,2025-12-03,1,11.55,-0.77,-0.86,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-04,2,11.49,-0.52,-1.37,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-05,3,11.53,0.35,-1.03,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-08,4,11.52,-0.09,-1.12,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-09,5,11.43,-0.78,-1.89,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-10,6,11.33,-0.87,-2.75,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-11,7,11.37,0.35,-2.4,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-12,8,11.35,-0.18,-2.58,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-15,9,11.51,1.41,-1.2,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-16,10,11.48,-0.26,-1.46,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-17,11,11.53,0.44,-1.03,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-18,12,11.64,0.95,-0.09,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-19,13,11.62,-0.17,-0.26,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-02,2025-12-22,14,11.52,-0.86,-1.12,11.65,趋势: 多头排列 (5>20>60),平安银行
000001,2025-12-04,2025-12-05,1,11.53,0.35,0.35,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-08,2,11.52,-0.09,0.26,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-09,3,11.43,-0.78,-0.52,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-10,4,11.33,-0.87,-1.39,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-11,5,11.37,0.35,-1.04,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-12,6,11.35,-0.18,-1.22,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-15,7,11.51,1.41,0.17,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-16,8,11.48,-0.26,-0.09,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-17,9,11.53,0.44,0.35,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-18,10,11.64,0.95,1.31,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-19,11,11.62,-0.17,1.13,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-04,2025-12-22,12,11.52,-0.86,0.26,11.49,"形态: 两连阴 (-0.34%, -0.77%)",平安银行
000001,2025-12-10,2025-12-11,1,11.37,0.35,0.35,11.33,"形态: 两连阴 (-0.09%, -0.78%)",平安银行
000001,2025-12-10,2025-12-12,2,11.35,-0.18,0.18,11.33,"形态: 两连阴 (-0.09%, -0.78%)",平安银行
000001,2025-12-10,2025-12-15,3,11.51,1.41,1.59,11.33,"形态: 两连阴 (-0.09%, -0.78%)",平安银行
000001,2025-12-10,2025-12-16,4,11.48,-0.26,1.32,11.33,"形态: 两连阴 (-0.09%, -0.78%)",平安银行
000001,2025-12-10,2025-12-17,5,11.53,0.44,1.77,11.33,"形态: 两连阴 (-0.09%, -0.78%)",平安银行
000001,2025-12-10,2025-12-18,6,11.64,0.95,2.74,11.33,"形态: 两连阴 (-0.09%, -0.78%)",平安银行
000001,2025-12-10,2025-12-19,7,11.62,-0.17,2.56,11.33,"形态: 两连阴 (-0.09%, -0.78%)",平安银行
000001,2025-12-10,2025-12-22,8,11.52,-0.86,1.68,11.33,"形态: 两连阴 (-0.09%, -0.78%)",平安银行
000001,2025-12-11,2025-12-12,1,11.35,-0.18,-0.18,11.37,"形态: 两连阴 (-0.78%, -0.87%)",平安银行
000001,2025-12-11,2025-12-15,2,11.51,1.41,1.23,11.37,"形态: 两连阴 (-0.78%, -0.87%)",平安银行
000001,2025-12-11,2025-12-16,3,11.48,-0.26,0.97,11.37,"形态: 两连阴 (-0.78%, -0.87%)",平安银行
000001,2025-12-11,2025-12-17,4,11.53,0.44,1.41,11.37,"形态: 两连阴 (-0.78%, -0.87%)",平安银行
000001,2025-12-11,2025-12-18,5,11.64,0.95,2.37,11.37,"形态: 两连阴 (-0.78%, -0.87%)",平安银行
000001,2025-12-11,2025-12-19,6,11.62,-0.17,2.2,11.37,"形态: 两连阴 (-0.78%, -0.87%)",平安银行
000001,2025-12-11,2025-12-22,7,11.52,-0.86,1.32,11.37,"形态: 两连阴 (-0.78%, -0.87%)",平安银行
000001,2025-12-15,2025-12-16,1,11.48,-0.26,-0.26,11.51,动量: 突破转强 (阳线上穿5/10),平安银行
000001,2025-12-15,2025-12-17,2,11.53,0.44,0.17,11.51,动量: 突破转强 (阳线上穿5/10),平安银行
000001,2025-12-15,2025-12-18,3,11.64,0.95,1.13,11.51,动量: 突破转强 (阳线上穿5/10),平安银行
000001,2025-12-15,2025-12-19,4,11.62,-0.17,0.96,11.51,动量: 突破转强 (阳线上穿5/10),平安银行
000001,2025-12-15,2025-12-22,5,11.52,-0.86,0.09,11.51,动量: 突破转强 (阳线上穿5/10),平安银行
000001,2025-12-17,2025-12-18,1,11.64,0.95,0.95,11.53,动量: 突破转强 (阳线上穿5/10),平安银行
000001,2025-12-17,2025-12-19,2,11.62,-0.17,0.78,11.53,动量: 突破转强 (阳线上穿5/10),平安银行
000001,2025-12-17,2025-12-22,3,11.52,-0.86,-0.09,11.53,动量: 突破转强 (阳线上穿5/10),平安银行
000001,2025-12-18,2025-12-19,1,11.62,-0.17,-0.17,11.64,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),平安银行
000001,2025-12-18,2025-12-22,2,11.52,-0.86,-1.03,11.64,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),平安银行
000002,2025-12-02,2025-12-03,1,5.01,-3.65,-3.84,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-04,2,4.97,-0.8,-4.61,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-05,3,4.95,-0.4,-4.99,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-08,4,4.91,-0.81,-5.76,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-09,5,4.77,-2.85,-8.45,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-10,6,5.25,10.06,0.77,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-11,7,5.07,-3.43,-2.69,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-12,8,5.02,-0.99,-3.65,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-15,9,4.87,-2.99,-6.53,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-16,10,4.97,2.05,-4.61,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-17,11,4.96,-0.2,-4.8,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-18,12,4.87,-1.81,-6.53,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-19,13,4.9,0.62,-5.95,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-02,2025-12-22,14,4.93,0.61,-5.37,5.21,"形态: 两连阴 (-1.46%, -3.35%)",万  科Ａ
000002,2025-12-09,2025-12-10,1,5.25,10.06,10.06,4.77,"形态: 两连阴 (-0.40%, -0.81%)",万  科Ａ
000002,2025-12-09,2025-12-11,2,5.07,-3.43,6.29,4.77,"形态: 两连阴 (-0.40%, -0.81%)",万  科Ａ
000002,2025-12-09,2025-12-12,3,5.02,-0.99,5.24,4.77,"形态: 两连阴 (-0.40%, -0.81%)",万  科Ａ
000002,2025-12-09,2025-12-15,4,4.87,-2.99,2.1,4.77,"形态: 两连阴 (-0.40%, -0.81%)",万  科Ａ
000002,2025-12-09,2025-12-16,5,4.97,2.05,4.19,4.77,"形态: 两连阴 (-0.40%, -0.81%)",万  科Ａ
000002,2025-12-09,2025-12-17,6,4.96,-0.2,3.98,4.77,"形态: 两连阴 (-0.40%, -0.81%)",万  科Ａ
000002,2025-12-09,2025-12-18,7,4.87,-1.81,2.1,4.77,"形态: 两连阴 (-0.40%, -0.81%)",万  科Ａ
000002,2025-12-09,2025-12-19,8,4.9,0.62,2.73,4.77,"形态: 两连阴 (-0.40%, -0.81%)",万  科Ａ
000002,2025-12-09,2025-12-22,9,4.93,0.61,3.35,4.77,"形态: 两连阴 (-0.40%, -0.81%)",万  科Ａ
000002,2025-12-10,2025-12-11,1,5.07,-3.43,-3.43,5.25,"量能: 放量 (1.93X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.81%, -2.85%) | 动量: 突破转强 (阳线上穿5/10)",万  科Ａ
000002,2025-12-10,2025-12-12,2,5.02,-0.99,-4.38,5.25,"量能: 放量 (1.93X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.81%, -2.85%) | 动量: 突破转强 (阳线上穿5/10)",万  科Ａ
000002,2025-12-10,2025-12-15,3,4.87,-2.99,-7.24,5.25,"量能: 放量 (1.93X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.81%, -2.85%) | 动量: 突破转强 (阳线上穿5/10)",万  科Ａ
000002,2025-12-10,2025-12-16,4,4.97,2.05,-5.33,5.25,"量能: 放量 (1.93X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.81%, -2.85%) | 动量: 突破转强 (阳线上穿5/10)",万  科Ａ
000002,2025-12-10,2025-12-17,5,4.96,-0.2,-5.52,5.25,"量能: 放量 (1.93X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.81%, -2.85%) | 动量: 突破转强 (阳线上穿5/10)",万  科Ａ
000002,2025-12-10,2025-12-18,6,4.87,-1.81,-7.24,5.25,"量能: 放量 (1.93X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.81%, -2.85%) | 动量: 突破转强 (阳线上穿5/10)",万  科Ａ
000002,2025-12-10,2025-12-19,7,4.9,0.62,-6.67,5.25,"量能: 放量 (1.93X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.81%, -2.85%) | 动量: 突破转强 (阳线上穿5/10)",万  科Ａ
000002,2025-12-10,2025-12-22,8,4.93,0.61,-6.1,5.25,"量能: 放量 (1.93X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.81%, -2.85%) | 动量: 突破转强 (阳线上穿5/10)",万  科Ａ
000002,2025-12-11,2025-12-12,1,5.02,-0.99,-0.99,5.07,形态: 10日内有涨停,万  科Ａ
000002,2025-12-11,2025-12-15,2,4.87,-2.99,-3.94,5.07,形态: 10日内有涨停,万  科Ａ
000002,2025-12-11,2025-12-16,3,4.97,2.05,-1.97,5.07,形态: 10日内有涨停,万  科Ａ
000002,2025-12-11,2025-12-17,4,4.96,-0.2,-2.17,5.07,形态: 10日内有涨停,万  科Ａ
000002,2025-12-11,2025-12-18,5,4.87,-1.81,-3.94,5.07,形态: 10日内有涨停,万  科Ａ
000002,2025-12-11,2025-12-19,6,4.9,0.62,-3.35,5.07,形态: 10日内有涨停,万  科Ａ
000002,2025-12-11,2025-12-22,7,4.93,0.61,-2.76,5.07,形态: 10日内有涨停,万  科Ａ
000002,2025-12-12,2025-12-15,1,4.87,-2.99,-2.99,5.02,形态: 10日内有涨停,万  科Ａ
000002,2025-12-12,2025-12-16,2,4.97,2.05,-1.0,5.02,形态: 10日内有涨停,万  科Ａ
000002,2025-12-12,2025-12-17,3,4.96,-0.2,-1.2,5.02,形态: 10日内有涨停,万  科Ａ
000002,2025-12-12,2025-12-18,4,4.87,-1.81,-2.99,5.02,形态: 10日内有涨停,万  科Ａ
000002,2025-12-12,2025-12-19,5,4.9,0.62,-2.39,5.02,形态: 10日内有涨停,万  科Ａ
000002,2025-12-12,2025-12-22,6,4.93,0.61,-1.79,5.02,形态: 10日内有涨停,万  科Ａ
000002,2025-12-15,2025-12-16,1,4.97,2.05,2.05,4.87,"形态: 10日内有涨停 | 形态: 两连阴 (-3.43%, -0.99%)",万  科Ａ
000002,2025-12-15,2025-12-17,2,4.96,-0.2,1.85,4.87,"形态: 10日内有涨停 | 形态: 两连阴 (-3.43%, -0.99%)",万  科Ａ
000002,2025-12-15,2025-12-18,3,4.87,-1.81,0.0,4.87,"形态: 10日内有涨停 | 形态: 两连阴 (-3.43%, -0.99%)",万  科Ａ
000002,2025-12-15,2025-12-19,4,4.9,0.62,0.62,4.87,"形态: 10日内有涨停 | 形态: 两连阴 (-3.43%, -0.99%)",万  科Ａ
000002,2025-12-15,2025-12-22,5,4.93,0.61,1.23,4.87,"形态: 10日内有涨停 | 形态: 两连阴 (-3.43%, -0.99%)",万  科Ａ
000002,2025-12-16,2025-12-17,1,4.96,-0.2,-0.2,4.97,"形态: 10日内有涨停 | 形态: 两连阴 (-0.99%, -2.99%)",万  科Ａ
000002,2025-12-16,2025-12-18,2,4.87,-1.81,-2.01,4.97,"形态: 10日内有涨停 | 形态: 两连阴 (-0.99%, -2.99%)",万  科Ａ
000002,2025-12-16,2025-12-19,3,4.9,0.62,-1.41,4.97,"形态: 10日内有涨停 | 形态: 两连阴 (-0.99%, -2.99%)",万  科Ａ
000002,2025-12-16,2025-12-22,4,4.93,0.61,-0.8,4.97,"形态: 10日内有涨停 | 形态: 两连阴 (-0.99%, -2.99%)",万  科Ａ
000002,2025-12-17,2025-12-18,1,4.87,-1.81,-1.81,4.96,形态: 10日内有涨停,万  科Ａ
000002,2025-12-17,2025-12-19,2,4.9,0.62,-1.21,4.96,形态: 10日内有涨停,万  科Ａ
000002,2025-12-17,2025-12-22,3,4.93,0.61,-0.6,4.96,形态: 10日内有涨停,万  科Ａ
000002,2025-12-18,2025-12-19,1,4.9,0.62,0.62,4.87,形态: 10日内有涨停,万  科Ａ
000002,2025-12-18,2025-12-22,2,4.93,0.61,1.23,4.87,形态: 10日内有涨停,万  科Ａ
000006,2025-12-03,2025-12-04,1,9.87,-0.1,-0.1,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-05,2,10.09,2.23,2.13,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-08,3,10.21,1.19,3.34,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-09,4,10.22,0.1,3.44,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-10,5,10.37,1.47,4.96,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-11,6,10.0,-3.57,1.21,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-12,7,10.01,0.1,1.32,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-15,8,9.82,-1.9,-0.61,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-16,9,9.36,-4.68,-5.26,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-17,10,9.53,1.82,-3.54,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-18,11,9.55,0.21,-3.34,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-19,12,9.78,2.41,-1.01,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-03,2025-12-22,13,9.78,0.0,-1.01,9.88,"形态: 两连阴 (-5.27%, -1.63%)",深振业Ａ
000006,2025-12-04,2025-12-05,1,10.09,2.23,2.23,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-08,2,10.21,1.19,3.44,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-09,3,10.22,0.1,3.55,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-10,4,10.37,1.47,5.07,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-11,5,10.0,-3.57,1.32,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-12,6,10.01,0.1,1.42,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-15,7,9.82,-1.9,-0.51,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-16,8,9.36,-4.68,-5.17,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-17,9,9.53,1.82,-3.44,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-18,10,9.55,0.21,-3.24,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-19,11,9.78,2.41,-0.91,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-04,2025-12-22,12,9.78,0.0,-0.91,9.87,"形态: 两连阴 (-1.63%, -2.56%)",深振业Ａ
000006,2025-12-10,2025-12-11,1,10.0,-3.57,-3.57,10.37,量能: 放量 (1.51X) | 动量: 突破转强 (阳线上穿5/10),深振业Ａ
000006,2025-12-10,2025-12-12,2,10.01,0.1,-3.47,10.37,量能: 放量 (1.51X) | 动量: 突破转强 (阳线上穿5/10),深振业Ａ
000006,2025-12-10,2025-12-15,3,9.82,-1.9,-5.3,10.37,量能: 放量 (1.51X) | 动量: 突破转强 (阳线上穿5/10),深振业Ａ
000006,2025-12-10,2025-12-16,4,9.36,-4.68,-9.74,10.37,量能: 放量 (1.51X) | 动量: 突破转强 (阳线上穿5/10),深振业Ａ
000006,2025-12-10,2025-12-17,5,9.53,1.82,-8.1,10.37,量能: 放量 (1.51X) | 动量: 突破转强 (阳线上穿5/10),深振业Ａ
000006,2025-12-10,2025-12-18,6,9.55,0.21,-7.91,10.37,量能: 放量 (1.51X) | 动量: 突破转强 (阳线上穿5/10),深振业Ａ
000006,2025-12-10,2025-12-19,7,9.78,2.41,-5.69,10.37,量能: 放量 (1.51X) | 动量: 突破转强 (阳线上穿5/10),深振业Ａ
000006,2025-12-10,2025-12-22,8,9.78,0.0,-5.69,10.37,量能: 放量 (1.51X) | 动量: 突破转强 (阳线上穿5/10),深振业Ａ
000006,2025-12-17,2025-12-18,1,9.55,0.21,0.21,9.53,"形态: 两连阴 (-1.90%, -4.68%)",深振业Ａ
000006,2025-12-17,2025-12-19,2,9.78,2.41,2.62,9.53,"形态: 两连阴 (-1.90%, -4.68%)",深振业Ａ
000006,2025-12-17,2025-12-22,3,9.78,0.0,2.62,9.53,"形态: 两连阴 (-1.90%, -4.68%)",深振业Ａ
000007,2025-12-02,2025-12-03,1,10.5,-2.69,-3.14,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-04,2,10.15,-3.33,-6.37,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-05,3,9.95,-1.97,-8.21,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-08,4,9.89,-0.6,-8.76,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-09,5,10.16,2.73,-6.27,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-10,6,10.25,0.89,-5.44,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-11,7,10.09,-1.56,-6.92,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-12,8,10.55,4.56,-2.68,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-15,9,11.61,10.05,7.1,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-16,10,12.0,3.36,10.7,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-17,11,11.52,-4.0,6.27,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-18,12,11.5,-0.17,6.09,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-19,13,11.75,2.17,8.39,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-02,2025-12-22,14,11.77,0.17,8.58,10.84,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-04,1,10.15,-3.33,-3.33,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-05,2,9.95,-1.97,-5.24,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-08,3,9.89,-0.6,-5.81,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-09,4,10.16,2.73,-3.24,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-10,5,10.25,0.89,-2.38,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-11,6,10.09,-1.56,-3.9,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-12,7,10.55,4.56,0.48,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-15,8,11.61,10.05,10.57,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-16,9,12.0,3.36,14.29,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-17,10,11.52,-4.0,9.71,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-18,11,11.5,-0.17,9.52,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-19,12,11.75,2.17,11.9,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-03,2025-12-22,13,11.77,0.17,12.1,10.5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,全新好
000007,2025-12-04,2025-12-05,1,9.95,-1.97,-1.97,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-08,2,9.89,-0.6,-2.56,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-09,3,10.16,2.73,0.1,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-10,4,10.25,0.89,0.99,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-11,5,10.09,-1.56,-0.59,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-12,6,10.55,4.56,3.94,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-15,7,11.61,10.05,14.38,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-16,8,12.0,3.36,18.23,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-17,9,11.52,-4.0,13.5,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-18,10,11.5,-0.17,13.3,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-19,11,11.75,2.17,15.76,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-04,2025-12-22,12,11.77,0.17,15.96,10.15,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.69%) | 趋势: 高于MA20",全新好
000007,2025-12-09,2025-12-10,1,10.25,0.89,0.89,10.16,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.97%, -0.60%) | 趋势: 高于MA20",全新好
000007,2025-12-09,2025-12-11,2,10.09,-1.56,-0.69,10.16,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.97%, -0.60%) | 趋势: 高于MA20",全新好
000007,2025-12-09,2025-12-12,3,10.55,4.56,3.84,10.16,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.97%, -0.60%) | 趋势: 高于MA20",全新好
