代码,信号日期,追踪日期,信号后第几天,当日收盘,当日涨跌幅%,累计收益率%,信号日价格,触发条件,名称
002651,2025-12-11,2025-12-12,1,12.16,4.56,4.56,11.63,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.81%, -0.17%) | 趋势: 高于MA20",利君股份
002651,2025-12-11,2025-12-15,2,12.07,-0.74,3.78,11.63,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.81%, -0.17%) | 趋势: 高于MA20",利君股份
002651,2025-12-11,2025-12-16,3,11.69,-3.15,0.52,11.63,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.81%, -0.17%) | 趋势: 高于MA20",利君股份
002651,2025-12-11,2025-12-17,4,11.21,-4.11,-3.61,11.63,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.81%, -0.17%) | 趋势: 高于MA20",利君股份
002651,2025-12-11,2025-12-18,5,11.11,-0.89,-4.47,11.63,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.81%, -0.17%) | 趋势: 高于MA20",利君股份
002651,2025-12-11,2025-12-19,6,11.23,1.08,-3.44,11.63,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.81%, -0.17%) | 趋势: 高于MA20",利君股份
002651,2025-12-11,2025-12-22,7,11.11,-1.07,-4.47,11.63,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.81%, -0.17%) | 趋势: 高于MA20",利君股份
002651,2025-12-12,2025-12-15,1,12.07,-0.74,-0.74,12.16,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.17%, -2.51%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",利君股份
002651,2025-12-12,2025-12-16,2,11.69,-3.15,-3.87,12.16,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.17%, -2.51%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",利君股份
002651,2025-12-12,2025-12-17,3,11.21,-4.11,-7.81,12.16,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.17%, -2.51%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",利君股份
002651,2025-12-12,2025-12-18,4,11.11,-0.89,-8.63,12.16,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.17%, -2.51%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",利君股份
002651,2025-12-12,2025-12-19,5,11.23,1.08,-7.65,12.16,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.17%, -2.51%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",利君股份
002651,2025-12-12,2025-12-22,6,11.11,-1.07,-8.63,12.16,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.17%, -2.51%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",利君股份
002651,2025-12-15,2025-12-16,1,11.69,-3.15,-3.15,12.07,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,利君股份
002651,2025-12-15,2025-12-17,2,11.21,-4.11,-7.13,12.07,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,利君股份
002651,2025-12-15,2025-12-18,3,11.11,-0.89,-7.95,12.07,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,利君股份
002651,2025-12-15,2025-12-19,4,11.23,1.08,-6.96,12.07,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,利君股份
002651,2025-12-15,2025-12-22,5,11.11,-1.07,-7.95,12.07,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,利君股份
002651,2025-12-16,2025-12-17,1,11.21,-4.11,-4.11,11.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,利君股份
002651,2025-12-16,2025-12-18,2,11.11,-0.89,-4.96,11.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,利君股份
002651,2025-12-16,2025-12-19,3,11.23,1.08,-3.93,11.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,利君股份
002651,2025-12-16,2025-12-22,4,11.11,-1.07,-4.96,11.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,利君股份
002651,2025-12-17,2025-12-18,1,11.11,-0.89,-0.89,11.21,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.74%, -3.15%)",利君股份
002651,2025-12-17,2025-12-19,2,11.23,1.08,0.18,11.21,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.74%, -3.15%)",利君股份
002651,2025-12-17,2025-12-22,3,11.11,-1.07,-0.89,11.21,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.74%, -3.15%)",利君股份
002652,2025-12-10,2025-12-11,1,3.59,-2.45,-2.45,3.68,"形态: 两连阴 (-0.53%, -0.27%)",扬子新材
002652,2025-12-10,2025-12-12,2,3.52,-1.95,-4.35,3.68,"形态: 两连阴 (-0.53%, -0.27%)",扬子新材
002652,2025-12-10,2025-12-15,3,3.55,0.85,-3.53,3.68,"形态: 两连阴 (-0.53%, -0.27%)",扬子新材
002652,2025-12-10,2025-12-16,4,3.47,-2.25,-5.71,3.68,"形态: 两连阴 (-0.53%, -0.27%)",扬子新材
002652,2025-12-10,2025-12-17,5,3.45,-0.58,-6.25,3.68,"形态: 两连阴 (-0.53%, -0.27%)",扬子新材
002652,2025-12-10,2025-12-18,6,3.54,2.61,-3.8,3.68,"形态: 两连阴 (-0.53%, -0.27%)",扬子新材
002652,2025-12-10,2025-12-19,7,3.62,2.26,-1.63,3.68,"形态: 两连阴 (-0.53%, -0.27%)",扬子新材
002652,2025-12-10,2025-12-22,8,3.63,0.28,-1.36,3.68,"形态: 两连阴 (-0.53%, -0.27%)",扬子新材
002652,2025-12-11,2025-12-12,1,3.52,-1.95,-1.95,3.59,"形态: 两连阴 (-0.27%, -1.60%)",扬子新材
002652,2025-12-11,2025-12-15,2,3.55,0.85,-1.11,3.59,"形态: 两连阴 (-0.27%, -1.60%)",扬子新材
002652,2025-12-11,2025-12-16,3,3.47,-2.25,-3.34,3.59,"形态: 两连阴 (-0.27%, -1.60%)",扬子新材
002652,2025-12-11,2025-12-17,4,3.45,-0.58,-3.9,3.59,"形态: 两连阴 (-0.27%, -1.60%)",扬子新材
002652,2025-12-11,2025-12-18,5,3.54,2.61,-1.39,3.59,"形态: 两连阴 (-0.27%, -1.60%)",扬子新材
002652,2025-12-11,2025-12-19,6,3.62,2.26,0.84,3.59,"形态: 两连阴 (-0.27%, -1.60%)",扬子新材
002652,2025-12-11,2025-12-22,7,3.63,0.28,1.11,3.59,"形态: 两连阴 (-0.27%, -1.60%)",扬子新材
002652,2025-12-12,2025-12-15,1,3.55,0.85,0.85,3.52,"形态: 两连阴 (-1.60%, -2.45%)",扬子新材
002652,2025-12-12,2025-12-16,2,3.47,-2.25,-1.42,3.52,"形态: 两连阴 (-1.60%, -2.45%)",扬子新材
002652,2025-12-12,2025-12-17,3,3.45,-0.58,-1.99,3.52,"形态: 两连阴 (-1.60%, -2.45%)",扬子新材
002652,2025-12-12,2025-12-18,4,3.54,2.61,0.57,3.52,"形态: 两连阴 (-1.60%, -2.45%)",扬子新材
002652,2025-12-12,2025-12-19,5,3.62,2.26,2.84,3.52,"形态: 两连阴 (-1.60%, -2.45%)",扬子新材
002652,2025-12-12,2025-12-22,6,3.63,0.28,3.12,3.52,"形态: 两连阴 (-1.60%, -2.45%)",扬子新材
002652,2025-12-15,2025-12-16,1,3.47,-2.25,-2.25,3.55,"形态: 两连阴 (-2.45%, -1.95%)",扬子新材
002652,2025-12-15,2025-12-17,2,3.45,-0.58,-2.82,3.55,"形态: 两连阴 (-2.45%, -1.95%)",扬子新材
002652,2025-12-15,2025-12-18,3,3.54,2.61,-0.28,3.55,"形态: 两连阴 (-2.45%, -1.95%)",扬子新材
002652,2025-12-15,2025-12-19,4,3.62,2.26,1.97,3.55,"形态: 两连阴 (-2.45%, -1.95%)",扬子新材
002652,2025-12-15,2025-12-22,5,3.63,0.28,2.25,3.55,"形态: 两连阴 (-2.45%, -1.95%)",扬子新材
002653,2025-12-02,2025-12-03,1,59.5,0.22,-0.32,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-04,2,60.42,1.55,1.22,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-05,3,60.19,-0.38,0.84,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-08,4,61.47,2.13,2.98,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-09,5,61.27,-0.33,2.65,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-10,6,58.48,-4.55,-2.03,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-11,7,56.4,-3.56,-5.51,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-12,8,54.7,-3.01,-8.36,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-15,9,53.06,-3.0,-11.11,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-16,10,52.17,-1.68,-12.6,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-17,11,52.4,0.44,-12.21,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-18,12,51.5,-1.72,-13.72,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-19,13,52.04,1.05,-12.82,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-02,2025-12-22,14,53.4,2.61,-10.54,59.69,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-04,1,60.42,1.55,1.55,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-05,2,60.19,-0.38,1.16,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-08,3,61.47,2.13,3.31,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-09,4,61.27,-0.33,2.97,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-10,5,58.48,-4.55,-1.71,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-11,6,56.4,-3.56,-5.21,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-12,7,54.7,-3.01,-8.07,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-15,8,53.06,-3.0,-10.82,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-16,9,52.17,-1.68,-12.32,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-17,10,52.4,0.44,-11.93,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-18,11,51.5,-1.72,-13.45,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-19,12,52.04,1.05,-12.54,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-03,2025-12-22,13,53.4,2.61,-10.25,59.5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),海思科
002653,2025-12-09,2025-12-10,1,58.48,-4.55,-4.55,61.27,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,海思科
002653,2025-12-09,2025-12-11,2,56.4,-3.56,-7.95,61.27,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,海思科
002653,2025-12-09,2025-12-12,3,54.7,-3.01,-10.72,61.27,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,海思科
002653,2025-12-09,2025-12-15,4,53.06,-3.0,-13.4,61.27,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,海思科
002653,2025-12-09,2025-12-16,5,52.17,-1.68,-14.85,61.27,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,海思科
002653,2025-12-09,2025-12-17,6,52.4,0.44,-14.48,61.27,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,海思科
002653,2025-12-09,2025-12-18,7,51.5,-1.72,-15.95,61.27,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,海思科
002653,2025-12-09,2025-12-19,8,52.04,1.05,-15.06,61.27,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,海思科
002653,2025-12-09,2025-12-22,9,53.4,2.61,-12.84,61.27,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,海思科
002653,2025-12-10,2025-12-11,1,56.4,-3.56,-3.56,58.48,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 趋势: 高于MA20,海思科
002653,2025-12-10,2025-12-12,2,54.7,-3.01,-6.46,58.48,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 趋势: 高于MA20,海思科
002653,2025-12-10,2025-12-15,3,53.06,-3.0,-9.27,58.48,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 趋势: 高于MA20,海思科
002653,2025-12-10,2025-12-16,4,52.17,-1.68,-10.79,58.48,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 趋势: 高于MA20,海思科
002653,2025-12-10,2025-12-17,5,52.4,0.44,-10.4,58.48,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 趋势: 高于MA20,海思科
002653,2025-12-10,2025-12-18,6,51.5,-1.72,-11.94,58.48,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 趋势: 高于MA20,海思科
002653,2025-12-10,2025-12-19,7,52.04,1.05,-11.01,58.48,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 趋势: 高于MA20,海思科
002653,2025-12-10,2025-12-22,8,53.4,2.61,-8.69,58.48,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 趋势: 高于MA20,海思科
002653,2025-12-11,2025-12-12,1,54.7,-3.01,-3.01,56.4,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.77X) | 形态: 两连阴 (-0.33%, -4.55%)",海思科
002653,2025-12-11,2025-12-15,2,53.06,-3.0,-5.92,56.4,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.77X) | 形态: 两连阴 (-0.33%, -4.55%)",海思科
002653,2025-12-11,2025-12-16,3,52.17,-1.68,-7.5,56.4,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.77X) | 形态: 两连阴 (-0.33%, -4.55%)",海思科
002653,2025-12-11,2025-12-17,4,52.4,0.44,-7.09,56.4,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.77X) | 形态: 两连阴 (-0.33%, -4.55%)",海思科
002653,2025-12-11,2025-12-18,5,51.5,-1.72,-8.69,56.4,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.77X) | 形态: 两连阴 (-0.33%, -4.55%)",海思科
002653,2025-12-11,2025-12-19,6,52.04,1.05,-7.73,56.4,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.77X) | 形态: 两连阴 (-0.33%, -4.55%)",海思科
002653,2025-12-11,2025-12-22,7,53.4,2.61,-5.32,56.4,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.77X) | 形态: 两连阴 (-0.33%, -4.55%)",海思科
002653,2025-12-12,2025-12-15,1,53.06,-3.0,-3.0,54.7,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 形态: 两连阴 (-4.55%, -3.56%)",海思科
002653,2025-12-12,2025-12-16,2,52.17,-1.68,-4.63,54.7,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 形态: 两连阴 (-4.55%, -3.56%)",海思科
002653,2025-12-12,2025-12-17,3,52.4,0.44,-4.2,54.7,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 形态: 两连阴 (-4.55%, -3.56%)",海思科
002653,2025-12-12,2025-12-18,4,51.5,-1.72,-5.85,54.7,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 形态: 两连阴 (-4.55%, -3.56%)",海思科
002653,2025-12-12,2025-12-19,5,52.04,1.05,-4.86,54.7,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 形态: 两连阴 (-4.55%, -3.56%)",海思科
002653,2025-12-12,2025-12-22,6,53.4,2.61,-2.38,54.7,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 形态: 两连阴 (-4.55%, -3.56%)",海思科
002653,2025-12-15,2025-12-16,1,52.17,-1.68,-1.68,53.06,"形态: 两连阴 (-3.56%, -3.01%)",海思科
002653,2025-12-15,2025-12-17,2,52.4,0.44,-1.24,53.06,"形态: 两连阴 (-3.56%, -3.01%)",海思科
002653,2025-12-15,2025-12-18,3,51.5,-1.72,-2.94,53.06,"形态: 两连阴 (-3.56%, -3.01%)",海思科
002653,2025-12-15,2025-12-19,4,52.04,1.05,-1.92,53.06,"形态: 两连阴 (-3.56%, -3.01%)",海思科
002653,2025-12-15,2025-12-22,5,53.4,2.61,0.64,53.06,"形态: 两连阴 (-3.56%, -3.01%)",海思科
002653,2025-12-16,2025-12-17,1,52.4,0.44,0.44,52.17,"形态: 两连阴 (-3.01%, -3.00%)",海思科
002653,2025-12-16,2025-12-18,2,51.5,-1.72,-1.28,52.17,"形态: 两连阴 (-3.01%, -3.00%)",海思科
002653,2025-12-16,2025-12-19,3,52.04,1.05,-0.25,52.17,"形态: 两连阴 (-3.01%, -3.00%)",海思科
002653,2025-12-16,2025-12-22,4,53.4,2.61,2.36,52.17,"形态: 两连阴 (-3.01%, -3.00%)",海思科
002653,2025-12-17,2025-12-18,1,51.5,-1.72,-1.72,52.4,"形态: 两连阴 (-3.00%, -1.68%)",海思科
002653,2025-12-17,2025-12-19,2,52.04,1.05,-0.69,52.4,"形态: 两连阴 (-3.00%, -1.68%)",海思科
002653,2025-12-17,2025-12-22,3,53.4,2.61,1.91,52.4,"形态: 两连阴 (-3.00%, -1.68%)",海思科
002654,2025-12-11,2025-12-12,1,13.51,1.2,1.2,13.35,"形态: 两连阴 (-2.22%, -0.44%)",万润科技
002654,2025-12-11,2025-12-15,2,13.07,-3.26,-2.1,13.35,"形态: 两连阴 (-2.22%, -0.44%)",万润科技
002654,2025-12-11,2025-12-16,3,12.75,-2.45,-4.49,13.35,"形态: 两连阴 (-2.22%, -0.44%)",万润科技
002654,2025-12-11,2025-12-17,4,12.95,1.57,-3.0,13.35,"形态: 两连阴 (-2.22%, -0.44%)",万润科技
002654,2025-12-11,2025-12-18,5,13.93,7.57,4.34,13.35,"形态: 两连阴 (-2.22%, -0.44%)",万润科技
002654,2025-12-11,2025-12-19,6,14.14,1.51,5.92,13.35,"形态: 两连阴 (-2.22%, -0.44%)",万润科技
002654,2025-12-11,2025-12-22,7,14.41,1.91,7.94,13.35,"形态: 两连阴 (-2.22%, -0.44%)",万润科技
002654,2025-12-12,2025-12-15,1,13.07,-3.26,-3.26,13.51,"形态: 两连阴 (-0.44%, -1.98%)",万润科技
002654,2025-12-12,2025-12-16,2,12.75,-2.45,-5.63,13.51,"形态: 两连阴 (-0.44%, -1.98%)",万润科技
002654,2025-12-12,2025-12-17,3,12.95,1.57,-4.15,13.51,"形态: 两连阴 (-0.44%, -1.98%)",万润科技
002654,2025-12-12,2025-12-18,4,13.93,7.57,3.11,13.51,"形态: 两连阴 (-0.44%, -1.98%)",万润科技
002654,2025-12-12,2025-12-19,5,14.14,1.51,4.66,13.51,"形态: 两连阴 (-0.44%, -1.98%)",万润科技
002654,2025-12-12,2025-12-22,6,14.41,1.91,6.66,13.51,"形态: 两连阴 (-0.44%, -1.98%)",万润科技
002654,2025-12-17,2025-12-18,1,13.93,7.57,7.57,12.95,"形态: 两连阴 (-3.26%, -2.45%)",万润科技
002654,2025-12-17,2025-12-19,2,14.14,1.51,9.19,12.95,"形态: 两连阴 (-3.26%, -2.45%)",万润科技
002654,2025-12-17,2025-12-22,3,14.41,1.91,11.27,12.95,"形态: 两连阴 (-3.26%, -2.45%)",万润科技
002655,2025-12-02,2025-12-03,1,13.18,-1.57,-0.75,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-04,2,13.03,-1.14,-1.88,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-05,3,12.82,-1.61,-3.46,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-08,4,13.04,1.72,-1.81,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-09,5,12.97,-0.54,-2.33,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-10,6,12.72,-1.93,-4.22,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-11,7,12.41,-2.44,-6.55,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-12,8,12.36,-0.4,-6.93,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-15,9,12.21,-1.21,-8.06,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-16,10,11.99,-1.8,-9.71,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-17,11,11.92,-0.58,-10.24,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-18,12,11.95,0.25,-10.02,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-19,13,12.08,1.09,-9.04,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-02,2025-12-22,14,12.14,0.5,-8.58,13.28,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),共达电声
002655,2025-12-03,2025-12-04,1,13.03,-1.14,-1.14,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-05,2,12.82,-1.61,-2.73,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-08,3,13.04,1.72,-1.06,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-09,4,12.97,-0.54,-1.59,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-10,5,12.72,-1.93,-3.49,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-11,6,12.41,-2.44,-5.84,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-12,7,12.36,-0.4,-6.22,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-15,8,12.21,-1.21,-7.36,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-16,9,11.99,-1.8,-9.03,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-17,10,11.92,-0.58,-9.56,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-18,11,11.95,0.25,-9.33,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-19,12,12.08,1.09,-8.35,13.18,趋势: 高于MA20,共达电声
002655,2025-12-03,2025-12-22,13,12.14,0.5,-7.89,13.18,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-05,1,12.82,-1.61,-1.61,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-08,2,13.04,1.72,0.08,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-09,3,12.97,-0.54,-0.46,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-10,4,12.72,-1.93,-2.38,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-11,5,12.41,-2.44,-4.76,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-12,6,12.36,-0.4,-5.14,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-15,7,12.21,-1.21,-6.29,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-16,8,11.99,-1.8,-7.98,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-17,9,11.92,-0.58,-8.52,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-18,10,11.95,0.25,-8.29,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-19,11,12.08,1.09,-7.29,13.03,趋势: 高于MA20,共达电声
002655,2025-12-04,2025-12-22,12,12.14,0.5,-6.83,13.03,趋势: 高于MA20,共达电声
002655,2025-12-09,2025-12-10,1,12.72,-1.93,-1.93,12.97,趋势: 高于MA20,共达电声
002655,2025-12-09,2025-12-11,2,12.41,-2.44,-4.32,12.97,趋势: 高于MA20,共达电声
002655,2025-12-09,2025-12-12,3,12.36,-0.4,-4.7,12.97,趋势: 高于MA20,共达电声
002655,2025-12-09,2025-12-15,4,12.21,-1.21,-5.86,12.97,趋势: 高于MA20,共达电声
002655,2025-12-09,2025-12-16,5,11.99,-1.8,-7.56,12.97,趋势: 高于MA20,共达电声
002655,2025-12-09,2025-12-17,6,11.92,-0.58,-8.1,12.97,趋势: 高于MA20,共达电声
002655,2025-12-09,2025-12-18,7,11.95,0.25,-7.86,12.97,趋势: 高于MA20,共达电声
002655,2025-12-09,2025-12-19,8,12.08,1.09,-6.86,12.97,趋势: 高于MA20,共达电声
002655,2025-12-09,2025-12-22,9,12.14,0.5,-6.4,12.97,趋势: 高于MA20,共达电声
