代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
605055,2026-02-27,10.34,10.05,-2.8,-2.8,0,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600560,2026-02-27,16.87,16.28,-3.5,-3.5,0,1,趋势: 多头排列 (5>20>60)
000955,2026-02-27,5.87,5.47,-6.81,-6.81,0,1,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600732,2026-02-27,14.52,14.18,-2.34,-2.34,0,1,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002037,2026-02-27,9.17,9.05,-1.31,-1.31,0,1,"形态: 两连阴 (-1.28%, -0.65%)"
601611,2026-02-27,16.38,17.02,3.91,3.91,1,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002706,2026-02-27,11.54,11.45,-0.78,-0.78,0,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600843,2026-02-27,11.44,11.19,-2.19,-2.19,0,1,趋势: 高于MA20
002488,2026-02-27,13.13,12.57,-4.27,-4.27,0,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600288,2026-02-27,16.03,15.55,-2.99,-2.99,0,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600110,2026-02-27,8.39,8.47,0.95,0.95,1,1,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603218,2026-02-27,14.23,14.24,0.07,0.07,1,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
001299,2026-02-27,13.79,14.06,1.96,1.96,1,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600854,2026-02-27,5.42,5.23,-3.51,-3.51,0,1,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.18%, -0.18%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
603012,2026-02-27,8.25,8.39,1.7,1.7,1,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603903,2026-02-27,13.15,12.31,-6.39,-6.39,0,1,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603687,2026-02-27,11.5,10.98,-4.52,-4.52,0,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
605050,2026-02-27,13.74,13.63,-0.8,-0.8,0,1,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
601898,2026-02-27,15.17,16.55,9.1,9.1,1,1,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.33%, -1.42%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
601061,2026-02-27,15.91,16.0,0.57,0.57,1,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600057,2026-02-27,8.5,8.54,0.47,0.47,1,1,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000048,2026-02-27,19.06,17.97,-5.72,-5.72,0,1,"量能: 放量 (1.97X) | 形态: 两连阴 (-0.11%, -0.34%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
600106,2026-02-27,6.31,6.11,-3.17,-3.17,0,1,动量: 突破转强 (阳线上穿5/10)
603272,2026-02-27,24.98,22.48,-10.01,-10.01,0,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
000407,2026-02-27,5.21,5.33,2.3,2.3,1,1,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603889,2026-02-27,9.2,9.23,0.33,0.33,1,1,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.43%, -0.43%) | 趋势: 高于MA20"
