触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"形态: 10日内有涨停 | 形态: 两连阴 (-0.97%, -3.23%)",1,49.14,49.14,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.57%, -3.94%)",1,46.47,46.47,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.68%, -0.57%) | 趋势: 高于MA20",1,39.14,39.14,100.0%
量能: 放量 (2.04X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,37.54,37.54,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.96X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,36.72,36.72,100.0%
"形态: 两连阴 (-4.69%, -3.32%)",1,28.97,28.97,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.96%, -1.08%)",1,27.79,27.79,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.20%, -1.41%)",1,27.65,27.65,100.0%
"形态: 两连阴 (-1.87%, -4.69%)",1,27.37,27.37,100.0%
"形态: 两连阴 (-1.84%, -1.16%)",1,26.99,26.99,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.18%, -1.46%)",1,26.61,26.61,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.00%, -0.41%) | 趋势: 高于MA20",1,26.52,26.52,100.0%
量能: 放量 (1.60X),1,25.7,26.69,100.0%
量能: 放量 (2.00X),1,25.65,25.65,100.0%
量能: 放量 (1.53X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,24.58,24.58,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.82%, -2.99%)",1,24.47,24.47,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.27%, -0.64%) | 趋势: 高于MA20",1,23.95,31.01,100.0%
"形态: 两连阴 (-0.06%, -1.92%)",1,23.82,23.82,100.0%
"形态: 两连阴 (-1.81%, -3.81%)",1,23.67,24.27,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.08%, -3.18%) | 趋势: 高于MA20",1,23.33,23.33,100.0%
量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,22.97,22.97,100.0%
量能: 放量 (1.62X),3,22.349999999999998,23.646666666666665,100.0%
量能: 放量 (1.96X) | 动量: 突破转强 (阳线上穿5/10),1,22.28,23.66,100.0%
"形态: 两连阴 (-1.89%, -1.84%)",1,22.18,22.18,100.0%
"形态: 两连阴 (-1.20%, -2.13%)",1,21.82,21.82,100.0%
"形态: 两连阴 (-0.64%, -0.06%)",1,20.88,20.88,100.0%
"量能: 放量 (2.09X) | 形态: 两连阴 (-1.60%, -0.71%)",1,20.82,20.82,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.97%, -3.35%)",1,20.43,20.43,100.0%
"形态: 两连阴 (-4.80%, -1.81%)",1,20.11,20.69,100.0%
量能: 放量 (3.05X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,19.48,19.48,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.29%, -0.72%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,19.29,22.42,100.0%
量能: 放量 (1.92X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,18.655,18.655,100.0%
量能: 放量 (1.70X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,18.1,19.44,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.80%, -3.94%)",1,17.9,18.64,100.0%
"形态: 两连阴 (-1.72%, -2.49%)",1,17.52,17.52,100.0%
量能: 放量 (1.65X),1,17.42,17.42,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.64%, -5.14%) | 趋势: 高于MA20",1,17.25,22.83,100.0%
量能: 放量 (1.68X),2,16.915,16.915,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.08%, -1.96%)",1,16.47,16.47,100.0%
"形态: 两连阴 (-1.27%, -0.83%) | 趋势: 高于MA20",1,15.79,15.79,100.0%
"形态: 两连阴 (-3.22%, -0.98%)",1,15.66,15.66,100.0%
"量能: 放量 (2.01X) | 形态: 两连阴 (-0.14%, -2.93%)",1,15.56,16.89,100.0%
"形态: 两连阴 (-0.55%, -0.18%)",1,15.11,15.11,100.0%
"形态: 两连阴 (-0.18%, -2.93%)",1,15.0,15.0,100.0%
"形态: 两连阴 (-7.39%, -1.61%)",1,14.86,14.86,100.0%
量能: 放量 (2.15X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,14.685,20.51,100.0%
"形态: 两连阴 (-1.28%, -2.52%)",1,14.58,14.58,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.47%, -1.54%)",1,14.58,14.58,100.0%
量能: 放量 (1.91X) | 形态: 10日内有涨停,1,14.55,14.88,100.0%
"形态: 两连阴 (-2.71%, -3.11%)",1,14.31,14.31,100.0%
"形态: 两连阴 (-2.20%, -3.22%)",1,13.86,13.86,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.75X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,13.670000000000002,14.525,100.0%
"形态: 两连阴 (-1.37%, -9.72%)",1,13.5,17.16,100.0%
量能: 放量 (2.60X) | 动量: 突破转强 (阳线上穿5/10),1,13.3,14.48,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.03%, -5.08%)",1,13.18,17.34,100.0%
量能: 放量 (1.99X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,13.11,16.86,100.0%
量能: 放量 (2.32X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,13.105,14.19,100.0%
"形态: 两连阴 (-0.06%, -2.52%)",1,13.08,15.33,100.0%
量能: 放量 (1.64X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,12.8,15.18,100.0%
量能: 放量 (3.05X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,12.68,12.68,100.0%
"形态: 两连阴 (-1.05%, -1.25%)",1,12.64,13.94,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.34%, -2.22%)",1,12.54,14.34,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.92%, -1.06%) | 趋势: 高于MA20",1,12.52,13.57,100.0%
量能: 放量 (2.18X),1,12.39,18.05,100.0%
"形态: 两连阴 (-1.19%, -2.09%)",1,12.14,12.14,100.0%
量能: 放量 (1.53X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,12.01,14.39,100.0%
"形态: 两连阴 (-0.55%, -0.09%)",1,11.89,13.43,100.0%
"形态: 两连阴 (-1.02%, -3.62%)",1,11.8,14.04,100.0%
"形态: 两连阴 (-1.82%, -3.36%)",1,11.69,11.69,100.0%
