触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,18.31,18.31,100.0%
"形态: 两连阴 (-0.26%, -4.01%)",1,14.25,14.25,100.0%
量能: 放量 (2.09X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,11.38,11.38,100.0%
量能: 放量 (1.88X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,10.02,10.02,100.0%
"形态: 两连阴 (-5.48%, -2.87%)",1,10.01,10.01,100.0%
"量能: 放量 (2.09X) | 形态: 两连阴 (-1.60%, -0.71%)",1,10.0,10.0,100.0%
量能: 放量 (2.15X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,9.935,11.975,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.29%, -0.72%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,8.98,8.98,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.10%, -3.04%) | 趋势: 高于MA20",1,7.86,7.86,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.60%, -0.86%)",1,7.75,7.75,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.98%, -1.37%) | 趋势: 高于MA20",1,7.27,7.27,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.18%, -1.46%)",1,6.19,9.97,100.0%
量能: 放量 (1.91X) | 形态: 10日内有涨停,1,6.12,10.08,100.0%
"量能: 放量 (2.01X) | 形态: 两连阴 (-0.14%, -2.93%)",1,5.85,5.85,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.27%, -0.64%) | 趋势: 高于MA20",1,5.58,5.58,100.0%
量能: 放量 (2.53X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,5.11,5.11,100.0%
量能: 放量 (1.54X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,4.94,8.82,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,4.73,4.73,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.52X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.76,3.76,100.0%
"形态: 两连阴 (-0.90%, -0.90%)",1,3.51,6.1,100.0%
量能: 放量 (3.08X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,2.97,9.11,100.0%
量能: 放量 (1.60X),1,2.86,4.78,100.0%
"形态: 两连阴 (-1.02%, -0.06%)",1,2.07,4.53,100.0%
"形态: 两连阴 (-0.55%, -0.09%)",1,1.81,1.81,100.0%
量能: 放量 (1.96X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,1.79,2.27,100.0%
"形态: 两连阴 (-1.55%, -3.61%)",1,1.63,1.63,100.0%
"形态: 两连阴 (-4.92%, -2.12%)",1,1.57,1.57,100.0%
"量能: 放量 (1.67X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.11%, -0.79%)",1,1.52,1.52,100.0%
量能: 放量 (1.59X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,1.48,1.48,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.82%, -0.12%)",1,1.42,1.42,100.0%
量能: 放量 (2.14X),1,1.29,2.96,100.0%
"形态: 两连阴 (-3.74%, -1.61%)",1,1.1,3.03,100.0%
量能: 放量 (1.88X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,1.045,1.64,50.0%
"形态: 两连阴 (-5.12%, -3.35%)",1,0.87,0.87,100.0%
"形态: 两连阴 (-0.48%, -0.29%)",1,0.69,0.69,100.0%
"形态: 两连阴 (-0.29%, -0.73%)",1,0.53,3.31,100.0%
"形态: 两连阴 (-2.73%, -4.59%)",1,0.3,0.3,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.90%, -1.04%)",1,0.21,0.21,100.0%
"形态: 两连阴 (-0.55%, -0.18%)",1,0.09,0.09,100.0%
量能: 放量 (1.56X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.0,0.0,0.0%
"形态: 两连阴 (-0.46%, -1.30%)",1,0.0,4.71,0.0%
量能: 放量 (1.96X) | 动量: 突破转强 (阳线上穿5/10),1,-0.07,-0.07,0.0%
"形态: 两连阴 (-2.71%, -3.11%)",1,-0.17,1.54,0.0%
量能: 放量 (1.99X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-0.2250000000000001,1.745,50.0%
量能: 放量 (2.11X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.32,1.16,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.89%, -4.19%)",1,-0.37,1.47,0.0%
"形态: 两连阴 (-0.74%, -4.86%)",1,-0.43,3.06,0.0%
"形态: 两连阴 (-0.76%, -1.95%)",1,-0.45,1.8,0.0%
"形态: 两连阴 (-0.30%, -6.06%)",1,-0.63,-0.63,0.0%
量能: 放量 (2.60X) | 动量: 突破转强 (阳线上穿5/10),1,-0.73,-0.73,0.0%
"形态: 两连阴 (-3.33%, -4.67%)",1,-0.74,2.54,0.0%
"形态: 两连阴 (-0.63%, -1.18%)",1,-0.78,0.05,0.0%
"形态: 两连阴 (-3.97%, -1.76%)",1,-0.83,-0.83,0.0%
量能: 放量 (1.89X),1,-0.92,1.85,0.0%
"形态: 两连阴 (-1.86%, -1.82%)",1,-1.04,-1.04,0.0%
"形态: 两连阴 (-1.27%, -0.83%) | 趋势: 高于MA20",1,-1.07,0.61,0.0%
"形态: 两连阴 (-0.52%, -0.68%)",1,-1.14,2.05,0.0%
"形态: 两连阴 (-1.50%, -0.06%)",1,-1.15,-1.15,0.0%
量能: 放量 (1.54X),1,-1.17,2.78,0.0%
"形态: 两连阴 (-2.35%, -1.60%)",1,-1.17,3.21,0.0%
量能: 放量 (1.54X) | 动量: 突破转强 (阳线上穿5/10),1,-1.21,-1.21,0.0%
"形态: 两连阴 (-0.60%, -0.12%)",1,-1.22,1.1,0.0%
"形态: 两连阴 (-1.47%, -0.60%) | 趋势: 高于MA20",1,-1.23,-1.23,0.0%
"形态: 两连阴 (-1.87%, -4.69%)",1,-1.24,-1.24,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.44%, -1.86%) | 趋势: 高于MA20",1,-1.25,-1.25,0.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),24,-1.2550000000000001,-0.02500000000000006,29.17%
量能: 放量 (1.78X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.37,-1.37,0.0%
趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),46,-1.3730434782608696,0.13108695652173913,28.26%
量能: 放量 (2.53X) | 形态: 10日内有涨停,1,-1.45,-1.45,0.0%
量能: 放量 (1.73X),1,-1.5,0.75,0.0%
趋势: 高于MA20,54,-1.53,0.23388888888888892,18.52%
量能: 放量 (1.52X),1,-1.54,-1.54,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.08%, -2.38%)",1,-1.55,-1.55,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.89%, -5.03%)",1,-1.57,2.76,0.0%
量能: 放量 (2.38X),1,-1.58,1.75,0.0%
趋势: 多头排列 (5>20>60),12,-1.6150000000000002,1.2625,16.67%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.29%, -2.21%) | 趋势: 高于MA20",1,-1.62,-1.62,0.0%
量能: 放量 (2.00X),1,-1.62,3.72,0.0%
"形态: 两连阴 (-1.21%, -0.20%)",1,-1.63,0.0,0.0%
"形态: 两连阴 (-1.05%, -0.08%)",1,-1.69,-1.69,0.0%
"形态: 两连阴 (-0.26%, -0.26%)",1,-1.73,-1.73,0.0%
"形态: 两连阴 (-3.94%, -0.93%)",1,-1.87,0.0,0.0%
"形态: 两连阴 (-0.73%, -0.49%)",1,-1.9,-1.9,0.0%
量能: 放量 (1.81X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.94,-1.94,0.0%
"形态: 两连阴 (-2.40%, -0.19%)",1,-1.94,-1.94,0.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,34,-1.956764705882353,-0.05294117647058821,23.53%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.17%, -0.68%) | 趋势: 高于MA20",1,-1.98,-1.98,0.0%
"形态: 两连阴 (-1.37%, -1.30%)",1,-1.99,-1.99,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.65X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.01,-2.01,0.0%
"形态: 两连阴 (-0.22%, -3.12%)",1,-2.02,1.07,0.0%
量能: 放量 (1.76X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.02,0.23,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.81%, -1.08%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.09,-2.09,0.0%
"形态: 两连阴 (-1.60%, -1.06%)",1,-2.12,-2.12,0.0%
量能: 放量 (2.19X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.13,-2.13,0.0%
"形态: 两连阴 (-0.24%, -1.54%)",1,-2.16,2.07,0.0%
量能: 放量 (1.65X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.19,-2.19,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.61%, -1.71%)",1,-2.19,-0.07,0.0%
量能: 放量 (1.98X),1,-2.22,2.45,0.0%
量能: 放量 (1.53X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.27,0.22,0.0%
量能: 放量 (2.56X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.29,-2.29,0.0%
量能: 放量 (1.68X) | 趋势: 高于MA20,1,-2.37,1.58,0.0%
"形态: 两连阴 (-0.64%, -0.06%)",1,-2.37,-2.37,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.11%, -1.68%)",1,-2.42,-2.42,0.0%
"形态: 两连阴 (-1.76%, -0.60%)",1,-2.45,-2.45,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.62%, -2.34%)",1,-2.45,-2.45,0.0%
"形态: 两连阴 (-0.72%, -0.21%)",1,-2.52,-2.52,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-6.16%, -0.12%)",1,-2.54,-2.54,0.0%
量能: 放量 (1.92X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.57,2.26,0.0%
"形态: 两连阴 (-0.21%, -0.42%)",1,-2.58,-2.58,0.0%
"形态: 两连阴 (-0.43%, -1.22%)",1,-2.7,3.32,0.0%
动量: 突破转强 (阳线上穿5/10),70,-2.7325714285714287,-0.4561428571428571,15.71%
"形态: 两连阴 (-0.72%, -0.87%)",1,-2.79,0.29,0.0%
量能: 放量 (2.61X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.81,1.01,0.0%
"形态: 两连阴 (-4.80%, -1.81%)",1,-2.88,-2.88,0.0%
"形态: 两连阴 (-2.38%, -0.94%)",1,-2.92,-2.92,0.0%
量能: 放量 (1.50X),1,-2.96,0.68,0.0%
"形态: 两连阴 (-1.68%, -1.94%)",1,-2.97,-2.97,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,33,-2.981212121212121,0.07787878787878791,21.21%
量能: 放量 (2.18X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.0,0.86,0.0%
"形态: 两连阴 (-1.39%, -1.19%)",1,-3.03,-3.03,0.0%
"形态: 两连阴 (-0.41%, -0.41%)",1,-3.15,-3.15,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.16X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-3.16,-3.16,0.0%
形态: 10日内有涨停,41,-3.1707317073170733,-0.7934146341463415,14.63%
"形态: 两连阴 (-5.03%, -1.81%)",1,-3.22,-3.22,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.02%, -0.97%) | 趋势: 高于MA20",1,-3.24,-0.71,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.08%, -3.18%) | 趋势: 高于MA20",1,-3.24,-3.24,0.0%
"形态: 两连阴 (-1.51%, -0.19%)",1,-3.29,-3.29,0.0%
"形态: 两连阴 (-0.12%, -0.24%)",1,-3.33,-3.33,0.0%
量能: 放量 (1.71X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.33,2.03,0.0%
量能: 放量 (2.38X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-3.33,-0.53,0.0%
"形态: 两连阴 (-1.34%, -0.71%)",1,-3.35,-3.35,0.0%
"形态: 两连阴 (-0.69%, -1.73%)",1,-3.35,-3.35,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.72X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.37,-3.37,0.0%
"形态: 两连阴 (-4.14%, -0.36%)",1,-3.39,-3.39,0.0%
"形态: 两连阴 (-1.05%, -0.18%)",1,-3.42,-3.42,0.0%
量能: 放量 (1.83X),1,-3.47,0.0,0.0%
"形态: 两连阴 (-2.78%, -1.81%)",1,-3.5,-3.5,0.0%
量能: 放量 (1.67X),1,-3.53,-3.53,0.0%
"形态: 两连阴 (-1.69%, -0.15%) | 趋势: 高于MA20",1,-3.53,-3.53,0.0%
"形态: 两连阴 (-1.29%, -2.44%)",1,-3.58,-3.58,0.0%
"形态: 两连阴 (-2.81%, -1.04%)",1,-3.59,2.04,0.0%
"形态: 两连阴 (-1.80%, -4.58%)",1,-3.64,2.53,0.0%
量能: 放量 (2.03X),1,-3.65,0.36,0.0%
"形态: 两连阴 (-1.98%, -1.28%)",1,-3.7,-3.7,0.0%
"形态: 两连阴 (-0.51%, -7.79%)",1,-3.76,3.01,0.0%
"形态: 两连阴 (-3.49%, -1.47%)",1,-3.76,1.53,0.0%
"形态: 两连阴 (-2.87%, -0.17%)",1,-3.76,-3.76,0.0%
量能: 放量 (1.66X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.76,-3.76,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.00%, -0.41%) | 趋势: 高于MA20",1,-3.79,-3.79,0.0%
"形态: 两连阴 (-1.89%, -1.84%)",1,-3.79,-3.79,0.0%
"量能: 放量 (1.73X) | 形态: 两连阴 (-1.00%, -1.11%) | 动量: 突破转强 (阳线上穿5/10)",1,-3.81,-3.81,0.0%
