触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
量能: 放量 (1.53X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.22,0.22,100.0%
量能: 放量 (1.54X),1,0.06,2.78,100.0%
"形态: 两连阴 (-0.63%, -1.18%)",1,0.05,0.05,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.61%, -1.71%)",1,-0.07,-0.07,0.0%
量能: 放量 (1.92X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.13,2.26,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.70%, -1.38%)",1,-0.18,1.27,0.0%
"形态: 两连阴 (-3.94%, -0.93%)",1,-0.19,0.0,0.0%
"形态: 两连阴 (-4.94%, -0.37%)",1,-0.19,0.19,0.0%
"形态: 两连阴 (-1.21%, -0.20%)",1,-0.2,0.0,0.0%
量能: 放量 (2.03X),1,-0.24,0.36,0.0%
量能: 放量 (1.50X),1,-0.25,0.68,0.0%
量能: 放量 (1.83X),1,-0.4,0.0,0.0%
量能: 放量 (1.63X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.43,1.2,0.0%
动量: 突破转强 (阳线上穿5/10),37,-0.4972972972972974,1.2994594594594595,40.54%
量能: 放量 (2.38X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-0.53,-0.53,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),14,-0.582857142857143,1.0492857142857142,42.86%
"形态: 两连阴 (-1.80%, -4.58%)",1,-0.59,2.53,0.0%
"形态: 两连阴 (-0.25%, -1.94%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-0.59,0.93,0.0%
量能: 放量 (1.51X) | 动量: 突破转强 (阳线上穿5/10),1,-0.61,5.79,0.0%
"形态: 两连阴 (-0.68%, -0.30%)",1,-0.62,1.24,0.0%
量能: 放量 (1.76X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.7,0.23,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.02%, -0.97%) | 趋势: 高于MA20",1,-0.71,-0.71,0.0%
形态: 10日内有涨停 | 趋势: 高于MA20,9,-0.7388888888888888,1.0977777777777777,44.44%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.84%)",1,-0.75,2.56,0.0%
"形态: 两连阴 (-2.81%, -1.04%)",1,-0.84,2.04,0.0%
量能: 放量 (1.89X) | 形态: 10日内有涨停,1,-0.96,-0.96,0.0%
"形态: 两连阴 (-3.49%, -1.47%)",1,-0.97,1.53,0.0%
形态: 10日内有涨停,20,-0.9795,1.322,35.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.61X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.98,7.66,0.0%
量能: 放量 (1.58X),3,-1.1333333333333335,0.6933333333333334,0.0%
"形态: 两连阴 (-2.35%, -1.60%)",1,-1.22,3.21,0.0%
"形态: 两连阴 (-0.19%, -0.19%)",1,-1.23,1.69,0.0%
"形态: 两连阴 (-0.51%, -7.79%)",1,-1.24,3.01,0.0%
"形态: 两连阴 (-0.72%, -0.87%)",1,-1.32,0.29,0.0%
量能: 放量 (1.99X),1,-1.61,1.41,0.0%
量能: 放量 (1.71X) | 动量: 突破转强 (阳线上穿5/10),1,-1.68,-0.84,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.98X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.71,2.47,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.06%, -0.10%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-1.89,0.28,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.02%, -3.65%)",1,-1.9,0.81,0.0%
量能: 放量 (1.67X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.94,1.23,0.0%
量能: 放量 (1.56X) | 趋势: 高于MA20,1,-2.2,-2.2,0.0%
量能: 放量 (2.32X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.26,-2.08,0.0%
量能: 放量 (2.43X) | 动量: 突破转强 (阳线上穿5/10),1,-2.29,-1.05,0.0%
"形态: 两连阴 (-2.71%, -3.11%)",1,-2.31,1.54,0.0%
量能: 放量 (2.20X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-2.47,0.11,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.89%, -1.35%)",1,-2.57,0.59,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.12%, -3.79%)",1,-2.62,-1.31,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.70%, -1.59%)",1,-2.69,1.2,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.06%, -6.61%)",1,-2.83,0.22,0.0%
"形态: 两连阴 (-1.93%, -2.86%)",1,-2.89,1.35,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.40%, -4.57%)",1,-3.01,0.22,0.0%
形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9,-3.143333333333333,-1.8888888888888888,22.22%
量能: 放量 (1.68X),1,-3.2,2.25,0.0%
"形态: 两连阴 (-0.46%, -0.35%)",1,-3.24,-0.71,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.29%, -4.65%)",1,-3.36,0.19,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.68%, -5.98%)",1,-3.63,-3.5,0.0%
量能: 放量 (1.91X) | 动量: 突破转强 (阳线上穿5/10),1,-3.8,-1.36,0.0%
量能: 放量 (1.83X) | 动量: 突破转强 (阳线上穿5/10),1,-3.81,-2.77,0.0%
"形态: 两连阴 (-0.28%, -4.38%)",1,-3.84,-1.82,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.10%, -4.81%)",1,-3.9,-0.18,0.0%
量能: 放量 (1.59X) | 动量: 突破转强 (阳线上穿5/10),2,-4.05,-1.7349999999999999,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.20%, -1.93%) | 趋势: 高于MA20",1,-4.17,-1.72,0.0%
量能: 放量 (1.55X) | 动量: 突破转强 (阳线上穿5/10),1,-4.17,-3.22,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.17%, -1.03%)",1,-4.49,1.06,0.0%
量能: 放量 (2.36X) | 形态: 10日内有涨停,1,-4.51,-2.34,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.23%, -9.96%)",1,-4.56,-1.32,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.71%, -2.03%)",1,-4.56,-2.42,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.15%, -3.66%)",1,-4.7,-2.67,0.0%
量能: 放量 (2.47X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-4.78,-3.46,0.0%
量能: 放量 (1.62X),1,-5.12,-1.82,0.0%
"形态: 两连阴 (-3.41%, -0.76%)",1,-5.26,-0.25,0.0%
量能: 放量 (2.13X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-5.26,-4.24,0.0%
量能: 放量 (1.69X) | 动量: 突破转强 (阳线上穿5/10),1,-5.35,-2.2,0.0%
量能: 放量 (1.69X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-6.48,-4.9,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.92%, -3.98%)",1,-6.53,-2.05,0.0%
量能: 放量 (1.68X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-6.96,-0.68,0.0%
"形态: 两连阴 (-0.63%, -0.72%)",1,-7.31,-4.59,0.0%
量能: 放量 (1.56X) | 动量: 突破转强 (阳线上穿5/10),1,-7.38,-0.84,0.0%
"量能: 放量 (1.67X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.11%, -0.79%)",1,-7.71,-2.87,0.0%
量能: 放量 (2.77X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-7.91,-6.47,0.0%
量能: 放量 (2.99X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-8.16,-4.92,0.0%
量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-8.88,-7.39,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.44X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-9.12,-5.97,0.0%
量能: 放量 (2.27X) | 动量: 突破转强 (阳线上穿5/10),1,-9.8,-6.73,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.81%, -1.89%) | 趋势: 高于MA20",1,-10.96,-1.37,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.55%, -7.28%) | 趋势: 高于MA20",1,-15.09,-9.84,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-19.02,-10.02,0.0%
