触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
量能: 放量 (1.53X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,25.73,27.59,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.92%, -1.06%) | 趋势: 高于MA20",1,25.66,25.66,100.0%
"形态: 两连阴 (-1.87%, -4.69%)",1,25.45,40.17,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.96%, -1.08%)",1,25.06,30.18,100.0%
量能: 放量 (1.68X),2,23.785,24.38,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.98X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,23.34,23.34,100.0%
量能: 放量 (1.54X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,23.05,32.76,100.0%
量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,22.9,38.19,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.27%, -0.64%) | 趋势: 高于MA20",1,22.81,31.01,100.0%
"形态: 两连阴 (-0.34%, -1.44%) | 动量: 突破转强 (阳线上穿5/10)",1,22.75,22.75,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.75X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,22.57,28.83,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.68%, -1.16%)",1,22.24,22.53,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.20%, -1.41%)",1,21.42,31.47,100.0%
量能: 放量 (1.65X),1,21.23,21.23,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.97%, -3.35%)",1,20.62,29.96,100.0%
量能: 放量 (2.07X) | 动量: 突破转强 (阳线上穿5/10),1,20.23,20.34,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.81%, -1.08%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,19.88,19.88,100.0%
"形态: 两连阴 (-1.94%, -1.43%)",1,19.22,23.28,100.0%
"形态: 两连阴 (-0.18%, -2.93%)",1,19.06,21.13,100.0%
"形态: 两连阴 (-1.27%, -0.83%) | 趋势: 高于MA20",1,18.7,25.52,100.0%
量能: 放量 (1.64X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,18.69,18.69,100.0%
量能: 放量 (3.05X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,18.12,18.12,100.0%
"形态: 两连阴 (-0.48%, -0.29%)",1,17.59,19.96,100.0%
"形态: 两连阴 (-1.72%, -2.49%)",1,17.52,18.95,100.0%
量能: 放量 (1.91X) | 形态: 10日内有涨停,1,17.36,21.32,100.0%
"形态: 两连阴 (-0.14%, -1.13%)",1,17.13,17.13,100.0%
"量能: 放量 (2.01X) | 形态: 两连阴 (-0.14%, -2.93%)",1,16.89,18.15,100.0%
"形态: 两连阴 (-0.29%, -2.22%)",1,16.78,19.14,100.0%
"形态: 两连阴 (-3.22%, -0.98%)",1,16.69,21.28,100.0%
"形态: 两连阴 (-0.29%, -0.73%)",1,16.53,20.59,100.0%
"形态: 两连阴 (-1.20%, -2.13%)",1,16.41,21.82,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.29%, -0.61%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,16.31,16.31,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.60%, -2.68%)",1,15.75,16.02,100.0%
"形态: 两连阴 (-1.68%, -1.94%)",1,15.68,19.61,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.18%, -1.46%)",1,15.59,27.33,100.0%
"形态: 两连阴 (-1.64%, -1.07%)",1,15.03,15.03,100.0%
量能: 放量 (2.38X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,14.96,26.21,100.0%
"形态: 两连阴 (-0.66%, -1.67%)",1,14.88,14.88,100.0%
"形态: 两连阴 (-2.20%, -3.22%)",1,14.83,24.11,100.0%
"形态: 两连阴 (-0.19%, -0.19%)",1,14.71,16.53,100.0%
"量能: 放量 (2.09X) | 形态: 两连阴 (-1.60%, -0.71%)",1,14.59,20.82,100.0%
"形态: 两连阴 (-0.15%, -0.22%)",1,14.54,14.54,100.0%
"形态: 两连阴 (-0.06%, -1.92%)",1,14.4,31.41,100.0%
"形态: 两连阴 (-0.84%, -0.85%)",1,14.36,14.36,100.0%
量能: 放量 (1.60X),2,14.34,18.875,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.88%, -0.50%) | 趋势: 高于MA20",1,14.29,17.95,100.0%
"形态: 两连阴 (-0.55%, -0.09%)",1,14.16,15.88,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.08%, -1.96%)",1,13.99,18.65,100.0%
量能: 放量 (2.60X) | 动量: 突破转强 (阳线上穿5/10),1,13.84,15.57,100.0%
量能: 放量 (2.18X),1,13.76,18.05,100.0%
量能: 放量 (1.70X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,13.59,13.59,100.0%
"形态: 两连阴 (-0.06%, -2.52%)",1,13.58,15.33,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.34%, -2.22%)",1,13.44,14.34,100.0%
"形态: 两连阴 (-0.76%, -1.95%)",1,13.24,14.59,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.79X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,12.92,21.0,100.0%
量能: 放量 (2.15X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,12.915,25.1,50.0%
"形态: 两连阴 (-1.76%, -1.88%)",1,12.81,12.81,100.0%
量能: 放量 (1.53X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,12.01,14.72,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-7.75%, -0.49%)",1,11.95,11.95,100.0%
"形态: 两连阴 (-0.60%, -0.40%) | 动量: 突破转强 (阳线上穿5/10)",1,11.94,15.44,100.0%
"形态: 两连阴 (-1.82%, -2.06%)",1,11.73,13.83,100.0%
量能: 放量 (2.67X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,11.7,11.7,100.0%
"形态: 两连阴 (-0.64%, -0.06%)",1,11.68,28.29,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.91%, -5.54%)",1,11.61,11.61,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.18%, -3.73%)",1,11.59,17.33,100.0%
"形态: 两连阴 (-2.08%, -0.18%)",1,11.53,14.55,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.37%, -3.48%) | 趋势: 高于MA20",1,11.53,11.53,100.0%
"形态: 两连阴 (-0.80%, -2.15%)",1,11.48,18.26,100.0%
"形态: 两连阴 (-2.77%, -1.08%)",1,11.35,11.35,100.0%
"形态: 两连阴 (-0.29%, -2.58%)",1,11.32,11.32,100.0%
量能: 放量 (1.70X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,11.290000000000001,13.68,50.0%
量能: 放量 (2.32X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,11.18,16.369999999999997,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.54%, -1.70%) | 趋势: 高于MA20",1,11.04,11.04,100.0%
"形态: 两连阴 (-0.55%, -0.18%)",2,10.88,11.92,100.0%
"形态: 两连阴 (-1.02%, -0.06%)",1,10.87,12.23,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.62%, -2.34%)",1,10.66,11.54,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.03%, -5.08%)",1,10.64,17.34,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.25%, -1.72%)",1,10.64,11.99,100.0%
"形态: 两连阴 (-1.69%, -0.15%) | 趋势: 高于MA20",1,10.5,10.5,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.80%, -3.94%)",1,10.49,19.17,100.0%
"形态: 两连阴 (-1.82%, -3.36%)",1,10.46,13.62,100.0%
"形态: 两连阴 (-7.39%, -1.61%)",1,10.46,16.0,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.57X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,10.43,10.43,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.71%, -1.71%)",1,10.3,11.23,100.0%
"形态: 两连阴 (-6.16%, -1.25%)",1,9.89,12.41,100.0%
"形态: 两连阴 (-0.58%, -2.34%)",1,9.83,9.83,100.0%
"形态: 两连阴 (-0.56%, -1.50%)",1,9.7,11.68,100.0%
量能: 放量 (1.83X) | 动量: 突破转强 (阳线上穿5/10),2,9.595,11.1,100.0%
"形态: 两连阴 (-3.01%, -0.14%)",1,9.59,9.59,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.61%, -1.03%) | 趋势: 高于MA20",1,9.59,9.59,100.0%
量能: 放量 (1.63X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4,9.5175,12.7425,75.0%
"形态: 两连阴 (-0.25%, -5.03%)",1,9.41,17.74,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.86%, -2.06%) | 趋势: 高于MA20",1,9.33,11.46,100.0%
"形态: 两连阴 (-1.86%, -1.82%)",1,9.3,12.43,100.0%
"形态: 两连阴 (-1.62%, -1.65%)",1,9.26,10.98,100.0%
"形态: 两连阴 (-0.36%, -1.45%)",1,9.25,9.25,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.72X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,9.11,16.92,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.09%, -0.88%)",1,9.05,9.05,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.84%)",1,9.05,13.27,100.0%
"量能: 放量 (1.59X) | 形态: 两连阴 (-1.08%, -0.18%)",1,9.02,9.02,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.86X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.85,8.85,100.0%
量能: 放量 (1.99X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.79,16.86,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.16X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,8.76,16.35,100.0%
量能: 放量 (1.83X),1,8.68,9.21,100.0%
"形态: 两连阴 (-0.39%, -0.91%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,8.63,8.63,100.0%
"形态: 两连阴 (-1.84%, -1.16%)",1,8.62,30.83,100.0%
量能: 放量 (1.60X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),3,8.606666666666667,13.116666666666667,66.67%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,107,8.56,16.583271028037384,61.68%
"形态: 两连阴 (-0.28%, -3.20%)",1,8.48,10.66,100.0%
"形态: 两连阴 (-1.50%, -0.06%)",1,8.27,8.33,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.77%, -1.94%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,8.23,11.33,100.0%
量能: 放量 (1.71X) | 动量: 突破转强 (阳线上穿5/10),1,8.22,8.22,100.0%
"形态: 两连阴 (-6.73%, -3.29%)",1,8.09,11.34,100.0%
"形态: 两连阴 (-0.79%, -2.57%)",1,8.07,11.32,100.0%
"形态: 两连阴 (-0.52%, -2.18%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,8.07,12.15,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.44%, -1.86%) | 趋势: 高于MA20",1,7.96,10.06,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.89%, -5.03%)",1,7.87,8.86,100.0%
量能: 放量 (1.73X) | 动量: 突破转强 (阳线上穿5/10),2,7.76,8.93,100.0%
形态: 10日内有涨停,88,7.744431818181818,14.131704545454545,65.91%
量能: 放量 (3.05X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,7.71,23.54,100.0%
量能: 放量 (2.53X) | 形态: 10日内有涨停,1,7.64,8.49,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.86X) | 趋势: 高于MA20,1,7.58,7.58,100.0%
"形态: 两连阴 (-0.47%, -2.86%)",1,7.55,7.76,100.0%
量能: 放量 (1.75X) | 动量: 突破转强 (阳线上穿5/10),2,7.494999999999999,10.26,50.0%
"形态: 两连阴 (-5.03%, -1.81%)",1,7.38,7.38,100.0%
"形态: 两连阴 (-2.81%, -1.04%)",1,7.19,8.38,100.0%
"形态: 两连阴 (-0.47%, -2.35%) | 趋势: 高于MA20",1,7.18,7.18,100.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停,18,7.178333333333334,15.251666666666665,55.56%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.38%, -0.06%)",1,7.17,8.82,100.0%
"形态: 两连阴 (-2.67%, -2.08%)",1,7.14,9.8,100.0%
"形态: 两连阴 (-4.18%, -0.47%)",1,7.09,7.09,100.0%
量能: 放量 (2.93X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,7.08,8.57,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.73%, -1.47%) | 趋势: 高于MA20",1,7.03,7.03,100.0%
"形态: 两连阴 (-1.77%, -3.78%)",1,6.98,10.95,100.0%
"形态: 两连阴 (-3.49%, -1.47%)",1,6.96,13.09,100.0%
"形态: 两连阴 (-0.68%, -0.30%)",1,6.95,6.95,100.0%
量能: 放量 (1.52X),2,6.92,9.96,50.0%
"形态: 两连阴 (-0.17%, -2.78%)",1,6.88,13.94,100.0%
"形态: 两连阴 (-0.63%, -1.18%)",1,6.87,6.87,100.0%
"形态: 两连阴 (-0.90%, -0.45%)",1,6.83,9.1,100.0%
"形态: 两连阴 (-3.97%, -1.76%)",1,6.82,6.82,100.0%
"形态: 两连阴 (-1.28%, -2.52%)",1,6.74,15.16,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.47%, -1.54%)",1,6.67,18.13,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.12%, -3.76%) | 趋势: 高于MA20",1,6.67,6.67,100.0%
"形态: 两连阴 (-1.32%, -3.28%)",1,6.6,13.2,100.0%
"形态: 两连阴 (-0.85%, -1.64%)",1,6.39,7.15,100.0%
"形态: 两连阴 (-1.57%, -1.51%)",1,6.36,11.02,100.0%
量能: 放量 (2.09X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,6.24,11.38,100.0%
量能: 放量 (1.69X) | 动量: 突破转强 (阳线上穿5/10),1,6.21,14.79,100.0%
"形态: 两连阴 (-5.12%, -3.35%)",1,6.12,10.75,100.0%
"形态: 两连阴 (-3.51%, -1.82%)",1,6.09,8.09,100.0%
"形态: 两连阴 (-4.24%, -1.06%)",1,6.07,8.73,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.20%, -1.93%) | 趋势: 高于MA20",1,6.03,7.33,100.0%
量能: 放量 (1.66X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,6.01,6.57,100.0%
"形态: 两连阴 (-3.50%, -0.14%)",1,5.98,12.42,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.29%, -0.72%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,5.93,22.42,100.0%
量能: 放量 (1.68X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,5.93,8.85,100.0%
"形态: 两连阴 (-1.03%, -0.45%)",1,5.91,10.04,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.56X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,5.86,12.47,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.05%, -0.18%)",1,5.72,11.16,100.0%
量能: 放量 (2.36X) | 形态: 10日内有涨停,1,5.68,6.51,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.68%, -3.73%)",1,5.62,15.11,100.0%
量能: 放量 (1.89X),1,5.54,9.8,100.0%
"形态: 两连阴 (-1.37%, -9.72%)",1,5.49,17.16,100.0%
"形态: 两连阴 (-0.74%, -4.86%)",1,5.48,8.61,100.0%
"形态: 两连阴 (-1.30%, -1.13%)",1,5.43,6.59,100.0%
量能: 放量 (1.54X),2,5.395,9.57,100.0%
"形态: 两连阴 (-1.65%, -0.56%)",1,5.32,7.22,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.52X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,5.25,14.13,100.0%
"形态: 两连阴 (-3.35%, -5.55%)",1,5.2,9.79,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.90%, -1.04%)",1,5.2,5.2,100.0%
"形态: 两连阴 (-0.21%, -0.21%)",1,5.16,6.28,100.0%
"形态: 两连阴 (-0.94%, -1.77%)",1,5.14,6.86,100.0%
"形态: 两连阴 (-0.35%, -1.65%)",1,5.14,7.02,100.0%
"形态: 两连阴 (-1.05%, -1.14%) | 趋势: 高于MA20",1,5.0,5.0,100.0%
"形态: 两连阴 (-0.58%, -0.58%)",1,5.0,5.0,100.0%
"形态: 两连阴 (-0.99%, -2.09%)",1,4.9,6.67,100.0%
形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),5,4.862,12.57,40.0%
量能: 放量 (2.14X),1,4.86,8.95,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.84%, -5.82%)",1,4.79,10.41,100.0%
"形态: 两连阴 (-1.81%, -3.68%)",1,4.79,12.71,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.02%, -0.97%) | 趋势: 高于MA20",1,4.72,4.72,100.0%
"形态: 两连阴 (-2.73%, -4.59%)",1,4.55,8.49,100.0%
"形态: 两连阴 (-1.89%, -1.84%)",1,4.51,25.88,100.0%
量能: 放量 (1.51X),2,4.405,6.865,100.0%
量能: 放量 (1.81X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,4.3,8.99,100.0%
"形态: 两连阴 (-2.06%, -1.50%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,4.28,4.28,100.0%
量能: 放量 (1.59X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,4.27,10.52,100.0%
"形态: 两连阴 (-4.59%, -2.85%)",1,4.23,8.17,100.0%
量能: 放量 (1.73X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,4.23,6.91,100.0%
"形态: 两连阴 (-1.05%, -1.25%)",1,4.21,15.15,100.0%
量能: 放量 (2.30X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,4.17,9.83,100.0%
"形态: 两连阴 (-0.30%, -6.06%)",1,4.17,4.58,100.0%
"形态: 两连阴 (-0.60%, -2.40%) | 趋势: 高于MA20",1,4.05,7.63,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.46%, -2.77%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,4.01,4.01,100.0%
"形态: 两连阴 (-3.10%, -0.28%)",1,3.96,6.04,100.0%
"形态: 两连阴 (-2.77%, -0.29%)",1,3.96,3.96,100.0%
"形态: 两连阴 (-0.85%, -3.54%)",1,3.76,3.76,100.0%
量能: 放量 (1.89X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.75,6.3,100.0%
"形态: 两连阴 (-1.31%, -1.33%)",1,3.74,9.35,100.0%
"形态: 两连阴 (-0.37%, -2.32%)",1,3.68,9.01,100.0%
"形态: 两连阴 (-1.00%, -1.68%)",1,3.67,6.51,100.0%
"形态: 两连阴 (-0.46%, -2.46%)",1,3.66,8.49,100.0%
量能: 放量 (2.62X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,3.66,9.98,100.0%
"形态: 两连阴 (-0.52%, -0.68%)",1,3.64,6.67,100.0%
"量能: 放量 (1.73X) | 形态: 两连阴 (-1.00%, -1.11%) | 动量: 突破转强 (阳线上穿5/10)",1,3.61,3.61,100.0%
量能: 放量 (1.69X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.58,4.53,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.12%, -2.24%)",1,3.57,13.7,100.0%
"形态: 两连阴 (-2.42%, -2.20%)",1,3.56,6.68,100.0%
量能: 放量 (4.02X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.56,3.56,100.0%
"形态: 两连阴 (-5.94%, -7.24%)",1,3.54,6.66,100.0%
"形态: 两连阴 (-1.02%, -3.62%)",1,3.51,16.71,100.0%
"形态: 两连阴 (-0.94%, -0.47%)",1,3.43,3.63,100.0%
量能: 放量 (1.63X),2,3.33,8.025,50.0%
"形态: 两连阴 (-0.25%, -1.71%)",1,3.32,5.71,100.0%
"形态: 两连阴 (-1.37%, -1.30%)",1,3.32,4.46,100.0%
"形态: 两连阴 (-0.20%, -0.20%) | 趋势: 高于MA20",1,3.3,3.3,100.0%
量能: 放量 (1.55X) | 动量: 突破转强 (阳线上穿5/10),2,3.2750000000000004,8.15,50.0%
"形态: 两连阴 (-1.19%, -2.09%)",1,3.24,12.14,100.0%
"形态: 两连阴 (-3.33%, -4.67%)",1,3.17,10.79,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.48%, -5.07%)",1,3.1,3.1,100.0%
"形态: 两连阴 (-0.83%, -1.30%)",1,3.08,6.15,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.11%, -1.68%)",1,3.06,12.32,100.0%
量能: 放量 (3.32X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.05,3.05,100.0%
"形态: 两连阴 (-1.80%, -4.58%)",1,3.05,4.39,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.48%, -0.86%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,2.99,2.99,100.0%
"形态: 两连阴 (-1.55%, -1.68%)",1,2.94,6.93,100.0%
量能: 放量 (2.59X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.9,6.47,100.0%
"形态: 两连阴 (-2.87%, -0.17%)",1,2.86,9.66,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.44X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.82,10.78,100.0%
"量能: 放量 (1.62X) | 形态: 两连阴 (-0.19%, -0.77%)",1,2.8,3.8,100.0%
"形态: 两连阴 (-1.98%, -1.28%)",1,2.79,10.89,100.0%
"形态: 两连阴 (-1.47%, -0.60%) | 趋势: 高于MA20",1,2.77,6.31,100.0%
"形态: 两连阴 (-0.36%, -0.98%)",1,2.74,4.4,100.0%
"形态: 两连阴 (-0.63%, -0.43%)",1,2.74,6.57,100.0%
"形态: 两连阴 (-1.36%, -2.47%)",1,2.71,6.88,100.0%
"形态: 两连阴 (-0.44%, -2.28%)",1,2.71,7.36,100.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),84,2.693214285714286,6.616785714285715,52.38%
量能: 放量 (1.67X) | 动量: 突破转强 (阳线上穿5/10),1,2.62,10.94,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-7.03%, -2.93%)",1,2.61,13.04,100.0%
"形态: 两连阴 (-5.21%, -0.40%)",1,2.58,2.58,100.0%
"形态: 两连阴 (-0.41%, -0.57%)",1,2.57,2.57,100.0%
形态: 10日内有涨停 | 趋势: 高于MA20,73,2.5387671232876716,10.245205479452055,47.95%
"形态: 两连阴 (-1.78%, -0.36%)",1,2.4,2.4,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.97%, -0.71%)",1,2.32,3.18,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.29%, -2.21%) | 趋势: 高于MA20",1,2.29,11.73,100.0%
"形态: 两连阴 (-0.09%, -1.19%)",1,2.26,4.33,100.0%
"形态: 两连阴 (-0.51%, -7.79%)",1,2.2,6.99,100.0%
量能: 放量 (1.68X) | 动量: 突破转强 (阳线上穿5/10),1,2.18,7.72,100.0%
