代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
605228,2026-07-07,14.49,14.73,1.66,1.66,1,2,趋势: 高于MA20
605228,2026-07-03,14.46,14.73,1.87,3.11,1,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
605228,2026-07-01,13.61,14.73,8.23,9.55,1,6,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
601636,2026-07-07,7.75,7.21,-6.97,-6.45,0,2,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.47%, -6.53%)"
601636,2026-07-03,8.42,7.21,-14.37,-6.53,0,4,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.50%, -6.86%) | 趋势: 高于MA20"
601636,2026-07-01,9.77,7.21,-26.2,-6.86,0,6,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
600966,2026-07-03,5.04,4.91,-2.58,3.17,0,4,动量: 突破转强 (阳线上穿5/10)
002629,2026-07-03,4.67,4.37,-6.42,-1.93,0,4,动量: 突破转强 (阳线上穿5/10)
002629,2026-07-01,4.58,4.37,-4.59,1.97,0,6,动量: 突破转强 (阳线上穿5/10)
001313,2026-07-07,8.07,8.11,0.5,0.5,1,2,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
001313,2026-07-03,7.77,8.11,4.38,4.38,1,4,形态: 10日内有涨停 | 趋势: 高于MA20
001313,2026-07-01,7.8,8.11,3.97,10.0,1,6,量能: 放量 (1.56X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-07-03,11.86,10.95,-7.67,-5.14,0,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-07-01,11.5,10.95,-4.78,3.13,0,6,"形态: 两连阴 (-0.09%, -0.18%)"
002406,2026-07-03,6.95,6.81,-2.01,2.45,0,4,动量: 突破转强 (阳线上穿5/10)
605337,2026-07-03,8.7,8.37,-3.79,0.92,0,4,动量: 突破转强 (阳线上穿5/10)
000712,2026-07-03,9.05,8.49,-6.19,-1.22,0,4,趋势: 高于MA20
000712,2026-07-01,9.21,8.49,-7.82,-1.74,0,6,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600722,2026-07-07,7.82,7.78,-0.51,-0.13,0,2,"形态: 两连阴 (-1.54%, -1.93%)"
600722,2026-07-01,8.36,7.78,-6.94,0.96,0,6,"形态: 两连阴 (-0.73%, -0.25%)"
002600,2026-07-07,15.93,15.6,-2.07,-2.07,0,2,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停
002600,2026-07-03,18.02,15.6,-13.43,-9.93,0,4,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
