代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
002858,2026-04-03,14.06,15.45,9.89,9.89,1,2,"形态: 两连阴 (-7.39%, -1.61%)"
002858,2026-03-31,16.1,15.45,-4.04,-4.04,0,5,量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002519,2026-04-03,7.67,8.08,5.35,5.35,1,2,"形态: 10日内有涨停 | 形态: 两连阴 (-7.03%, -2.93%)"
002519,2026-04-02,7.96,8.08,1.51,1.51,1,3,形态: 10日内有涨停
002519,2026-03-31,8.82,8.08,-8.39,-7.03,0,5,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-04-02,8.06,8.2,1.74,1.74,1,3,趋势: 高于MA20
600232,2026-03-31,8.1,8.2,1.23,1.23,1,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-04-03,12.9,13.85,7.36,7.36,1,2,"形态: 两连阴 (-0.44%, -2.28%)"
002811,2026-03-31,13.65,13.85,1.47,1.47,1,5,动量: 突破转强 (阳线上穿5/10)
002345,2026-04-03,10.4,10.78,3.65,3.65,1,2,趋势: 高于MA20
002345,2026-04-02,10.55,10.78,2.18,2.18,1,3,趋势: 高于MA20
600970,2026-04-02,10.52,11.23,6.75,6.75,1,3,动量: 突破转强 (阳线上穿5/10)
002806,2026-04-03,13.06,13.44,2.91,2.91,1,2,动量: 突破转强 (阳线上穿5/10)
600333,2026-04-03,5.1,5.3,3.92,3.92,1,2,"量能: 放量 (1.59X) | 形态: 两连阴 (-1.08%, -0.18%)"
600333,2026-04-02,5.51,5.3,-3.81,-3.81,0,3,"形态: 两连阴 (-3.29%, -1.08%)"
600857,2026-03-31,11.84,12.02,1.52,1.52,1,5,量能: 放量 (1.50X)
600028,2026-04-02,5.95,5.89,-1.01,-0.67,0,3,动量: 突破转强 (阳线上穿5/10)
