代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
002909,2026-08-04,5.0,6.62,32.4,32.4,1,20,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600886,2026-08-04,15.03,13.92,-7.39,-1.0,0,20,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.17%, -0.20%) | 趋势: 高于MA20"
601058,2026-08-04,13.65,15.5,13.55,13.55,1,20,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.19%, -0.99%) | 趋势: 高于MA20"
603977,2026-08-04,11.59,11.58,-0.09,5.35,0,20,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000753,2026-08-04,4.85,4.97,2.47,2.47,1,20,趋势: 高于MA20
600846,2026-08-04,12.14,11.96,-1.48,5.85,0,20,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600397,2026-08-04,13.95,18.69,33.98,37.56,1,20,形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10)
603221,2026-08-04,22.54,30.55,35.54,35.54,1,14,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
002237,2026-08-04,13.39,15.08,12.62,16.58,1,20,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
605299,2026-08-04,12.19,13.26,8.78,8.78,1,20,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002545,2026-08-04,17.84,18.13,1.63,6.05,1,20,"形态: 10日内有涨停 | 形态: 两连阴 (-1.73%, -4.80%) | 趋势: 高于MA20"
001330,2026-08-04,5.2,6.17,18.65,18.65,1,20,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600127,2026-08-04,5.64,13.24,134.75,134.75,1,20,趋势: 高于MA20
601366,2026-08-04,3.54,3.83,8.19,8.76,1,20,趋势: 高于MA20
000635,2026-08-04,6.42,7.22,12.46,12.46,1,18,趋势: 高于MA20
603803,2026-08-04,9.87,11.36,15.1,16.51,1,20,形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10)
600258,2026-08-04,12.22,11.91,-2.54,1.88,0,20,趋势: 高于MA20
