触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
量能: 放量 (2.04X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,35.06,35.06,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.97%, -3.23%)",1,34.19,34.19,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.27%, -0.64%) | 趋势: 高于MA20",1,31.01,31.01,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.96X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,27.64,27.64,100.0%
量能: 放量 (1.60X),1,26.69,26.69,100.0%
"形态: 两连阴 (-1.84%, -1.16%)",1,26.34,26.34,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.57%, -3.94%)",1,25.29,25.29,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.20%, -1.41%)",1,24.3,24.3,100.0%
"形态: 两连阴 (-1.81%, -3.81%)",1,23.5,24.27,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.96%, -1.08%)",1,22.68,22.68,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.18%, -1.46%)",1,22.19,24.76,100.0%
"形态: 两连阴 (-1.89%, -1.84%)",1,21.55,21.55,100.0%
量能: 放量 (1.53X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,21.24,21.24,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.06X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,21.02,21.02,100.0%
"形态: 两连阴 (-0.06%, -1.92%)",1,20.35,21.14,100.0%
"形态: 两连阴 (-4.80%, -1.81%)",1,19.94,20.69,100.0%
量能: 放量 (2.00X),1,19.89,25.44,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.97%, -3.35%)",1,19.65,19.65,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.00%, -0.41%) | 趋势: 高于MA20",1,19.52,19.52,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.68%, -0.57%) | 趋势: 高于MA20",1,19.02,19.02,100.0%
"量能: 放量 (2.09X) | 形态: 两连阴 (-1.60%, -0.71%)",1,18.47,19.39,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.29%, -0.72%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,17.95,22.42,100.0%
"形态: 两连阴 (-0.64%, -0.06%)",1,17.5,18.27,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.03%, -5.08%)",1,17.34,17.34,100.0%
"形态: 两连阴 (-4.69%, -3.32%)",1,17.27,17.27,100.0%
"形态: 两连阴 (-1.37%, -9.72%)",1,17.16,17.16,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.82%, -2.99%)",1,16.78,16.78,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.80%, -3.94%)",1,16.63,18.64,100.0%
量能: 放量 (1.62X),3,16.52,18.293333333333333,100.0%
"形态: 两连阴 (-1.20%, -2.13%)",1,16.35,16.35,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.08%, -3.18%) | 趋势: 高于MA20",1,15.92,15.92,100.0%
"形态: 两连阴 (-1.87%, -4.69%)",1,15.82,15.82,100.0%
量能: 放量 (2.18X),1,15.32,18.05,100.0%
"形态: 两连阴 (-7.39%, -1.61%)",1,14.86,14.86,100.0%
量能: 放量 (2.15X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,14.565000000000001,20.51,100.0%
"形态: 两连阴 (-0.25%, -5.03%)",1,14.25,14.25,100.0%
"形态: 两连阴 (-1.05%, -1.25%)",1,13.94,13.94,100.0%
"形态: 两连阴 (-0.06%, -2.52%)",1,13.77,13.77,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.92%, -1.06%) | 趋势: 高于MA20",1,13.57,13.57,100.0%
"形态: 两连阴 (-0.55%, -0.09%)",1,13.43,13.43,100.0%
量能: 放量 (1.53X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,13.42,13.42,100.0%
"形态: 两连阴 (-3.49%, -1.47%)",1,13.09,13.09,100.0%
"形态: 两连阴 (-1.02%, -3.62%)",1,13.06,14.04,100.0%
量能: 放量 (1.99X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,12.82,12.82,100.0%
"形态: 两连阴 (-1.82%, -2.06%)",1,12.72,12.72,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.81%, -1.08%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,12.72,12.72,100.0%
"形态: 两连阴 (-0.55%, -0.18%)",1,12.65,13.31,100.0%
"形态: 两连阴 (-2.08%, -0.18%)",1,12.63,12.63,100.0%
"形态: 两连阴 (-2.20%, -3.22%)",1,12.59,12.79,100.0%
"形态: 两连阴 (-0.18%, -2.93%)",1,12.55,13.21,100.0%
量能: 放量 (1.96X) | 动量: 突破转强 (阳线上穿5/10),1,12.42,13.88,100.0%
量能: 放量 (1.68X),2,12.19,12.19,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.34%, -2.22%)",1,12.19,14.34,100.0%
量能: 放量 (1.91X) | 形态: 10日内有涨停,1,11.9,14.88,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.68%, -3.73%)",1,11.9,11.9,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.08%, -1.96%)",1,11.81,11.81,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.64%, -5.14%) | 趋势: 高于MA20",1,11.66,14.76,100.0%
"量能: 放量 (2.01X) | 形态: 两连阴 (-0.14%, -2.93%)",1,11.48,13.93,100.0%
量能: 放量 (2.32X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,11.325,11.325,100.0%
"形态: 两连阴 (-3.22%, -0.98%)",1,11.31,11.31,100.0%
量能: 放量 (3.05X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,11.21,11.21,100.0%
"形态: 两连阴 (-6.73%, -3.29%)",1,10.79,10.79,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.16X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,10.65,11.6,100.0%
量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,10.65,10.65,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.29%, -2.21%) | 趋势: 高于MA20",1,10.59,11.73,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.37%, -3.48%) | 趋势: 高于MA20",1,10.28,10.28,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.79X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,10.22,13.15,100.0%
"形态: 两连阴 (-0.26%, -4.01%)",1,10.06,15.36,100.0%
量能: 放量 (1.89X),1,9.69,9.69,100.0%
量能: 放量 (1.53X),1,9.64,12.4,100.0%
量能: 放量 (1.75X) | 动量: 突破转强 (阳线上穿5/10),2,9.57,9.57,100.0%
量能: 放量 (2.60X) | 动量: 突破转强 (阳线上穿5/10),1,9.56,9.56,100.0%
量能: 放量 (2.07X) | 动量: 突破转强 (阳线上穿5/10),1,9.52,10.21,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.62%, -2.34%)",1,9.44,11.54,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.71%, -1.71%)",1,9.2,11.23,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.11%, -1.68%)",1,9.19,9.19,100.0%
"形态: 两连阴 (-0.56%, -1.50%)",1,9.11,9.31,100.0%
"形态: 两连阴 (-0.84%, -0.85%)",1,9.04,14.1,100.0%
"形态: 两连阴 (-0.37%, -2.32%)",1,9.01,9.01,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.56X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,9.0,12.47,100.0%
量能: 放量 (2.14X),1,8.95,8.95,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.84%)",1,8.9,10.41,100.0%
量能: 放量 (1.86X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.8,8.8,100.0%
"形态: 两连阴 (-1.19%, -2.09%)",1,8.79,9.13,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.86%, -2.06%) | 趋势: 高于MA20",1,8.69,11.46,100.0%
"形态: 两连阴 (-1.82%, -3.36%)",1,8.61,10.19,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-7.03%, -2.93%)",1,8.6,10.17,100.0%
量能: 放量 (1.65X),1,8.59,8.59,100.0%
量能: 放量 (1.70X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.58,9.99,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.60%, -0.86%)",1,8.55,14.28,100.0%
"形态: 两连阴 (-0.80%, -2.15%)",1,8.47,8.47,100.0%
量能: 放量 (2.09X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.44,11.38,100.0%
量能: 放量 (2.43X) | 动量: 突破转强 (阳线上穿5/10),1,8.29,8.29,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.68%, -1.16%)",1,8.17,9.51,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.47%, -1.54%)",1,8.13,8.13,100.0%
量能: 放量 (2.38X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.12,8.12,100.0%
形态: 10日内有涨停,84,8.117380952380952,9.409166666666668,82.14%
"形态: 两连阴 (-1.27%, -0.83%) | 趋势: 高于MA20",1,8.05,8.05,100.0%
"形态: 两连阴 (-2.12%, -5.32%)",1,7.96,8.89,100.0%
"形态: 两连阴 (-0.84%, -6.60%)",1,7.95,7.95,100.0%
"形态: 两连阴 (-0.74%, -4.86%)",1,7.82,7.82,100.0%
"形态: 两连阴 (-3.50%, -0.14%)",1,7.8,12.42,100.0%
"形态: 两连阴 (-1.81%, -3.68%)",1,7.76,12.71,100.0%
"形态: 两连阴 (-0.47%, -2.86%)",1,7.76,7.76,100.0%
"形态: 两连阴 (-1.77%, -3.78%)",1,7.75,7.75,100.0%
"形态: 两连阴 (-1.02%, -0.06%)",1,7.7,8.74,100.0%
量能: 放量 (2.30X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,7.7,8.53,100.0%
"形态: 两连阴 (-0.76%, -1.95%)",1,7.66,7.66,100.0%
"形态: 两连阴 (-1.86%, -1.82%)",1,7.48,9.04,100.0%
"形态: 两连阴 (-1.72%, -2.49%)",1,7.48,10.83,100.0%
量能: 放量 (1.64X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,7.47,7.47,100.0%
"形态: 两连阴 (-0.46%, -1.30%)",1,7.45,10.88,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.00%, -5.18%) | 趋势: 高于MA20",1,7.36,7.36,100.0%
量能: 放量 (3.05X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,7.36,7.36,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.38%, -0.06%)",1,7.35,7.35,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.44%, -1.86%) | 趋势: 高于MA20",1,7.33,10.06,100.0%
量能: 放量 (1.68X) | 动量: 突破转强 (阳线上穿5/10),1,7.32,7.32,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.09%, -0.88%)",1,7.26,8.2,100.0%
"形态: 两连阴 (-0.19%, -0.19%)",1,7.19,7.19,100.0%
"形态: 两连阴 (-0.85%, -1.64%)",1,7.15,7.15,100.0%
"形态: 两连阴 (-3.51%, -1.82%)",1,7.04,7.04,100.0%
"形态: 两连阴 (-1.94%, -1.43%)",1,7.04,7.62,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.12%, -2.24%)",1,6.98,6.98,100.0%
量能: 放量 (1.54X),2,6.845,8.92,100.0%
"形态: 两连阴 (-4.24%, -1.06%)",1,6.83,7.4,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.57%, -1.37%)",1,6.79,6.79,100.0%
"形态: 两连阴 (-2.73%, -4.59%)",1,6.77,6.77,100.0%
量能: 放量 (2.49X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,6.77,6.77,100.0%
"形态: 两连阴 (-0.48%, -0.29%)",1,6.72,6.72,100.0%
"形态: 两连阴 (-2.44%, -2.00%)",1,6.71,8.3,100.0%
"形态: 两连阴 (-0.29%, -2.58%)",1,6.6,10.69,100.0%
"形态: 两连阴 (-0.79%, -2.57%)",1,6.59,7.24,100.0%
"形态: 两连阴 (-0.21%, -1.55%)",1,6.57,6.57,100.0%
"形态: 两连阴 (-3.41%, -0.76%)",1,6.52,6.52,100.0%
