触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.57%, -3.94%)",1,65.33,65.33,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.68%, -0.57%) | 趋势: 高于MA20",1,57.06,57.06,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.08%, -3.18%) | 趋势: 高于MA20",1,49.12,49.12,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.00%, -0.41%) | 趋势: 高于MA20",1,46.27,46.27,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.97%, -3.23%)",1,44.6,67.61,100.0%
"形态: 两连阴 (-4.69%, -3.32%)",1,41.36,41.92,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.92%, -1.06%) | 趋势: 高于MA20",1,40.37,40.37,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.64%, -5.14%) | 趋势: 高于MA20",1,39.91,52.81,100.0%
"形态: 两连阴 (-1.87%, -4.69%)",1,39.61,40.17,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.96X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,38.48,38.48,100.0%
量能: 放量 (1.92X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,36.92,37.165,100.0%
"形态: 两连阴 (-1.81%, -3.81%)",1,36.13,36.13,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.20%, -1.41%)",1,34.26,34.26,100.0%
量能: 放量 (1.62X),3,34.190000000000005,39.09666666666667,66.67%
"形态: 两连阴 (-4.80%, -1.81%)",1,32.21,32.21,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.27%, -0.64%) | 趋势: 高于MA20",1,29.86,31.01,100.0%
量能: 放量 (2.04X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,29.71,37.54,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.96%, -1.08%)",1,28.39,30.18,100.0%
量能: 放量 (1.68X),3,25.53,25.649999999999995,100.0%
量能: 放量 (1.54X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,24.96,32.76,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.82%, -2.99%)",1,24.01,46.84,100.0%
量能: 放量 (1.53X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,23.92,28.41,100.0%
量能: 放量 (2.38X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,23.36,26.5,100.0%
量能: 放量 (1.96X) | 动量: 突破转强 (阳线上穿5/10),1,23.32,30.33,100.0%
"形态: 两连阴 (-0.84%, -0.85%)",1,22.87,22.87,100.0%
量能: 放量 (2.00X),1,22.42,28.25,100.0%
量能: 放量 (3.05X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,22.31,22.31,100.0%
"形态: 两连阴 (-0.76%, -1.95%)",1,22.07,22.07,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.97%, -3.35%)",1,21.98,29.96,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.81%, -1.08%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,21.71,25.13,100.0%
"形态: 两连阴 (-1.28%, -2.52%)",1,21.68,21.68,100.0%
"形态: 两连阴 (-1.72%, -2.49%)",1,21.18,21.18,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.61%, -6.06%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,21.06,21.06,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.62X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,20.97,20.97,100.0%
量能: 放量 (1.83X) | 动量: 突破转强 (阳线上穿5/10),2,20.93,21.755000000000003,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.75X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,20.88,29.28,100.0%
量能: 放量 (2.07X) | 动量: 突破转强 (阳线上穿5/10),1,20.72,20.72,100.0%
"形态: 两连阴 (-0.18%, -2.93%)",1,20.47,22.74,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.68%, -1.16%)",1,20.25,22.53,100.0%
"形态: 两连阴 (-2.71%, -3.11%)",1,19.88,32.9,100.0%
