代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
002858,2026-04-03,14.06,16.15,14.86,14.86,1,8,"形态: 两连阴 (-7.39%, -1.61%)"
002858,2026-03-31,16.1,16.15,0.31,0.31,1,11,量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002519,2026-04-03,7.67,8.33,8.6,10.17,1,8,"形态: 10日内有涨停 | 形态: 两连阴 (-7.03%, -2.93%)"
002519,2026-04-02,7.96,8.33,4.65,6.16,1,9,形态: 10日内有涨停
002519,2026-03-31,8.82,8.33,-5.56,-4.2,0,11,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-04-02,8.06,8.79,9.06,9.06,1,9,趋势: 高于MA20
600232,2026-04-10,8.59,8.79,2.33,2.33,1,4,量能: 放量 (2.28X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-03-31,8.1,8.79,8.52,8.52,1,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600138,2026-04-10,9.27,9.38,1.19,1.19,1,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000036,2026-04-10,4.92,5.03,2.24,4.67,1,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-04-03,12.9,13.55,5.04,7.36,1,6,"形态: 两连阴 (-0.44%, -2.28%)"
002811,2026-04-10,13.65,13.55,-0.73,-0.73,0,2,动量: 突破转强 (阳线上穿5/10)
002811,2026-03-31,13.65,13.55,-0.73,1.47,0,9,动量: 突破转强 (阳线上穿5/10)
603518,2026-04-10,8.99,9.11,1.33,1.33,1,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002345,2026-04-03,10.4,10.82,4.04,4.04,1,8,趋势: 高于MA20
002345,2026-04-02,10.55,10.82,2.56,2.56,1,9,趋势: 高于MA20
002345,2026-04-10,10.72,10.82,0.93,0.93,1,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600601,2026-04-10,10.11,10.46,3.46,6.43,1,4,趋势: 高于MA20
600970,2026-04-02,10.52,10.57,0.48,6.75,1,9,动量: 突破转强 (阳线上穿5/10)
600970,2026-04-10,10.81,10.57,-2.22,-2.22,0,4,趋势: 高于MA20
002806,2026-04-03,13.06,14.25,9.11,12.48,1,6,动量: 突破转强 (阳线上穿5/10)
002806,2026-04-10,14.69,14.25,-3.0,-2.18,0,2,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600063,2026-04-10,7.23,7.12,-1.52,1.66,0,4,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603178,2026-04-10,15.52,15.72,1.29,1.29,1,2,动量: 突破转强 (阳线上穿5/10)
000886,2026-04-10,5.72,5.74,0.35,1.57,1,4,动量: 突破转强 (阳线上穿5/10)
600333,2026-04-03,5.1,5.27,3.33,4.12,1,6,"量能: 放量 (1.59X) | 形态: 两连阴 (-1.08%, -0.18%)"
600333,2026-04-02,5.51,5.27,-4.36,-3.63,0,7,"形态: 两连阴 (-3.29%, -1.08%)"
600857,2026-04-10,11.94,12.1,1.34,1.34,1,4,动量: 突破转强 (阳线上穿5/10)
600857,2026-03-31,11.84,12.1,2.2,2.2,1,11,量能: 放量 (1.50X)
600028,2026-04-02,5.95,5.66,-4.87,-0.67,0,9,动量: 突破转强 (阳线上穿5/10)
600028,2026-04-10,5.81,5.66,-2.58,0.34,0,4,"形态: 两连阴 (-0.34%, -0.85%)"
605222,2026-04-03,22.37,23.45,4.83,10.19,1,6,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
605222,2026-04-02,22.93,23.45,2.27,7.5,1,7,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
605222,2026-04-10,24.65,23.45,-4.87,-2.39,0,2,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.75X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
605222,2026-03-31,22.96,23.45,2.13,7.36,1,9,量能: 放量 (1.92X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600960,2026-04-10,5.27,5.23,-0.76,1.14,0,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002512,2026-04-03,3.72,4.25,14.25,14.25,1,6,"形态: 两连阴 (-0.25%, -5.03%)"
002512,2026-04-10,3.95,4.25,7.59,7.59,1,2,动量: 突破转强 (阳线上穿5/10)
002512,2026-03-31,3.99,4.25,6.52,6.52,1,9,"形态: 两连阴 (-3.41%, -0.76%)"
605069,2026-04-10,12.36,12.51,1.21,1.21,1,2,量能: 放量 (1.70X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002103,2026-04-10,8.51,8.26,-2.94,-2.94,0,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002401,2026-04-03,14.87,15.0,0.87,4.1,1,6,"形态: 两连阴 (-1.03%, -0.65%)"
002401,2026-03-31,15.6,15.0,-3.85,-0.77,0,9,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002010,2026-04-10,5.82,5.76,-1.03,-0.86,0,2,动量: 突破转强 (阳线上穿5/10)
603588,2026-04-03,15.51,15.68,1.1,18.96,1,6,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603588,2026-04-02,15.47,15.68,1.36,19.26,1,7,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603588,2026-04-10,16.61,15.68,-5.6,-3.55,0,2,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603588,2026-03-31,14.95,15.68,4.88,23.41,1,9,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600428,2026-04-03,9.42,9.11,-3.29,0.64,0,8,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600428,2026-04-02,9.6,9.11,-5.1,-1.25,0,9,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600428,2026-04-10,9.15,9.11,-0.44,-0.44,0,4,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600428,2026-03-31,8.99,9.11,1.33,6.79,1,11,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603272,2026-04-03,30.62,31.4,2.55,20.9,1,8,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603272,2026-04-02,31.8,31.4,-1.26,16.42,0,9,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603272,2026-04-10,37.02,31.4,-15.18,-8.29,0,4,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603272,2026-03-31,33.0,31.4,-4.85,12.18,0,11,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
000417,2026-04-03,6.38,6.68,4.7,5.17,1,8,"形态: 两连阴 (-0.60%, -1.80%)"
000417,2026-04-02,6.54,6.68,2.14,2.6,1,9,"形态: 两连阴 (-1.76%, -0.60%)"
000417,2026-04-10,6.65,6.68,0.45,0.45,1,4,动量: 突破转强 (阳线上穿5/10)
603776,2026-04-10,18.64,19.33,3.7,3.7,1,2,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002342,2026-04-03,12.78,17.15,34.19,34.19,1,6,"形态: 10日内有涨停 | 形态: 两连阴 (-0.97%, -3.23%)"
002342,2026-04-02,13.8,17.15,24.28,24.28,1,7,形态: 10日内有涨停 | 趋势: 高于MA20
002342,2026-04-10,15.5,17.15,10.65,10.65,1,2,量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20
002342,2026-03-31,14.4,17.15,19.1,19.1,1,9,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002038,2026-04-03,8.98,7.91,-11.92,-4.23,0,8,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002038,2026-04-02,8.55,7.91,-7.49,5.03,0,9,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002038,2026-04-10,7.54,7.91,4.91,7.03,1,4,"形态: 10日内有涨停 | 形态: 两连阴 (-8.37%, -6.35%) | 趋势: 高于MA20"
