触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.43%, -0.43%) | 趋势: 高于MA20",1,0.33,0.33,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.74X) | 形态: 10日内有涨停,1,0.3,0.3,100.0%
"形态: 两连阴 (-1.09%, -2.69%)",1,0.25,0.25,100.0%
量能: 放量 (1.51X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.0,0.0,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.19%, -0.48%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,0.0,0.0,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.64%, -0.30%) | 趋势: 高于MA20",1,-0.38,-0.38,0.0%
量能: 放量 (2.29X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.38,-0.38,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-6.02%, -0.33%) | 趋势: 高于MA20",1,-0.44,-0.44,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.60X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.45,-0.45,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),39,-0.5112820512820513,-0.5112820512820513,28.21%
"形态: 两连阴 (-0.42%, -1.38%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-0.6,-0.6,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.99X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.64,-0.64,0.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),139,-0.7420143884892086,-0.7420143884892086,35.25%
趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),102,-0.7630392156862745,-0.7630392156862745,32.35%
"形态: 两连阴 (-0.89%, -1.67%)",1,-0.78,-0.78,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.95,-0.95,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,30,-0.9603333333333334,-0.9603333333333334,23.33%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.47%, -1.90%) | 趋势: 高于MA20",1,-0.98,-0.98,0.0%
动量: 突破转强 (阳线上穿5/10),40,-1.0157500000000002,-1.0157500000000002,32.5%
"形态: 两连阴 (-0.78%, -1.69%)",1,-1.04,-1.04,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.72X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.05,-1.05,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.85X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-1.3,-1.3,0.0%
量能: 放量 (2.57X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.3,-1.3,0.0%
"形态: 两连阴 (-1.28%, -0.65%)",1,-1.31,-1.31,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.33%, -1.34%) | 趋势: 高于MA20",1,-1.35,-1.35,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.29%, -0.91%) | 趋势: 高于MA20",1,-1.4,-1.4,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.35%, -0.21%) | 趋势: 高于MA20",1,-1.45,-1.45,0.0%
量能: 放量 (1.67X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.46,-1.46,0.0%
"形态: 两连阴 (-0.88%, -0.19%) | 趋势: 高于MA20",1,-1.47,-1.47,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.83X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.47,-1.47,0.0%
"形态: 两连阴 (-0.93%, -1.62%)",1,-1.5,-1.5,0.0%
"形态: 两连阴 (-0.16%, -2.50%)",1,-1.6,-1.6,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.91X) | 趋势: 高于MA20,1,-1.61,-1.61,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.03X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.62,-1.62,0.0%
"形态: 两连阴 (-0.76%, -1.34%)",1,-1.64,-1.64,0.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,97,-1.6538144329896909,-1.6538144329896909,17.53%
量能: 放量 (1.63X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.67,-1.67,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.27X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.68,-1.68,0.0%
"形态: 两连阴 (-1.91%, -1.60%)",1,-1.74,-1.74,0.0%
量能: 放量 (1.51X),1,-1.79,-1.79,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.27%, -2.23%) | 趋势: 高于MA20",1,-1.95,-1.95,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.93%, -2.58%) | 趋势: 高于MA20",1,-1.97,-1.97,0.0%
"形态: 两连阴 (-0.89%, -0.37%)",1,-2.01,-2.01,0.0%
"形态: 两连阴 (-0.13%, -0.77%)",1,-2.08,-2.08,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.12%, -0.73%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.08,-2.08,0.0%
"量能: 放量 (1.86X) | 形态: 两连阴 (-0.39%, -0.52%) | 动量: 突破转强 (阳线上穿5/10)",1,-2.2,-2.2,0.0%
"形态: 两连阴 (-0.47%, -1.51%)",1,-2.28,-2.28,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.40%, -1.92%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.29,-2.29,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.17%, -0.62%) | 趋势: 高于MA20",1,-2.32,-2.32,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.76%, -3.00%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.35,-2.35,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.48X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.38,-2.38,0.0%
量能: 放量 (1.65X),1,-2.38,-2.38,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.08X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-2.39,-2.39,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.97%, -2.04%) | 趋势: 高于MA20",1,-2.43,-2.43,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.08%, -2.07%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.51,-2.51,0.0%
"趋势: 多头排列 (5>20>60) | 量能: 放量 (2.04X) | 形态: 两连阴 (-0.54%, -2.10%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.56,-2.56,0.0%
量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-2.575,-2.575,0.0%
趋势: 多头排列 (5>20>60),12,-2.6841666666666666,-2.6841666666666666,8.33%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.88%, -1.89%) | 趋势: 高于MA20",1,-2.69,-2.69,0.0%
趋势: 高于MA20,33,-2.6987878787878787,-2.6987878787878787,9.09%
"形态: 两连阴 (-0.30%, -2.17%)",1,-2.75,-2.75,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-6.10%, -6.50%) | 趋势: 高于MA20",1,-2.76,-2.76,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.06%, -0.24%) | 趋势: 高于MA20",1,-2.79,-2.79,0.0%
"形态: 两连阴 (-1.31%, -3.09%)",1,-2.81,-2.81,0.0%
"趋势: 多头排列 (5>20>60) | 量能: 放量 (2.04X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.14%, -2.95%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.82,-2.82,0.0%
"形态: 两连阴 (-0.82%, -1.11%)",1,-2.83,-2.83,0.0%
"形态: 两连阴 (-0.92%, -0.56%)",1,-2.83,-2.83,0.0%
"形态: 两连阴 (-0.24%, -0.55%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.9,-2.9,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.81X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.96,-2.96,0.0%
"形态: 两连阴 (-0.07%, -2.07%)",1,-2.96,-2.96,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.53X),1,-2.97,-2.97,0.0%
量能: 放量 (1.65X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.98,-2.98,0.0%
"形态: 两连阴 (-1.02%, -0.74%)",1,-2.98,-2.98,0.0%
"形态: 两连阴 (-0.40%, -0.20%)",1,-3.06,-3.06,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.56%, -5.24%)",1,-3.14,-3.14,0.0%
"形态: 两连阴 (-0.49%, -1.24%)",1,-3.15,-3.15,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.52%, -1.73%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-3.26,-3.26,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.17%, -0.85%) | 趋势: 高于MA20",1,-3.27,-3.27,0.0%
"形态: 两连阴 (-0.07%, -0.93%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-3.28,-3.28,0.0%
形态: 10日内有涨停,8,-3.3137499999999998,-3.3137499999999998,0.0%
"形态: 两连阴 (-0.20%, -2.66%)",1,-3.35,-3.35,0.0%
"形态: 两连阴 (-0.08%, -0.86%)",1,-3.35,-3.35,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.51%, -0.90%) | 趋势: 高于MA20",1,-3.41,-3.41,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.25%, -2.16%) | 趋势: 高于MA20",1,-3.44,-3.44,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.13%, -0.51%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-3.44,-3.44,0.0%
"形态: 两连阴 (-0.18%, -0.30%)",1,-3.45,-3.45,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.18%, -0.18%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-3.51,-3.51,0.0%
"形态: 两连阴 (-0.72%, -2.39%)",1,-3.52,-3.52,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.48%, -0.29%)",1,-3.53,-3.53,0.0%
"形态: 两连阴 (-0.73%, -1.48%)",1,-3.57,-3.57,0.0%
"形态: 两连阴 (-0.31%, -0.54%)",1,-3.57,-3.57,0.0%
"形态: 两连阴 (-0.38%, -2.07%)",1,-3.6,-3.6,0.0%
"形态: 两连阴 (-0.12%, -1.97%)",1,-3.66,-3.66,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.49%, -0.49%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-3.72,-3.72,0.0%
"形态: 两连阴 (-1.70%, -3.46%)",1,-3.81,-3.81,0.0%
"形态: 两连阴 (-0.75%, -1.10%)",1,-3.82,-3.82,0.0%
量能: 放量 (1.86X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.82,-3.82,0.0%
量能: 放量 (1.74X),1,-3.86,-3.86,0.0%
"形态: 两连阴 (-0.27%, -0.82%)",1,-3.87,-3.87,0.0%
量能: 放量 (2.76X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-3.87,-3.87,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.66X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.9,-3.9,0.0%
量能: 放量 (1.73X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.93,-3.93,0.0%
"形态: 两连阴 (-0.11%, -1.50%)",1,-3.95,-3.95,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.17%, -0.34%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-3.96,-3.96,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.98,-3.98,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.17X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-4.0,-4.0,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.78%, -1.57%)",1,-4.02,-4.02,0.0%
"形态: 两连阴 (-0.55%, -0.69%)",1,-4.04,-4.04,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.98X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-4.05,-4.05,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.21%, -0.73%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-4.09,-4.09,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.17X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-4.2,-4.2,0.0%
"形态: 两连阴 (-0.22%, -0.87%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-4.26,-4.26,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.41%, -0.99%) | 趋势: 高于MA20",1,-4.29,-4.29,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.08%, -1.25%) | 趋势: 高于MA20",1,-4.33,-4.33,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.88%, -1.34%) | 趋势: 高于MA20",1,-4.35,-4.35,0.0%
"形态: 两连阴 (-0.11%, -2.63%)",1,-4.4,-4.4,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.70%, -0.53%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-4.41,-4.41,0.0%
"形态: 两连阴 (-0.97%, -1.15%)",1,-4.42,-4.42,0.0%
"形态: 两连阴 (-1.07%, -1.63%)",1,-4.42,-4.42,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.13%, -1.00%) | 趋势: 高于MA20",1,-4.49,-4.49,0.0%
"形态: 两连阴 (-0.12%, -1.12%)",1,-4.53,-4.53,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.17%, -0.86%) | 趋势: 高于MA20",1,-4.6,-4.6,0.0%
"形态: 两连阴 (-1.56%, -2.11%)",1,-4.65,-4.65,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.09%)",1,-4.82,-4.82,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-6.63%, -9.98%) | 趋势: 高于MA20",1,-4.82,-4.82,0.0%
"形态: 两连阴 (-2.59%, -0.13%)",1,-4.93,-4.93,0.0%
"形态: 两连阴 (-0.84%, -0.11%)",1,-4.99,-4.99,0.0%
"形态: 两连阴 (-1.87%, -2.39%)",1,-5.0,-5.0,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.60%, -2.04%) | 趋势: 高于MA20",1,-5.01,-5.01,0.0%
量能: 放量 (1.52X) | 趋势: 高于MA20,1,-5.03,-5.03,0.0%
"形态: 两连阴 (-2.19%, -2.08%)",1,-5.09,-5.09,0.0%
"形态: 两连阴 (-0.51%, -0.44%) | 动量: 突破转强 (阳线上穿5/10)",1,-5.15,-5.15,0.0%
"形态: 两连阴 (-0.11%, -1.38%)",1,-5.26,-5.26,0.0%
量能: 放量 (1.53X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-5.35,-5.35,0.0%
"量能: 放量 (1.68X) | 形态: 两连阴 (-0.22%, -0.86%)",1,-5.52,-5.52,0.0%
"形态: 两连阴 (-0.34%, -0.34%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-5.57,-5.57,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.99%, -0.97%) | 趋势: 高于MA20",1,-5.62,-5.62,0.0%
"量能: 放量 (1.97X) | 形态: 两连阴 (-0.11%, -0.34%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-5.72,-5.72,0.0%
形态: 10日内有涨停 | 趋势: 高于MA20,1,-5.75,-5.75,0.0%
"形态: 两连阴 (-0.46%, -1.74%)",1,-5.84,-5.84,0.0%
"形态: 两连阴 (-0.71%, -1.13%)",1,-5.92,-5.92,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.65%, -10.00%) | 趋势: 高于MA20",1,-5.92,-5.92,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -9.96%)",1,-5.95,-5.95,0.0%
"形态: 两连阴 (-0.36%, -0.85%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-6.0,-6.0,0.0%
"形态: 两连阴 (-0.56%, -0.64%)",1,-6.19,-6.19,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.50X) | 趋势: 高于MA20,1,-7.35,-7.35,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.89%, -0.34%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-7.39,-7.39,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.87%, -6.28%) | 趋势: 高于MA20",1,-8.45,-8.45,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.36%, -6.53%) | 趋势: 高于MA20",1,-9.26,-9.26,0.0%
"量能: 放量 (1.55X) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.88%, -3.01%)",1,-10.03,-10.03,0.0%
