触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"形态: 10日内有涨停 | 形态: 两连阴 (-2.92%, -1.06%) | 趋势: 高于MA20",1,69.79,69.79,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.00%, -0.41%) | 趋势: 高于MA20",1,60.72,60.9,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.57%, -3.94%)",1,56.48,65.33,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.97%, -3.23%)",1,55.01,67.61,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.20%, -1.41%)",1,53.54,53.54,100.0%
"形态: 两连阴 (-4.69%, -3.32%)",1,50.42,55.57,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.08%, -3.18%) | 趋势: 高于MA20",1,49.29,54.23,100.0%
"形态: 两连阴 (-0.84%, -0.85%)",1,48.76,48.76,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.68%, -0.57%) | 趋势: 高于MA20",1,48.65,57.06,100.0%
"形态: 两连阴 (-1.87%, -4.69%)",1,48.56,53.65,100.0%
"形态: 两连阴 (-1.81%, -3.81%)",1,46.05,46.05,100.0%
量能: 放量 (1.92X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,45.465,47.735,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.27%, -0.64%) | 趋势: 高于MA20",1,44.79,44.79,100.0%
量能: 放量 (1.62X),3,43.13333333333333,47.153333333333336,66.67%
"形态: 两连阴 (-0.06%, -2.52%)",1,42.37,42.37,100.0%
"形态: 两连阴 (-4.80%, -1.81%)",1,41.84,41.84,100.0%
量能: 放量 (1.71X) | 动量: 突破转强 (阳线上穿5/10),1,40.77,40.77,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.57X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,36.37,36.37,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.64%, -5.14%) | 趋势: 高于MA20",1,35.44,52.81,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.38%, -0.06%)",1,34.33,34.33,100.0%
