触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.69%, -1.79%) | 趋势: 高于MA20",1,29.85,29.85,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.09X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,26.47,40.53,100.0%
"形态: 两连阴 (-2.96%, -4.99%)",1,24.6,24.6,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.88%, -3.95%) | 趋势: 高于MA20",1,21.93,25.53,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.83%, -0.40%)",1,19.59,19.59,100.0%
"形态: 两连阴 (-0.29%, -0.98%)",1,18.85,18.85,100.0%
"形态: 两连阴 (-7.87%, -0.73%)",1,18.45,18.45,100.0%
量能: 放量 (2.80X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,17.43,17.43,100.0%
"形态: 两连阴 (-1.72%, -2.42%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,17.26,17.26,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -10.01%)",1,16.89,20.77,100.0%
"形态: 两连阴 (-2.59%, -0.85%)",1,16.1,16.1,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.00%, -1.65%)",1,15.77,15.77,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.88%, -3.39%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,14.73,18.12,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.91%, -4.85%) | 趋势: 高于MA20",1,14.14,14.14,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.00%, -2.64%)",1,13.74,13.74,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-6.53%, -3.49%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,13.64,14.65,100.0%
"形态: 两连阴 (-0.60%, -0.49%)",1,12.99,12.99,100.0%
"形态: 两连阴 (-3.24%, -1.48%)",1,12.44,16.19,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.87%, -1.05%)",1,11.64,11.64,100.0%
"形态: 两连阴 (-6.28%, -0.72%)",1,11.55,11.55,100.0%
"形态: 两连阴 (-7.18%, -3.07%)",1,11.54,12.53,100.0%
"形态: 两连阴 (-7.46%, -3.47%)",1,11.32,11.32,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.39%, -1.39%) | 趋势: 高于MA20",1,11.11,17.6,100.0%
"形态: 两连阴 (-6.65%, -1.59%)",1,11.09,11.09,100.0%
"形态: 两连阴 (-2.52%, -1.87%)",1,10.92,10.92,100.0%
"形态: 两连阴 (-5.85%, -0.76%)",1,10.23,12.8,100.0%
"形态: 两连阴 (-3.52%, -1.75%)",1,10.15,11.86,100.0%
"形态: 两连阴 (-0.64%, -3.12%)",1,10.12,10.12,100.0%
"形态: 两连阴 (-5.06%, -1.55%)",1,10.1,10.1,100.0%
"形态: 两连阴 (-2.54%, -3.01%)",1,10.08,10.08,100.0%
"形态: 两连阴 (-2.30%, -0.99%)",1,10.06,10.06,100.0%
量能: 放量 (2.32X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,10.05,10.05,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.01%, -1.88%)",1,10.04,10.04,100.0%
"形态: 两连阴 (-1.52%, -2.21%)",1,10.01,10.01,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.95%, -4.19%)",1,9.99,9.99,100.0%
