触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
量能: 放量 (2.82X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,30.56,30.56,100.0%
"形态: 两连阴 (-1.88%, -3.45%) | 趋势: 高于MA20",1,28.72,33.15,100.0%
量能: 放量 (1.90X) | 形态: 10日内有涨停,1,22.81,22.81,100.0%
"形态: 两连阴 (-2.14%, -1.60%)",1,19.9,21.03,100.0%
量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,15.7,15.7,100.0%
"形态: 两连阴 (-2.87%, -2.87%)",1,15.64,15.64,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-6.35%, -8.17%)",1,15.36,17.56,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.32%, -2.37%) | 趋势: 高于MA20",1,14.85,14.85,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.35%, -3.49%)",1,13.07,13.07,100.0%
量能: 放量 (2.25X) | 动量: 突破转强 (阳线上穿5/10),1,12.51,12.51,100.0%
"形态: 两连阴 (-2.43%, -5.34%)",1,12.43,12.43,100.0%
"形态: 两连阴 (-3.41%, -2.14%)",1,11.73,17.0,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.98X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,11.58,11.58,100.0%
"形态: 两连阴 (-3.28%, -1.77%)",1,10.08,10.08,100.0%
"形态: 两连阴 (-1.98%, -1.51%)",1,10.05,10.05,100.0%
"形态: 两连阴 (-4.05%, -1.09%)",1,10.04,10.04,100.0%
"形态: 两连阴 (-4.16%, -1.74%)",1,10.04,10.04,100.0%
"形态: 两连阴 (-6.49%, -5.18%)",1,10.03,10.03,100.0%
"形态: 两连阴 (-4.18%, -3.08%)",1,10.03,10.03,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.98%, -5.26%) | 趋势: 高于MA20",1,10.03,10.03,100.0%
"形态: 两连阴 (-2.62%, -0.51%)",1,10.01,18.0,100.0%
"形态: 两连阴 (-2.53%, -4.77%)",1,10.0,10.0,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-7.19%, -5.18%)",1,9.99,9.99,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.09%, -3.89%) | 趋势: 高于MA20",1,9.98,9.98,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.43%, -3.48%)",1,9.97,9.97,100.0%
"量能: 放量 (1.53X) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.46%, -4.41%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,9.95,9.95,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.08%, -7.28%)",1,9.91,9.91,100.0%
"形态: 两连阴 (-5.11%, -1.58%)",1,9.85,9.85,100.0%
"形态: 两连阴 (-4.57%, -3.26%)",1,9.8,9.8,100.0%
"形态: 两连阴 (-2.86%, -5.42%)",1,9.74,9.74,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.11%, -7.85%) | 趋势: 高于MA20",1,9.6,9.6,100.0%
"形态: 两连阴 (-1.09%, -0.88%)",1,9.52,9.52,100.0%
