触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.27%, -0.64%) | 趋势: 高于MA20",1,21.66,21.66,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.20%, -1.41%)",1,20.95,20.95,100.0%
量能: 放量 (2.15X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,17.13,17.13,100.0%
"量能: 放量 (2.09X) | 形态: 两连阴 (-1.60%, -0.71%)",1,15.92,15.92,100.0%
"形态: 两连阴 (-0.26%, -4.01%)",1,13.59,14.25,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.97%, -3.35%)",1,13.23,13.23,100.0%
量能: 放量 (1.91X) | 形态: 10日内有涨停,1,13.22,13.22,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.82%, -2.99%)",1,13.09,13.09,100.0%
"形态: 两连阴 (-1.81%, -3.68%)",1,12.71,12.71,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.18%, -1.46%)",1,12.54,12.54,100.0%
"形态: 两连阴 (-3.50%, -0.14%)",1,12.42,12.42,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.68%, -3.73%)",1,11.9,11.9,100.0%
"形态: 两连阴 (-1.02%, -3.62%)",1,11.66,11.66,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.60%, -0.86%)",1,11.57,11.57,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.34%, -2.22%)",1,11.29,11.29,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.29%, -0.72%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,11.27,11.27,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.96%, -1.08%)",1,10.91,10.91,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.97%, -3.23%)",1,10.88,10.88,100.0%
"形态: 两连阴 (-0.29%, -2.58%)",1,10.69,10.69,100.0%
量能: 放量 (2.09X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,10.64,11.38,100.0%
"形态: 两连阴 (-5.48%, -2.87%)",1,10.37,10.37,100.0%
"形态: 两连阴 (-0.49%, -2.35%)",1,10.34,10.34,100.0%
量能: 放量 (1.60X),1,10.24,10.24,100.0%
"形态: 两连阴 (-0.90%, -0.90%)",1,10.21,10.21,100.0%
量能: 放量 (1.75X) | 动量: 突破转强 (阳线上穿5/10),1,10.18,10.18,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.03%, -5.08%)",1,10.17,10.17,100.0%
"形态: 两连阴 (-7.39%, -1.61%)",1,9.89,9.89,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.71%, -1.71%)",1,9.67,9.98,100.0%
量能: 放量 (2.18X),1,9.56,9.56,100.0%
"量能: 放量 (2.01X) | 形态: 两连阴 (-0.14%, -2.93%)",1,9.33,9.33,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.98%, -1.37%) | 趋势: 高于MA20",1,9.28,9.28,100.0%
量能: 放量 (2.60X) | 动量: 突破转强 (阳线上穿5/10),1,9.2,9.2,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.11%, -1.68%)",1,9.19,9.19,100.0%
"形态: 两连阴 (-1.28%, -2.52%)",1,9.14,9.14,100.0%
"形态: 两连阴 (-0.55%, -0.18%)",1,8.97,8.97,100.0%
"形态: 两连阴 (-1.84%, -1.16%)",1,8.9,8.9,100.0%
"形态: 两连阴 (-0.18%, -2.93%)",1,8.87,8.87,100.0%
"形态: 两连阴 (-0.36%, -1.45%)",1,8.86,8.86,100.0%
"形态: 两连阴 (-2.78%, -1.81%)",1,8.76,8.76,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.91%, -5.54%)",1,8.66,8.66,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.80%, -3.94%)",1,8.58,8.58,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.62%, -2.34%)",1,8.57,8.57,100.0%
"形态: 两连阴 (-0.46%, -2.46%)",1,8.49,8.49,100.0%
"形态: 两连阴 (-0.46%, -1.30%)",1,8.43,8.43,100.0%
"形态: 两连阴 (-0.29%, -0.73%)",1,8.41,8.41,100.0%
"形态: 两连阴 (-2.44%, -2.00%)",1,8.3,8.3,100.0%
"形态: 两连阴 (-0.73%, -0.49%)",1,8.24,8.24,100.0%
"形态: 两连阴 (-0.66%, -2.31%)",1,8.23,8.23,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.68%, -1.16%)",1,7.79,7.79,100.0%
"形态: 两连阴 (-2.12%, -5.32%)",1,7.78,7.78,100.0%
"形态: 两连阴 (-1.55%, -3.61%)",1,7.66,7.66,100.0%
"形态: 两连阴 (-0.17%, -2.78%)",1,7.62,7.62,100.0%
"形态: 两连阴 (-0.55%, -0.09%)",1,7.53,7.53,100.0%
"形态: 两连阴 (-1.05%, -1.25%)",1,7.52,7.52,100.0%
"形态: 两连阴 (-1.94%, -1.43%)",1,7.46,7.46,100.0%
"形态: 两连阴 (-0.47%, -2.86%)",1,7.45,7.45,100.0%
"形态: 两连阴 (-4.24%, -1.06%)",1,7.4,7.4,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.79X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,7.37,7.37,100.0%
量能: 放量 (2.14X),1,7.36,7.36,100.0%
"形态: 两连阴 (-0.44%, -2.28%)",1,7.36,7.36,100.0%
"形态: 两连阴 (-1.37%, -9.72%)",1,7.31,7.31,100.0%
量能: 放量 (1.59X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,7.23,7.23,100.0%
量能: 放量 (1.63X),2,7.130000000000001,7.130000000000001,100.0%
"形态: 两连阴 (-0.14%, -1.13%)",1,7.03,7.03,100.0%
"形态: 两连阴 (-0.35%, -1.65%)",1,7.02,7.02,100.0%
"形态: 两连阴 (-0.84%, -6.60%)",1,6.99,6.99,100.0%
"形态: 两连阴 (-1.81%, -3.81%)",1,6.96,6.96,100.0%
"形态: 两连阴 (-1.55%, -1.68%)",1,6.93,6.93,100.0%
"形态: 两连阴 (-0.56%, -1.50%)",1,6.93,6.93,100.0%
"形态: 两连阴 (-0.58%, -2.34%)",1,6.9,6.9,100.0%
"形态: 两连阴 (-1.36%, -2.47%)",1,6.88,6.88,100.0%
量能: 放量 (1.51X),2,6.865,6.865,100.0%
"形态: 两连阴 (-0.94%, -1.77%)",1,6.86,6.86,100.0%
"形态: 两连阴 (-1.82%, -2.06%)",1,6.86,6.86,100.0%
"形态: 两连阴 (-0.34%, -1.44%) | 动量: 突破转强 (阳线上穿5/10)",1,6.86,6.86,100.0%
"形态: 两连阴 (-0.81%, -3.88%)",1,6.84,6.84,100.0%
量能: 放量 (1.89X),1,6.69,6.69,100.0%
"形态: 两连阴 (-0.99%, -2.09%)",1,6.67,6.67,100.0%
量能: 放量 (1.54X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,6.63,8.82,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.09%, -0.88%)",1,6.6,6.6,100.0%
"形态: 两连阴 (-0.06%, -2.52%)",1,6.54,6.54,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.56X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,6.51,6.51,100.0%
"形态: 两连阴 (-1.70%, -0.93%)",1,6.47,6.47,100.0%
"形态: 两连阴 (-0.13%, -2.79%)",1,6.39,6.39,100.0%
量能: 放量 (1.52X),1,6.38,6.38,100.0%
"形态: 两连阴 (-2.71%, -3.11%)",1,6.34,6.34,100.0%
"形态: 两连阴 (-0.24%, -2.41%)",1,6.26,6.26,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.89%, -4.19%)",1,6.25,6.25,100.0%
"形态: 两连阴 (-0.94%, -2.65%)",1,6.21,6.21,100.0%
"形态: 两连阴 (-0.83%, -1.30%)",1,6.15,6.15,100.0%
"形态: 两连阴 (-1.20%, -2.13%)",1,6.13,6.13,100.0%
量能: 放量 (1.53X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,6.06,6.06,100.0%
"形态: 两连阴 (-1.72%, -2.49%)",1,6.05,6.05,100.0%
"形态: 两连阴 (-1.76%, -1.88%)",1,6.03,6.03,100.0%
"形态: 两连阴 (-3.61%, -7.40%)",1,5.94,5.94,100.0%
"形态: 两连阴 (-6.73%, -3.29%)",1,5.79,6.5,100.0%
"形态: 两连阴 (-4.92%, -2.12%)",1,5.71,5.71,100.0%
"形态: 两连阴 (-0.25%, -1.71%)",1,5.71,5.71,100.0%
"形态: 两连阴 (-0.84%, -0.85%)",1,5.67,5.67,100.0%
量能: 放量 (1.65X),1,5.64,5.64,100.0%
量能: 放量 (1.73X) | 动量: 突破转强 (阳线上穿5/10),1,5.61,5.61,100.0%
"形态: 两连阴 (-0.80%, -2.15%)",1,5.6,5.6,100.0%
"形态: 两连阴 (-1.19%, -2.09%)",1,5.55,5.55,100.0%
"形态: 两连阴 (-0.06%, -1.92%)",1,5.53,5.53,100.0%
"形态: 两连阴 (-0.22%, -3.12%)",1,5.46,5.46,100.0%
"形态: 两连阴 (-1.02%, -0.06%)",1,5.44,5.44,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.47%, -1.54%)",1,5.42,5.42,100.0%
"形态: 两连阴 (-0.41%, -0.83%)",1,5.42,5.42,100.0%
量能: 放量 (2.30X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,5.38,5.38,100.0%
"形态: 两连阴 (-0.79%, -2.57%)",1,5.38,5.38,100.0%
量能: 放量 (1.53X),1,5.37,5.37,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-7.03%, -2.93%)",1,5.35,5.35,100.0%
量能: 放量 (2.61X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,5.34,5.34,100.0%
"形态: 两连阴 (-5.03%, -1.81%)",1,5.24,6.44,100.0%
"形态: 两连阴 (-0.60%, -1.80%)",1,5.17,5.17,100.0%
"形态: 两连阴 (-0.21%, -1.55%)",1,5.17,5.17,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.18%, -3.73%)",1,5.16,5.16,100.0%
"形态: 两连阴 (-1.98%, -1.28%)",1,5.1,5.1,100.0%
"形态: 两连阴 (-1.41%, -1.90%)",1,5.08,5.08,100.0%
"形态: 两连阴 (-2.73%, -4.59%)",1,5.06,5.06,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.57%, -3.94%)",1,5.06,5.06,100.0%
"形态: 两连阴 (-0.18%, -1.42%)",1,5.04,5.04,100.0%
"形态: 两连阴 (-2.42%, -2.20%)",1,5.04,5.04,100.0%
"形态: 两连阴 (-3.46%, -1.37%)",1,5.03,5.03,100.0%
"形态: 两连阴 (-1.77%, -3.78%)",1,4.94,4.94,100.0%
"形态: 两连阴 (-0.42%, -0.85%)",1,4.85,4.85,100.0%
"形态: 两连阴 (-0.37%, -2.32%)",1,4.84,4.84,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.38%, -1.42%)",1,4.82,4.82,100.0%
"形态: 两连阴 (-1.89%, -1.84%)",1,4.78,4.78,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.10%, -3.04%) | 趋势: 高于MA20",1,4.74,16.23,100.0%
"形态: 两连阴 (-4.59%, -2.85%)",1,4.74,4.74,100.0%
"形态: 两连阴 (-0.21%, -0.21%)",1,4.71,4.71,100.0%
形态: 10日内有涨停,66,4.706212121212121,4.915454545454546,80.3%
量能: 放量 (1.54X),2,4.6850000000000005,4.6850000000000005,100.0%
"形态: 两连阴 (-1.82%, -3.36%)",1,4.66,4.66,100.0%
"形态: 两连阴 (-1.57%, -1.51%)",1,4.66,4.66,100.0%
"形态: 两连阴 (-0.28%, -3.20%)",1,4.65,4.65,100.0%
"形态: 两连阴 (-0.48%, -0.29%)",1,4.64,4.64,100.0%
"形态: 两连阴 (-1.31%, -1.33%)",1,4.54,4.54,100.0%
"形态: 两连阴 (-2.20%, -3.22%)",1,4.52,4.52,100.0%
"形态: 两连阴 (-1.30%, -1.13%)",1,4.46,4.46,100.0%
"形态: 两连阴 (-1.29%, -2.44%)",1,4.43,4.43,100.0%
形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),3,4.416666666666667,4.416666666666667,100.0%
"形态: 两连阴 (-0.36%, -0.98%)",1,4.4,4.4,100.0%
量能: 放量 (2.04X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,4.39,4.39,100.0%
"形态: 两连阴 (-0.19%, -2.46%)",1,4.36,4.36,100.0%
"形态: 两连阴 (-0.09%, -1.19%)",1,4.33,4.33,100.0%
"形态: 两连阴 (-0.68%, -1.03%)",1,4.33,4.33,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.53%, -0.16%)",1,4.29,4.29,100.0%
量能: 放量 (1.77X),2,4.2700000000000005,4.2700000000000005,100.0%
"形态: 两连阴 (-1.68%, -1.94%)",1,4.26,4.26,100.0%
"形态: 两连阴 (-1.00%, -1.68%)",1,4.26,4.26,100.0%
"形态: 两连阴 (-3.74%, -1.61%)",1,4.13,4.13,100.0%
"形态: 两连阴 (-1.03%, -0.65%)",1,4.1,4.1,100.0%
"形态: 两连阴 (-2.12%, -5.02%)",1,4.08,4.08,100.0%
"形态: 两连阴 (-0.63%, -0.43%)",1,4.05,4.05,100.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,55,4.045818181818182,5.105272727272728,80.0%
"形态: 两连阴 (-3.22%, -0.98%)",1,4.03,4.03,100.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),42,4.022857142857143,6.278333333333333,54.76%
量能: 放量 (1.63X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,3.945,5.145,50.0%
"形态: 两连阴 (-0.29%, -2.22%)",1,3.93,3.93,100.0%
"形态: 两连阴 (-1.62%, -1.65%)",1,3.92,3.92,100.0%
"量能: 放量 (1.59X) | 形态: 两连阴 (-1.08%, -0.18%)",1,3.92,3.92,100.0%
"形态: 两连阴 (-4.80%, -1.81%)",1,3.88,3.88,100.0%
量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.82,18.31,100.0%
"形态: 两连阴 (-2.77%, -1.08%)",1,3.81,3.81,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.72X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.75,3.75,100.0%
"形态: 两连阴 (-0.52%, -0.68%)",1,3.71,3.71,100.0%
"形态: 两连阴 (-0.74%, -4.86%)",1,3.7,3.7,100.0%
"形态: 两连阴 (-5.94%, -7.24%)",1,3.68,3.68,100.0%
量能: 放量 (2.36X) | 形态: 10日内有涨停,1,3.67,3.67,100.0%
趋势: 多头排列 (5>20>60),23,3.61304347826087,4.351739130434782,73.91%
"量能: 放量 (1.62X) | 形态: 两连阴 (-0.19%, -0.77%)",1,3.6,3.6,100.0%
"形态: 两连阴 (-2.87%, -0.17%)",1,3.58,3.58,100.0%
"形态: 两连阴 (-1.86%, -1.82%)",1,3.57,3.57,100.0%
"形态: 两连阴 (-9.88%, -3.50%)",1,3.56,3.56,100.0%
量能: 放量 (1.54X) | 动量: 突破转强 (阳线上穿5/10),1,3.55,3.55,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.54,4.73,100.0%
"形态: 两连阴 (-0.08%, -0.69%)",1,3.51,3.51,100.0%
"形态: 两连阴 (-0.43%, -1.22%)",1,3.5,3.5,100.0%
量能: 放量 (1.68X) | 动量: 突破转强 (阳线上穿5/10),1,3.46,3.46,100.0%
"形态: 两连阴 (-1.27%, -0.83%) | 趋势: 高于MA20",1,3.45,3.45,100.0%
量能: 放量 (1.80X),1,3.44,3.44,100.0%
"形态: 两连阴 (-0.33%, -1.16%)",1,3.38,3.38,100.0%
"形态: 两连阴 (-2.77%, -0.29%)",1,3.38,3.38,100.0%
"形态: 两连阴 (-0.71%, -2.55%)",1,3.34,3.34,100.0%
"形态: 两连阴 (-0.94%, -0.47%)",1,3.34,3.34,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.28%, -2.84%)",1,3.32,3.32,100.0%
量能: 放量 (1.81X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.22,3.22,100.0%
"形态: 两连阴 (-2.67%, -2.08%)",1,3.21,3.21,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.08%, -2.38%)",1,3.2,3.2,100.0%
"形态: 两连阴 (-0.85%, -3.54%)",1,3.16,3.16,100.0%
