代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
003042,2026-04-30,17.09,16.09,-5.85,1.7,0,13,动量: 突破转强 (阳线上穿5/10)
003042,2026-05-06,17.15,16.09,-6.18,1.34,0,12,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
003042,2026-05-15,16.65,16.09,-3.36,0.36,0,5,"形态: 两连阴 (-0.06%, -1.24%)"
003042,2026-05-18,16.71,16.09,-3.71,-0.36,0,4,"形态: 两连阴 (-1.24%, -0.72%)"
002237,2026-04-30,16.61,14.35,-13.61,3.19,0,13,趋势: 高于MA20
002237,2026-05-06,17.05,14.35,-15.84,0.53,0,12,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002237,2026-05-18,14.86,14.35,-3.43,-1.68,0,4,"形态: 两连阴 (-3.42%, -5.52%)"
603022,2026-04-30,11.3,11.21,-0.8,3.45,0,13,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603022,2026-05-06,11.46,11.21,-2.18,2.01,0,12,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603022,2026-05-15,11.36,11.21,-1.32,1.76,0,5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603022,2026-05-18,11.49,11.21,-2.44,0.61,0,4,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.17%, -0.70%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
000862,2026-04-30,6.47,6.5,0.46,16.38,1,13,趋势: 高于MA20
000862,2026-05-06,6.79,6.5,-4.27,10.9,0,12,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000862,2026-05-15,6.95,6.5,-6.47,4.89,0,5,趋势: 高于MA20
000862,2026-05-18,7.11,6.5,-8.58,2.53,0,4,"形态: 两连阴 (-5.44%, -2.39%) | 趋势: 高于MA20"
000407,2026-04-30,4.84,4.74,-2.07,0.21,0,13,量能: 放量 (1.83X) | 趋势: 高于MA20
000407,2026-05-06,4.75,4.74,-0.21,2.11,0,12,趋势: 高于MA20
000407,2026-05-18,4.66,4.74,1.72,4.08,1,4,量能: 放量 (1.78X) | 动量: 突破转强 (阳线上穿5/10)
002669,2026-04-30,13.47,14.69,9.06,9.06,1,13,"形态: 两连阴 (-2.79%, -2.87%) | 趋势: 高于MA20"
