代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
601677,2026-05-29,18.69,18.11,-3.1,5.4,0,5,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.61%, -3.38%) | 趋势: 高于MA20"
601677,2026-06-04,19.1,18.11,-5.18,-5.18,0,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
601677,2026-06-02,19.68,18.11,-7.98,0.1,0,3,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000626,2026-06-04,7.85,8.08,2.93,2.93,1,1,形态: 10日内有涨停
000626,2026-06-02,7.95,8.08,1.64,1.64,1,3,量能: 放量 (1.79X) | 形态: 10日内有涨停
002769,2026-06-04,7.86,8.01,1.91,1.91,1,1,"形态: 两连阴 (-3.33%, -0.51%)"
600397,2026-05-29,13.94,13.62,-2.3,0.93,0,5,动量: 突破转强 (阳线上穿5/10)
600397,2026-06-02,13.69,13.62,-0.51,2.78,0,3,动量: 突破转强 (阳线上穿5/10)
002491,2026-05-29,23.93,24.82,3.72,12.12,1,5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002491,2026-06-04,26.83,24.82,-7.49,-7.49,0,1,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002491,2026-06-02,25.09,24.82,-1.08,6.94,0,3,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600749,2026-05-29,14.82,14.99,1.15,1.35,1,5,"量能: 放量 (1.57X) | 形态: 两连阴 (-0.94%, -1.42%)"
002401,2026-05-29,12.96,12.71,-1.93,2.85,0,5,"形态: 两连阴 (-3.79%, -0.23%)"
002401,2026-06-04,12.55,12.71,1.27,1.27,1,1,"形态: 两连阴 (-1.95%, -2.07%)"
603810,2026-06-04,12.79,12.92,1.02,1.02,1,1,"形态: 两连阴 (-3.72%, -2.52%)"
000590,2026-06-04,9.73,9.79,0.62,0.62,1,1,"形态: 两连阴 (-3.16%, -1.48%)"
600158,2026-06-04,9.65,9.36,-3.01,-3.01,0,1,"形态: 两连阴 (-9.96%, -5.00%)"
603819,2026-05-29,12.56,12.42,-1.11,10.03,0,5,"形态: 两连阴 (-4.30%, -0.15%)"
603819,2026-06-04,12.56,12.42,-1.11,-1.11,0,1,"形态: 10日内有涨停 | 形态: 两连阴 (-4.63%, -5.46%)"
603819,2026-06-02,13.18,12.42,-5.77,-4.7,0,3,形态: 10日内有涨停
000922,2026-06-02,12.94,12.53,-3.17,0.31,0,3,"形态: 两连阴 (-0.66%, -2.52%)"
002624,2026-06-02,13.32,13.96,4.8,4.8,1,3,"形态: 两连阴 (-1.89%, -0.43%)"
002858,2026-06-04,12.58,12.76,1.43,1.43,1,1,"形态: 两连阴 (-3.84%, -1.53%)"
600497,2026-05-29,9.52,8.94,-6.09,5.04,0,5,形态: 10日内有涨停
600497,2026-06-04,9.38,8.94,-4.69,-4.69,0,1,形态: 10日内有涨停
