代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
002858,2026-04-03,14.06,16.31,16.0,16.0,1,10,"形态: 两连阴 (-7.39%, -1.61%)"
002858,2026-03-31,16.1,16.31,1.3,1.3,1,13,量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002519,2026-04-03,7.67,8.67,13.04,13.04,1,10,"形态: 10日内有涨停 | 形态: 两连阴 (-7.03%, -2.93%)"
002519,2026-04-02,7.96,8.67,8.92,8.92,1,11,形态: 10日内有涨停
002519,2026-03-31,8.82,8.67,-1.7,-1.7,0,13,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-04-02,8.06,8.58,6.45,9.18,1,11,趋势: 高于MA20
600232,2026-04-10,8.59,8.58,-0.12,2.44,0,6,量能: 放量 (2.28X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-03-31,8.1,8.58,5.93,8.64,1,13,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600138,2026-04-10,9.27,9.33,0.65,1.19,1,6,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000036,2026-04-10,4.92,5.1,3.66,5.08,1,6,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-04-03,12.9,13.85,7.36,7.36,1,10,"形态: 两连阴 (-0.44%, -2.28%)"
002811,2026-04-10,13.65,13.85,1.47,1.47,1,6,动量: 突破转强 (阳线上穿5/10)
002811,2026-03-31,13.65,13.85,1.47,1.47,1,13,动量: 突破转强 (阳线上穿5/10)
603518,2026-04-10,8.99,9.03,0.44,1.33,1,6,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002345,2026-04-03,10.4,11.02,5.96,5.96,1,10,趋势: 高于MA20
002345,2026-04-02,10.55,11.02,4.45,4.45,1,11,趋势: 高于MA20
002345,2026-04-10,10.72,11.02,2.8,2.8,1,6,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600601,2026-04-10,10.11,11.75,16.22,16.22,1,6,趋势: 高于MA20
600970,2026-04-02,10.52,10.48,-0.38,6.75,0,11,动量: 突破转强 (阳线上穿5/10)
600970,2026-04-10,10.81,10.48,-3.05,-2.22,0,6,趋势: 高于MA20
002806,2026-04-03,13.06,14.29,9.42,12.48,1,10,动量: 突破转强 (阳线上穿5/10)
002806,2026-04-10,14.69,14.29,-2.72,-1.29,0,6,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600063,2026-04-10,7.23,7.06,-2.35,1.66,0,6,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603178,2026-04-10,15.52,19.16,23.45,23.45,1,6,动量: 突破转强 (阳线上穿5/10)
000886,2026-04-10,5.72,5.75,0.52,1.57,1,6,动量: 突破转强 (阳线上穿5/10)
