触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"形态: 两连阴 (-1.88%, -3.45%) | 趋势: 高于MA20",1,29.49,33.15,100.0%
"形态: 两连阴 (-4.16%, -1.74%)",1,20.96,20.96,100.0%
"形态: 两连阴 (-4.05%, -1.09%)",1,20.2,20.2,100.0%
量能: 放量 (2.82X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,17.5,30.56,100.0%
"形态: 两连阴 (-1.98%, -1.51%)",1,16.58,16.58,100.0%
量能: 放量 (1.90X) | 形态: 10日内有涨停,1,16.37,22.81,100.0%
"形态: 两连阴 (-2.62%, -0.51%)",1,16.22,18.0,100.0%
"形态: 两连阴 (-2.14%, -1.60%)",1,14.92,21.03,100.0%
量能: 放量 (1.82X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,12.9,12.9,100.0%
"形态: 两连阴 (-2.22%, -1.59%)",1,12.79,12.79,100.0%
"形态: 两连阴 (-3.26%, -1.96%)",1,12.27,12.27,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.32%, -2.37%) | 趋势: 高于MA20",1,12.13,14.85,100.0%
"形态: 两连阴 (-2.62%, -2.56%)",1,11.81,11.81,100.0%
"形态: 两连阴 (-2.87%, -2.87%)",1,10.51,15.64,100.0%
量能: 放量 (1.97X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,10.06,10.06,100.0%
"形态: 两连阴 (-1.96%, -1.68%)",1,10.03,10.03,100.0%
"形态: 两连阴 (-2.53%, -4.77%)",1,10.0,10.0,100.0%
"形态: 两连阴 (-1.59%, -0.92%) | 动量: 突破转强 (阳线上穿5/10)",1,9.98,9.98,100.0%
量能: 放量 (1.71X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,9.92,9.92,100.0%
量能: 放量 (2.25X) | 动量: 突破转强 (阳线上穿5/10),1,9.9,12.51,100.0%
量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,9.64,15.7,100.0%
"形态: 两连阴 (-1.09%, -0.88%)",1,9.52,9.52,100.0%
"形态: 两连阴 (-2.27%, -0.22%) | 趋势: 高于MA20",1,9.52,9.52,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.09%, -0.37%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,9.23,9.23,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.28%, -1.59%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,9.21,9.21,100.0%
量能: 放量 (2.25X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.88,8.88,100.0%
