触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.09X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,40.53,40.53,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.88%, -3.95%) | 趋势: 高于MA20",1,25.53,25.53,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.69%, -1.79%) | 趋势: 高于MA20",1,23.14,23.14,100.0%
"形态: 两连阴 (-2.96%, -4.99%)",1,21.59,21.59,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.83%, -0.40%)",1,18.84,19.5,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -10.01%)",1,18.4,20.77,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.88%, -3.39%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,18.12,18.12,100.0%
"形态: 两连阴 (-3.24%, -1.48%)",1,16.19,16.19,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.50X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,16.17,16.17,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.39%, -1.39%) | 趋势: 高于MA20",1,15.5,17.6,100.0%
"形态: 两连阴 (-2.59%, -0.85%)",1,15.24,15.24,100.0%
"形态: 两连阴 (-0.29%, -0.98%)",1,14.94,14.94,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-6.53%, -3.49%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,14.65,14.65,100.0%
"形态: 两连阴 (-5.85%, -0.76%)",1,12.8,12.8,100.0%
"形态: 两连阴 (-7.18%, -3.07%)",1,12.53,12.53,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.00%, -2.64%)",1,12.47,12.47,100.0%
"形态: 两连阴 (-3.52%, -1.75%)",1,11.86,11.86,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.59X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,11.84,11.84,100.0%
"形态: 两连阴 (-1.73%, -2.89%)",1,11.21,11.21,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.03%, -2.30%) | 趋势: 高于MA20",1,11.15,11.15,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.91%, -4.85%) | 趋势: 高于MA20",1,10.36,10.36,100.0%
"形态: 两连阴 (-2.04%, -0.75%)",1,9.89,9.89,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.03X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,9.88,9.88,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.31%, -9.99%) | 趋势: 高于MA20",1,9.38,9.38,100.0%
"形态: 两连阴 (-2.81%, -2.17%)",1,8.17,8.17,100.0%
"形态: 两连阴 (-0.60%, -0.49%)",1,8.14,8.14,100.0%
"形态: 两连阴 (-2.17%, -9.67%)",1,8.13,10.77,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.87%, -1.05%)",1,7.81,7.81,100.0%
"形态: 两连阴 (-7.87%, -0.73%)",1,7.69,7.69,100.0%
"形态: 两连阴 (-0.64%, -3.12%)",1,7.39,7.39,100.0%
"形态: 两连阴 (-4.35%, -2.15%)",1,7.34,7.34,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.71%, -4.55%)",1,7.2,7.2,100.0%
"形态: 两连阴 (-3.68%, -0.37%)",1,7.15,8.45,100.0%
"形态: 两连阴 (-3.74%, -0.09%)",1,6.84,12.03,100.0%
量能: 放量 (2.80X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,6.71,6.71,100.0%
"形态: 两连阴 (-1.72%, -2.42%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,6.62,6.62,100.0%
"形态: 两连阴 (-1.22%, -0.80%)",1,6.6,6.6,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.83%, -2.53%)",1,6.51,6.51,100.0%
"形态: 两连阴 (-2.64%, -0.68%)",1,6.39,11.76,100.0%
"形态: 两连阴 (-1.82%, -2.51%)",1,6.36,6.36,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.69%, -1.43%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,6.27,7.6,100.0%
