触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
量能: 放量 (2.34X),1,307.59,307.59,100.0%
"形态: 两连阴 (-4.46%, -0.18%)",1,296.2,296.2,100.0%
"形态: 两连阴 (-1.70%, -0.46%)",1,270.79,279.38,100.0%
"形态: 两连阴 (-3.24%, -0.20%)",1,203.94,213.61,100.0%
量能: 放量 (2.13X),1,157.8,180.68,100.0%
"形态: 两连阴 (-5.36%, -1.82%)",1,138.47,138.47,100.0%
量能: 放量 (1.66X) | 形态: 10日内有涨停,1,130.35,131.23,100.0%
量能: 放量 (2.40X),1,128.14,145.78,100.0%
"形态: 两连阴 (-1.07%, -2.16%)",1,88.96,88.96,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.91%, -4.85%) | 趋势: 高于MA20",1,87.66,87.66,100.0%
"形态: 两连阴 (-1.66%, -1.41%)",1,84.2,98.54,100.0%
"量能: 放量 (1.78X) | 形态: 两连阴 (-1.12%, -0.39%)",1,80.0,91.09,100.0%
"形态: 两连阴 (-1.44%, -1.26%)",1,78.11,86.52,100.0%
"形态: 两连阴 (-1.89%, -1.64%)",1,69.91,69.91,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.00%, -4.61%)",1,68.72,68.72,100.0%
"形态: 两连阴 (-0.13%, -2.14%)",1,66.84,66.84,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.17%, -8.98%) | 趋势: 高于MA20",1,66.63,66.63,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,64.41,64.41,100.0%
量能: 放量 (2.86X),1,63.42,75.66,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.99%, -3.33%)",1,63.32,63.32,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-8.68%, -0.95%)",1,63.0,63.0,100.0%
"形态: 两连阴 (-0.06%, -0.16%)",1,62.65,62.65,100.0%
"形态: 两连阴 (-3.24%, -1.48%)",1,61.72,65.47,100.0%
量能: 放量 (1.55X),2,60.3,66.715,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-6.48%, -5.34%)",1,57.21,57.21,100.0%
"形态: 两连阴 (-3.57%, -2.86%)",1,56.97,56.97,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.00%, -1.99%)",1,56.68,56.68,100.0%
"形态: 两连阴 (-1.12%, -1.07%)",1,54.95,54.95,100.0%
"形态: 两连阴 (-3.52%, -1.75%)",1,50.2,50.2,100.0%
"形态: 两连阴 (-6.76%, -2.97%)",1,48.13,48.13,100.0%
"形态: 两连阴 (-2.32%, -1.12%)",1,48.04,48.04,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.39%, -1.39%) | 趋势: 高于MA20",1,47.33,47.33,100.0%
"形态: 两连阴 (-2.24%, -0.27%)",1,47.13,47.13,100.0%
"形态: 两连阴 (-6.20%, -4.69%)",1,46.84,46.84,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.06%, -0.44%)",1,46.58,46.58,100.0%
"形态: 两连阴 (-0.26%, -2.32%)",1,46.46,46.46,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.99%, -4.58%)",1,46.26,46.26,100.0%
"形态: 两连阴 (-1.96%, -0.24%)",1,45.63,45.63,100.0%
量能: 放量 (2.36X) | 形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),1,45.27,48.64,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.58%, -2.73%)",1,45.06,45.06,100.0%
"形态: 两连阴 (-4.35%, -2.15%)",1,45.01,46.49,100.0%
"量能: 放量 (1.51X) | 形态: 两连阴 (-5.68%, -2.48%)",1,44.55,44.55,100.0%
"形态: 两连阴 (-5.11%, -4.61%)",1,44.31,44.31,100.0%
"形态: 两连阴 (-1.22%, -0.80%)",1,44.21,61.96,100.0%
"形态: 两连阴 (-7.18%, -3.07%)",1,43.87,43.87,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.83%, -0.40%)",1,43.49,43.49,100.0%
"形态: 两连阴 (-0.24%, -2.29%)",1,43.18,43.18,100.0%
"形态: 两连阴 (-0.98%, -1.90%)",1,42.75,47.02,100.0%
"形态: 两连阴 (-3.85%, -4.25%)",1,42.74,42.74,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.00%, -2.64%)",1,42.49,42.49,100.0%
"形态: 两连阴 (-1.43%, -2.08%)",1,41.45,41.45,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.15%, -2.17%)",1,41.25,63.59,100.0%
"形态: 两连阴 (-5.49%, -1.50%)",1,40.92,40.92,100.0%
"形态: 两连阴 (-8.40%, -2.35%)",1,40.72,44.94,100.0%
"形态: 两连阴 (-0.60%, -0.49%)",1,40.68,40.68,100.0%
"量能: 放量 (2.24X) | 形态: 两连阴 (-1.60%, -1.37%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,40.45,40.45,100.0%
量能: 放量 (1.86X) | 动量: 突破转强 (阳线上穿5/10),1,40.35,40.35,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.65X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,40.325,40.325,100.0%
量能: 放量 (2.19X),1,39.82,46.84,100.0%
"形态: 两连阴 (-9.98%, -1.41%)",1,38.52,38.52,100.0%
"形态: 两连阴 (-5.62%, -1.23%)",1,38.15,38.15,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.51%, -2.31%)",1,37.88,46.93,100.0%
"形态: 两连阴 (-2.18%, -2.47%)",1,37.77,37.77,100.0%
"形态: 两连阴 (-3.65%, -1.58%)",1,37.45,37.45,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-9.00%, -6.35%)",1,37.22,38.34,100.0%
量能: 放量 (1.54X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,37.12,37.12,100.0%
"形态: 两连阴 (-4.18%, -1.44%)",1,37.03,37.03,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.63%, -2.75%)",1,36.73,36.73,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.72%, -7.25%) | 趋势: 高于MA20",1,36.15,36.15,100.0%
"形态: 两连阴 (-4.04%, -2.57%)",1,34.82,34.82,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-5.61%, -0.48%) | 趋势: 高于MA20",1,34.53,34.53,100.0%
量能: 放量 (2.30X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,33.76,33.76,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.59%, -1.77%)",1,33.73,33.73,100.0%
"形态: 两连阴 (-6.06%, -2.15%)",1,33.15,33.15,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.31%, -9.99%) | 趋势: 高于MA20",1,33.06,54.3,100.0%
"形态: 两连阴 (-2.15%, -2.72%)",1,33.03,33.03,100.0%
量能: 放量 (1.82X) | 形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),1,32.75,32.75,100.0%
"形态: 两连阴 (-2.97%, -1.16%)",1,32.67,163.04,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.40%, -4.07%) | 趋势: 高于MA20",1,32.58,32.58,100.0%
量能: 放量 (1.59X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,32.45,32.45,100.0%
"量能: 放量 (1.71X) | 形态: 两连阴 (-2.33%, -2.49%)",1,31.27,34.33,100.0%
"形态: 两连阴 (-1.41%, -2.80%)",1,30.9,30.9,100.0%
"形态: 两连阴 (-3.37%, -0.96%)",1,30.26,36.11,100.0%
量能: 放量 (2.14X) | 形态: 10日内有涨停,1,30.13,31.58,100.0%
"量能: 放量 (1.59X) | 形态: 两连阴 (-3.02%, -5.46%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,30.12,30.12,100.0%
"形态: 两连阴 (-2.83%, -4.18%)",1,29.36,29.36,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.10%, -5.75%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,29.0,29.0,100.0%
量能: 放量 (1.57X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,28.98,28.98,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-7.20%, -3.39%)",1,28.9,28.9,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.57X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,28.85,28.85,100.0%
"形态: 两连阴 (-0.40%, -0.16%)",1,28.78,35.4,100.0%
