代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
003042,2026-04-30,17.09,16.65,-2.57,1.7,0,8,动量: 突破转强 (阳线上穿5/10)
003042,2026-05-06,17.15,16.65,-2.92,1.34,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002237,2026-04-30,16.61,15.23,-8.31,3.19,0,8,趋势: 高于MA20
002237,2026-05-06,17.05,15.23,-10.67,0.53,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603022,2026-04-30,11.3,11.36,0.53,3.45,1,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603022,2026-05-06,11.46,11.36,-0.87,2.01,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000862,2026-04-30,6.47,6.95,7.42,16.38,1,8,趋势: 高于MA20
000862,2026-05-06,6.79,6.95,2.36,10.9,1,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000407,2026-04-30,4.84,4.48,-7.44,-1.86,0,8,量能: 放量 (1.83X) | 趋势: 高于MA20
000407,2026-05-06,4.75,4.48,-5.68,-1.68,0,7,趋势: 高于MA20
002669,2026-04-30,13.47,14.08,4.53,6.9,1,8,"形态: 两连阴 (-2.79%, -2.87%) | 趋势: 高于MA20"
002669,2026-05-06,13.54,14.08,3.99,6.35,1,7,"形态: 两连阴 (-2.87%, -0.59%) | 趋势: 高于MA20"
002345,2026-04-30,10.57,9.72,-8.04,-0.09,0,8,量能: 放量 (2.22X)
000948,2026-05-06,15.17,14.73,-2.9,1.98,0,7,量能: 放量 (1.51X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600802,2026-04-30,5.66,5.55,-1.94,3.89,0,8,动量: 突破转强 (阳线上穿5/10)
600802,2026-05-06,5.75,5.55,-3.48,2.26,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600643,2026-05-06,4.88,4.72,-3.28,2.87,0,7,动量: 突破转强 (阳线上穿5/10)
603356,2026-04-30,19.1,19.91,4.24,6.02,1,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603356,2026-05-06,19.08,19.91,4.35,6.13,1,7,趋势: 高于MA20
600051,2026-04-30,7.77,7.45,-4.12,1.93,0,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600051,2026-05-06,7.86,7.45,-5.22,0.76,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002277,2026-04-30,6.17,6.54,6.0,9.24,1,8,量能: 放量 (1.86X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002277,2026-05-06,6.22,6.54,5.14,8.36,1,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603335,2026-04-30,7.07,7.33,3.68,7.21,1,8,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603335,2026-05-06,7.05,7.33,3.97,7.52,1,7,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
600191,2026-04-30,12.7,11.0,-13.39,1.26,0,8,趋势: 高于MA20
600191,2026-05-06,12.79,11.0,-14.0,0.55,0,7,趋势: 高于MA20
000953,2026-04-30,6.99,7.1,1.57,1.72,1,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000953,2026-05-06,6.95,7.1,2.16,2.3,1,7,趋势: 高于MA20
600510,2026-04-30,11.06,10.02,-9.4,4.7,0,8,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.27%, -0.99%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
600510,2026-05-06,11.24,10.02,-10.85,3.02,0,7,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002131,2026-04-30,6.45,6.58,2.02,9.77,1,8,"形态: 两连阴 (-3.24%, -0.15%)"
002131,2026-05-06,6.82,6.58,-3.52,3.81,0,7,"形态: 两连阴 (-0.15%, -1.83%)"
000058,2026-04-30,8.2,7.93,-3.29,3.05,0,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000058,2026-05-06,8.23,7.93,-3.65,2.67,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000950,2026-05-06,5.87,6.68,13.8,16.01,1,7,"形态: 两连阴 (-0.84%, -1.69%)"
002806,2026-04-30,14.08,14.67,4.19,7.95,1,8,趋势: 高于MA20
002806,2026-05-06,14.31,14.67,2.52,6.22,1,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002596,2026-04-30,3.76,3.92,4.26,7.18,1,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002596,2026-05-06,3.83,3.92,2.35,5.22,1,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002097,2026-05-06,10.02,9.7,-3.19,2.69,0,7,"形态: 两连阴 (-0.30%, -0.80%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
603889,2026-04-30,8.71,8.23,-5.51,-0.34,0,8,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603889,2026-05-06,8.42,8.23,-2.26,3.09,0,7,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.76X)
600233,2026-04-30,21.5,20.28,-5.67,-0.09,0,8,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600233,2026-05-06,21.48,20.28,-5.59,-0.61,0,7,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600515,2026-04-30,3.61,3.28,-9.14,-1.66,0,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002582,2026-04-30,12.55,12.13,-3.35,1.59,0,8,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.87%, -1.11%) | 趋势: 高于MA20"
002582,2026-05-06,12.75,12.13,-4.86,-1.25,0,7,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
601118,2026-04-30,7.19,7.2,0.14,8.62,1,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
601118,2026-05-06,7.39,7.2,-2.57,5.68,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603738,2026-04-30,38.32,55.58,45.04,45.04,1,8,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603738,2026-05-06,38.85,55.58,43.06,43.06,1,7,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000505,2026-04-30,6.61,6.64,0.45,8.17,1,8,动量: 突破转强 (阳线上穿5/10)
000505,2026-05-06,6.69,6.64,-0.75,6.88,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
