触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"量能: 放量 (1.77X) | 形态: 两连阴 (-0.06%, -1.66%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,60.18,62.93,100.0%
"形态: 两连阴 (-10.00%, -10.05%)",1,41.76,41.76,100.0%
"形态: 两连阴 (-2.61%, -3.85%)",1,38.98,38.98,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.50X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,38.37,38.37,100.0%
量能: 放量 (1.70X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,37.01,37.01,100.0%
量能: 放量 (2.94X) | 形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),1,35.68,35.68,100.0%
量能: 放量 (2.11X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,33.92,88.36,100.0%
量能: 放量 (2.16X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,31.9,45.02,100.0%
"形态: 两连阴 (-9.94%, -3.07%)",1,30.47,40.36,100.0%
"形态: 两连阴 (-9.99%, -6.15%)",1,30.25,30.75,100.0%
"形态: 两连阴 (-0.24%, -9.99%)",1,28.3,28.8,100.0%
"形态: 两连阴 (-2.02%, -2.95%)",1,28.18,75.59,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.48%, -3.35%) | 趋势: 高于MA20",1,28.13,29.56,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.44%, -0.18%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,28.09,28.09,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.37%, -5.30%) | 趋势: 高于MA20",1,27.93,27.93,100.0%
量能: 放量 (1.71X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,27.26,46.04,100.0%
"形态: 两连阴 (-3.07%, -2.78%)",1,26.84,36.46,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.77%, -3.37%) | 趋势: 高于MA20",1,26.62,26.62,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.70X) | 形态: 10日内有涨停 | 趋势: 高于MA20,2,26.56,45.035,50.0%
"形态: 两连阴 (-4.02%, -1.78%)",1,25.91,25.91,100.0%
"形态: 两连阴 (-1.45%, -2.89%) | 趋势: 高于MA20",1,25.04,25.04,100.0%
"形态: 两连阴 (-2.31%, -3.14%)",1,24.69,24.69,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.75%, -2.03%) | 趋势: 高于MA20",1,24.55,24.55,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.56X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,23.83,23.83,100.0%
"形态: 两连阴 (-1.56%, -3.43%)",1,23.51,23.51,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.64%, -1.24%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,22.88,22.88,100.0%
"形态: 两连阴 (-2.09%, -4.47%)",1,22.13,22.13,100.0%
量能: 放量 (2.21X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,21.66,21.66,100.0%
"形态: 两连阴 (-4.48%, -0.40%)",1,21.56,44.16,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.02%, -0.36%) | 趋势: 高于MA20",1,21.51,27.65,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.11%, -6.64%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,20.75,21.02,100.0%
量能: 放量 (1.86X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,20.42,20.42,100.0%
"形态: 两连阴 (-0.75%, -1.51%)",1,20.26,20.26,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.08%, -6.51%) | 趋势: 高于MA20",1,20.2,20.47,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.64%, -2.78%) | 趋势: 高于MA20",1,19.83,22.87,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-6.48%, -2.51%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,19.71,21.05,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.12%, -2.49%)",1,19.51,24.45,100.0%
量能: 放量 (2.45X),1,19.49,24.4,100.0%
"形态: 两连阴 (-1.51%, -3.06%)",1,19.32,19.32,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.36X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,18.89,23.81,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.78%, -3.63%) | 趋势: 高于MA20",1,18.88,21.9,100.0%
"形态: 两连阴 (-2.79%, -2.87%) | 趋势: 高于MA20",1,18.56,18.56,100.0%
"形态: 两连阴 (-2.87%, -0.59%) | 趋势: 高于MA20",1,17.95,17.95,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.18%, -2.06%) | 趋势: 高于MA20",1,17.9,37.11,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.56%, -0.42%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,17.85,17.85,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.27%, -3.38%) | 趋势: 高于MA20",1,17.84,40.18,100.0%
"形态: 两连阴 (-0.30%, -6.00%)",1,17.82,17.82,100.0%
"形态: 两连阴 (-27.03%, -3.95%)",1,17.64,17.64,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.52%, -4.13%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,17.34,17.34,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.77%, -3.51%)",1,16.86,16.86,100.0%
"形态: 两连阴 (-3.84%, -0.15%)",1,16.68,21.58,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.11X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,16.62,16.62,100.0%
"形态: 两连阴 (-0.96%, -0.19%)",1,16.27,18.86,100.0%
量能: 放量 (1.50X),1,15.97,15.97,100.0%
"形态: 两连阴 (-4.22%, -2.78%) | 趋势: 高于MA20",1,15.84,24.62,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.26%, -9.99%)",1,15.79,20.91,100.0%
"形态: 两连阴 (-1.72%, -3.11%)",1,15.78,15.78,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.08%, -3.62%) | 趋势: 高于MA20",1,15.74,15.74,100.0%
"形态: 两连阴 (-2.59%, -0.37%)",1,15.53,16.48,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.89%, -5.46%) | 趋势: 高于MA20",1,15.24,15.24,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-6.89%, -1.42%) | 趋势: 高于MA20",1,15.15,15.15,100.0%
"形态: 两连阴 (-1.51%, -3.30%)",1,15.04,15.75,100.0%
量能: 放量 (1.68X),1,15.0,17.35,100.0%
"量能: 放量 (1.51X) | 形态: 两连阴 (-3.07%, -1.32%)",1,14.78,14.78,100.0%
"形态: 两连阴 (-0.67%, -1.51%)",1,14.57,15.28,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.82%, -3.36%) | 趋势: 高于MA20",1,14.43,14.43,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.60X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,14.24,22.87,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.97%, -5.74%) | 趋势: 高于MA20",1,13.66,13.66,100.0%
量能: 放量 (1.82X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,13.61,13.61,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.92X) | 趋势: 高于MA20,1,13.42,13.42,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.36%, -1.94%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,13.15,18.87,100.0%
