触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"形态: 10日内有涨停 | 形态: 两连阴 (-5.95%, -8.67%)",1,1.06,4.45,100.0%
"形态: 两连阴 (-0.38%, -0.51%)",1,1.06,1.06,100.0%
"形态: 两连阴 (-2.19%, -0.15%)",1,1.04,1.04,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.57%, -6.11%)",1,0.9,2.03,100.0%
"形态: 两连阴 (-2.78%, -10.00%)",1,0.86,0.86,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.92%, -1.89%) | 趋势: 高于MA20",1,0.8,0.8,100.0%
"形态: 两连阴 (-4.19%, -0.11%)",1,0.79,2.36,100.0%
"形态: 两连阴 (-0.18%, -0.18%)",1,0.74,0.74,100.0%
量能: 放量 (2.15X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.72,2.17,100.0%
"形态: 两连阴 (-2.57%, -3.46%)",1,0.68,0.68,100.0%
"量能: 放量 (1.86X) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.85%, -9.98%)",1,0.64,0.64,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.36%, -5.26%)",1,0.6,0.6,100.0%
"形态: 两连阴 (-0.82%, -0.83%)",1,0.54,4.89,100.0%
"形态: 两连阴 (-3.55%, -5.57%)",1,0.49,9.56,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.27%, -0.18%) | 趋势: 高于MA20",1,0.48,0.48,100.0%
量能: 放量 (1.52X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,0.46499999999999986,8.945,50.0%
"形态: 两连阴 (-5.72%, -9.87%)",1,0.45,0.67,100.0%
量能: 放量 (1.52X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,0.4,3.14,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.42%, -3.05%)",1,0.4,0.4,100.0%
"形态: 两连阴 (-0.18%, -3.04%)",1,0.38,0.38,100.0%
"形态: 两连阴 (-1.39%, -0.79%)",1,0.35,2.68,100.0%
"形态: 两连阴 (-4.30%, -1.59%)",1,0.14,0.28,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.50%, -4.92%)",1,0.12,0.12,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.25%, -4.83%)",1,0.11,0.11,100.0%
"形态: 两连阴 (-4.84%, -8.05%)",1,0.1,0.1,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.81%, -4.53%)",1,0.0,0.0,0.0%
"形态: 两连阴 (-5.12%, -2.92%)",1,0.0,0.0,0.0%
"形态: 两连阴 (-2.85%, -0.98%)",1,-0.12,2.1,0.0%
"形态: 两连阴 (-2.47%, -0.48%) | 动量: 突破转强 (阳线上穿5/10)",1,-0.16,-0.16,0.0%
"形态: 两连阴 (-4.57%, -3.26%)",1,-0.19,4.83,0.0%
"形态: 两连阴 (-3.18%, -1.31%)",1,-0.23,-0.23,0.0%
"形态: 两连阴 (-2.86%, -5.42%)",1,-0.26,-0.26,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.64%, -4.36%)",1,-0.28,-0.28,0.0%
"形态: 两连阴 (-0.88%, -1.13%)",1,-0.29,5.84,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.88%, -4.04%) | 趋势: 高于MA20",1,-0.31,-0.31,0.0%
"形态: 两连阴 (-1.37%, -0.32%)",1,-0.31,4.5,0.0%
"形态: 两连阴 (-3.92%, -7.61%)",1,-0.35,-0.35,0.0%
"形态: 两连阴 (-1.45%, -4.24%)",1,-0.36,1.43,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.11%, -7.85%) | 趋势: 高于MA20",1,-0.4,-0.4,0.0%
"形态: 两连阴 (-0.51%, -2.70%)",1,-0.42,0.83,0.0%
"形态: 两连阴 (-1.09%, -0.88%)",1,-0.43,7.03,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.15%, -9.50%)",1,-0.47,-0.47,0.0%
"形态: 两连阴 (-1.54%, -1.93%)",1,-0.51,-0.13,0.0%
"形态: 两连阴 (-0.25%, -1.28%)",1,-0.51,3.28,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.10%, -5.64%) | 趋势: 高于MA20",1,-0.52,-0.52,0.0%
"形态: 两连阴 (-0.19%, -1.73%)",1,-0.57,2.83,0.0%
"形态: 两连阴 (-1.44%, -0.42%)",1,-0.62,6.22,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.08%, -7.25%)",1,-0.64,-0.64,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.17%, -9.55%)",1,-0.67,-0.67,0.0%
"形态: 两连阴 (-1.93%, -3.57%)",1,-0.68,0.0,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.70%, -2.11%)",1,-0.72,6.88,0.0%
"形态: 两连阴 (-1.82%, -4.28%)",1,-0.77,-0.77,0.0%
"形态: 两连阴 (-1.02%, -3.36%)",1,-0.78,2.33,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.68%, -6.70%)",1,-0.8,-0.8,0.0%
"形态: 两连阴 (-0.14%, -1.63%)",1,-0.85,-0.85,0.0%
量能: 放量 (1.50X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-0.95,4.93,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.98%, -7.27%)",1,-0.98,-0.98,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.70%, -3.31%)",1,-1.0,-1.0,0.0%
"形态: 两连阴 (-0.83%, -4.06%)",1,-1.01,0.9,0.0%
"形态: 两连阴 (-3.76%, -5.99%)",1,-1.02,-1.02,0.0%
"形态: 两连阴 (-1.11%, -2.62%)",1,-1.05,-1.05,0.0%
"形态: 两连阴 (-9.96%, -3.31%)",1,-1.08,6.49,0.0%
"形态: 两连阴 (-2.02%, -2.06%)",1,-1.09,-1.09,0.0%
"形态: 两连阴 (-0.22%, -1.97%)",1,-1.09,3.49,0.0%
"形态: 两连阴 (-0.46%, -1.14%)",1,-1.14,2.06,0.0%
量能: 放量 (1.55X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.22,20.08,0.0%
量能: 放量 (1.50X) | 动量: 突破转强 (阳线上穿5/10),1,-1.26,-1.26,0.0%
"形态: 两连阴 (-1.69%, -2.19%)",1,-1.46,-1.14,0.0%
"形态: 两连阴 (-4.68%, -2.14%)",1,-1.48,-1.48,0.0%
"形态: 两连阴 (-0.63%, -2.05%)",1,-1.5,3.86,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.47%, -4.67%)",1,-1.51,-0.46,0.0%
"形态: 两连阴 (-0.45%, -2.45%)",1,-1.53,2.61,0.0%
"形态: 两连阴 (-1.40%, -0.57%)",1,-1.54,1.12,0.0%
"形态: 两连阴 (-2.37%, -1.10%)",1,-1.56,-1.56,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-8.26%, -5.14%)",1,-1.6,-1.6,0.0%
"形态: 两连阴 (-1.16%, -0.94%)",1,-1.62,2.08,0.0%
"形态: 两连阴 (-0.19%, -1.06%)",1,-1.63,1.73,0.0%
量能: 放量 (1.61X) | 动量: 突破转强 (阳线上穿5/10),1,-1.66,0.83,0.0%
"形态: 两连阴 (-0.40%, -1.06%)",1,-1.69,2.34,0.0%
"形态: 两连阴 (-0.15%, -2.21%)",1,-1.71,-1.24,0.0%
"形态: 两连阴 (-0.57%, -1.46%)",1,-1.72,5.53,0.0%
"形态: 两连阴 (-2.28%, -0.33%)",1,-1.72,-1.61,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.35%, -0.21%)",1,-1.74,-1.53,0.0%
量能: 放量 (2.67X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-1.76,-1.76,0.0%
"形态: 两连阴 (-0.84%, -0.56%)",1,-1.76,-1.18,0.0%
"形态: 两连阴 (-3.00%, -0.40%)",1,-1.77,-1.01,0.0%
"形态: 两连阴 (-0.55%, -4.63%)",1,-1.78,-1.78,0.0%
"形态: 两连阴 (-1.70%, -1.95%)",1,-1.82,-1.82,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.51%, -2.37%) | 趋势: 高于MA20",1,-1.83,-1.83,0.0%
"形态: 两连阴 (-1.39%, -1.09%)",1,-1.85,-0.62,0.0%
"形态: 两连阴 (-0.38%, -1.14%)",1,-1.87,5.06,0.0%
"形态: 两连阴 (-4.29%, -2.07%) | 动量: 突破转强 (阳线上穿5/10)",1,-1.92,0.96,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.27%, -3.17%)",1,-1.93,-1.03,0.0%
量能: 放量 (2.24X) | 动量: 突破转强 (阳线上穿5/10),1,-2.01,10.07,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.01%, -1.93%)",1,-2.03,-2.03,0.0%
"形态: 两连阴 (-0.54%, -5.78%)",1,-2.1,-2.1,0.0%
"形态: 两连阴 (-2.65%, -2.09%)",1,-2.11,1.06,0.0%
量能: 放量 (1.64X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-2.1149999999999998,3.5599999999999996,50.0%
"形态: 两连阴 (-0.98%, -1.89%) | 趋势: 高于MA20",1,-2.15,-0.09,0.0%
"形态: 两连阴 (-0.25%, -2.84%)",1,-2.18,-0.85,0.0%
"形态: 两连阴 (-1.21%, -0.35%)",1,-2.22,5.29,0.0%
"形态: 两连阴 (-5.76%, -7.68%)",1,-2.22,0.47,0.0%
"形态: 两连阴 (-2.17%, -2.22%)",1,-2.26,-1.05,0.0%
"形态: 两连阴 (-2.34%, -3.83%)",1,-2.27,-1.76,0.0%
"形态: 两连阴 (-0.41%, -0.21%) | 趋势: 高于MA20",1,-2.29,4.44,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.73%, -4.33%)",1,-2.33,-2.33,0.0%
量能: 放量 (1.74X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.34,-2.34,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.33%, -1.00%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.34,5.6,0.0%
"形态: 两连阴 (-0.55%, -2.01%)",1,-2.35,1.68,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-6.50%, -4.03%)",1,-2.36,-2.36,0.0%
"形态: 两连阴 (-0.71%, -2.05%)",1,-2.37,4.21,0.0%
"形态: 两连阴 (-0.60%, -0.26%)",1,-2.39,1.62,0.0%
"形态: 两连阴 (-0.46%, -0.93%)",1,-2.4,-1.92,0.0%
量能: 放量 (1.58X) | 动量: 突破转强 (阳线上穿5/10),1,-2.41,2.81,0.0%
量能: 放量 (1.83X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-2.48,-1.96,0.0%
"形态: 两连阴 (-0.79%, -4.78%)",1,-2.49,8.97,0.0%
"形态: 两连阴 (-0.22%, -3.24%)",1,-2.49,-2.34,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.49%, -3.28%)",1,-2.49,-2.3,0.0%
"形态: 两连阴 (-0.54%, -5.48%)",1,-2.52,-2.52,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.31%, -2.30%)",1,-2.53,-2.11,0.0%
"形态: 两连阴 (-1.15%, -1.58%)",1,-2.55,3.16,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.53%, -7.82%)",1,-2.55,-2.55,0.0%
"形态: 两连阴 (-0.85%, -2.22%)",1,-2.56,3.75,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.02%, -1.22%)",1,-2.61,-2.61,0.0%
"量能: 放量 (2.02X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.60%, -1.08%) | 动量: 突破转强 (阳线上穿5/10)",1,-2.65,-0.55,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.35%, -4.86%)",1,-2.66,-2.47,0.0%
"形态: 两连阴 (-0.73%, -1.87%)",1,-2.66,-2.66,0.0%
"形态: 两连阴 (-0.20%, -1.98%)",1,-2.68,-1.86,0.0%
"形态: 两连阴 (-1.01%, -2.56%)",1,-2.7,-1.92,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.48%, -2.68%)",1,-2.71,-2.71,0.0%
"形态: 两连阴 (-0.24%, -0.37%)",1,-2.76,1.8,0.0%
"形态: 两连阴 (-2.66%, -3.14%)",1,-2.76,-2.47,0.0%
"形态: 两连阴 (-4.95%, -3.58%)",1,-2.81,-2.81,0.0%
量能: 放量 (1.69X) | 形态: 10日内有涨停,1,-2.84,-2.39,0.0%
"形态: 两连阴 (-1.11%, -2.64%)",1,-2.87,2.97,0.0%
"形态: 两连阴 (-0.34%, -2.48%)",1,-2.88,4.33,0.0%
"形态: 两连阴 (-1.25%, -0.27%)",1,-2.92,2.2,0.0%
"形态: 两连阴 (-3.00%, -0.33%)",1,-3.01,1.58,0.0%
"形态: 两连阴 (-3.50%, -2.04%)",1,-3.01,-2.08,0.0%
趋势: 高于MA20,78,-3.049871794871795,0.5269230769230769,20.51%
"形态: 10日内有涨停 | 形态: 两连阴 (-9.99%, -3.31%)",1,-3.08,-3.08,0.0%
"形态: 两连阴 (-0.67%, -2.22%)",1,-3.08,4.33,0.0%
量能: 放量 (1.56X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-3.1199999999999997,1.57,50.0%
"形态: 两连阴 (-1.22%, -0.96%)",1,-3.13,2.32,0.0%
"形态: 两连阴 (-0.99%, -0.25%)",1,-3.16,0.24,0.0%
"形态: 两连阴 (-0.29%, -1.46%)",1,-3.17,1.73,0.0%
"形态: 两连阴 (-1.99%, -3.16%)",1,-3.21,6.0,0.0%
"形态: 两连阴 (-0.93%, -0.70%)",1,-3.22,3.68,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.10%, -3.78%)",1,-3.25,-3.25,0.0%
"形态: 两连阴 (-3.60%, -9.99%)",1,-3.26,-3.26,0.0%
"形态: 两连阴 (-0.72%, -0.96%)",1,-3.28,1.87,0.0%
"形态: 两连阴 (-1.31%, -1.02%)",1,-3.28,6.15,0.0%
"形态: 两连阴 (-7.96%, -0.35%)",1,-3.3,0.33,0.0%
"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.58X) | 形态: 两连阴 (-4.69%, -1.97%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-3.3,-3.3,0.0%
"形态: 两连阴 (-0.23%, -1.81%)",1,-3.34,1.78,0.0%
"形态: 两连阴 (-0.61%, -1.08%)",1,-3.34,2.74,0.0%
"形态: 两连阴 (-0.40%, -1.61%)",1,-3.37,2.58,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.16%, -1.92%) | 趋势: 高于MA20",1,-3.37,-0.84,0.0%
"形态: 两连阴 (-0.31%, -3.28%)",1,-3.37,-2.5,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.63%, -1.56%) | 趋势: 高于MA20",1,-3.41,0.9,0.0%
"形态: 两连阴 (-0.90%, -1.82%)",1,-3.45,1.15,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-6.80%, -4.75%)",1,-3.48,-3.48,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.54%, -7.88%)",1,-3.5,-3.5,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.80%, -4.07%)",1,-3.51,-3.51,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -9.99%)",1,-3.55,-3.55,0.0%
"形态: 两连阴 (-3.37%, -2.00%)",1,-3.55,3.17,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.05%, -7.45%)",1,-3.58,-3.58,0.0%
"形态: 两连阴 (-1.53%, -4.55%)",1,-3.63,-2.18,0.0%
"形态: 两连阴 (-0.14%, -2.59%)",1,-3.64,-1.82,0.0%
"形态: 两连阴 (-1.34%, -0.17%)",1,-3.65,0.66,0.0%
"形态: 两连阴 (-1.33%, -0.27%)",1,-3.65,4.81,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -9.99%)",1,-3.69,-3.69,0.0%
"形态: 两连阴 (-1.09%, -1.26%)",1,-3.73,1.87,0.0%
"形态: 两连阴 (-2.39%, -1.47%)",1,-3.73,1.62,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.79%, -1.39%)",1,-3.77,0.89,0.0%
"形态: 两连阴 (-8.76%, -6.56%)",1,-3.79,-3.79,0.0%
"形态: 两连阴 (-0.61%, -4.26%)",1,-3.79,-3.79,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.27%, -0.29%)",1,-3.8,-3.8,0.0%
"形态: 两连阴 (-0.84%, -4.33%)",1,-3.84,-3.84,0.0%
"形态: 两连阴 (-7.37%, -7.46%)",1,-3.86,-3.86,0.0%
"形态: 两连阴 (-0.57%, -1.27%)",1,-3.89,-1.09,0.0%
形态: 10日内有涨停 | 趋势: 高于MA20,67,-3.893582089552239,0.4726865671641791,23.88%
"形态: 两连阴 (-0.81%, -0.90%)",1,-3.9,1.99,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.27%, -2.57%)",1,-3.91,-3.91,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.71%, -2.89%)",1,-3.95,-3.95,0.0%
"形态: 两连阴 (-0.36%, -1.73%)",1,-3.95,2.67,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.23%, -2.21%)",1,-4.0,-4.0,0.0%
趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),125,-4.00016,1.23152,20.8%
"形态: 两连阴 (-0.97%, -0.82%)",1,-4.03,0.48,0.0%
"形态: 两连阴 (-0.39%, -4.25%) | 动量: 突破转强 (阳线上穿5/10)",1,-4.08,-1.08,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.48%, -2.39%)",1,-4.09,-1.96,0.0%
"形态: 两连阴 (-0.52%, -1.18%)",1,-4.15,2.98,0.0%
动量: 突破转强 (阳线上穿5/10),275,-4.207745454545455,0.3646181818181818,10.18%
"形态: 两连阴 (-8.51%, -2.25%)",1,-4.26,-4.26,0.0%
"形态: 两连阴 (-3.06%, -4.91%)",1,-4.26,2.99,0.0%
"形态: 两连阴 (-1.88%, -1.17%)",1,-4.31,3.63,0.0%
"形态: 两连阴 (-0.22%, -1.77%)",1,-4.36,0.44,0.0%
"形态: 两连阴 (-0.29%, -0.29%)",1,-4.38,-2.92,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.92%, -6.81%)",1,-4.41,-4.41,0.0%
"形态: 两连阴 (-3.32%, -1.05%)",1,-4.42,5.67,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.00%, -9.98%)",1,-4.43,-4.43,0.0%
量能: 放量 (2.11X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-4.45,-0.72,0.0%
