代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
002858,2026-04-03,14.06,17.1,21.62,21.62,1,18,"形态: 两连阴 (-7.39%, -1.61%)"
002858,2026-04-22,16.16,17.1,5.82,5.82,1,6,趋势: 高于MA20
002858,2026-04-24,15.53,17.1,10.11,10.11,1,4,趋势: 高于MA20
002858,2026-03-31,16.1,17.1,6.21,6.21,1,21,量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002519,2026-04-03,7.67,8.13,6.0,13.04,1,18,"形态: 10日内有涨停 | 形态: 两连阴 (-7.03%, -2.93%)"
002519,2026-04-02,7.96,8.13,2.14,8.92,1,19,形态: 10日内有涨停
002519,2026-04-22,8.52,8.13,-4.58,-3.76,0,6,趋势: 高于MA20
002519,2026-03-31,8.82,8.13,-7.82,-1.7,0,21,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-04-02,8.06,8.58,6.45,9.55,1,19,趋势: 高于MA20
600232,2026-04-10,8.59,8.58,-0.12,2.79,0,14,量能: 放量 (2.28X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-04-22,8.62,8.58,-0.46,-0.46,0,6,趋势: 高于MA20
600232,2026-04-24,8.37,8.58,2.51,2.51,1,4,"形态: 两连阴 (-2.38%, -0.58%)"
600232,2026-03-31,8.1,8.58,5.93,9.01,1,21,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600138,2026-04-10,9.27,9.01,-2.8,1.19,0,14,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600138,2026-04-24,9.12,9.01,-1.21,0.33,0,4,"形态: 两连阴 (-0.76%, -0.44%)"
000036,2026-04-10,4.92,5.59,13.62,13.62,1,14,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000036,2026-04-22,5.12,5.59,9.18,9.18,1,6,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000036,2026-04-24,5.18,5.59,7.92,7.92,1,4,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-04-03,12.9,13.88,7.6,7.6,1,18,"形态: 两连阴 (-0.44%, -2.28%)"
002811,2026-04-10,13.65,13.88,1.68,1.68,1,14,动量: 突破转强 (阳线上穿5/10)
002811,2026-04-24,13.25,13.88,4.75,4.75,1,4,"形态: 两连阴 (-1.39%, -2.45%)"
002811,2026-03-31,13.65,13.88,1.68,1.68,1,21,动量: 突破转强 (阳线上穿5/10)
603518,2026-04-10,8.99,9.95,10.68,10.68,1,14,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603518,2026-04-22,9.04,9.95,10.07,10.07,1,6,量能: 放量 (1.51X) | 趋势: 高于MA20
603518,2026-04-24,9.03,9.95,10.19,10.19,1,4,趋势: 高于MA20
002345,2026-04-03,10.4,10.57,1.63,8.17,1,18,趋势: 高于MA20
002345,2026-04-02,10.55,10.57,0.19,6.64,1,19,趋势: 高于MA20
002345,2026-04-10,10.72,10.57,-1.4,4.94,0,14,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002345,2026-04-22,11.02,10.57,-4.08,2.09,0,6,趋势: 高于MA20
002345,2026-04-24,10.86,10.57,-2.67,3.59,0,4,"形态: 两连阴 (-1.96%, -1.45%) | 趋势: 高于MA20"
603278,2026-04-22,12.82,11.2,-12.64,2.96,0,6,形态: 10日内有涨停 | 趋势: 高于MA20
603278,2026-04-24,12.45,11.2,-10.04,-4.34,0,4,形态: 10日内有涨停 | 趋势: 高于MA20
600601,2026-04-10,10.11,11.67,15.43,18.2,1,14,趋势: 高于MA20
600601,2026-04-22,11.82,11.67,-1.27,1.1,0,6,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600601,2026-04-24,11.52,11.67,1.3,3.73,1,4,形态: 10日内有涨停 | 趋势: 高于MA20
600970,2026-04-02,10.52,9.33,-11.31,6.75,0,19,动量: 突破转强 (阳线上穿5/10)
600970,2026-04-10,10.81,9.33,-13.69,-2.22,0,14,趋势: 高于MA20
600970,2026-04-22,10.22,9.33,-8.71,-0.88,0,6,"形态: 两连阴 (-0.76%, -0.19%)"
600970,2026-04-24,10.12,9.33,-7.81,-1.38,0,4,"形态: 两连阴 (-2.29%, -0.88%)"
002301,2026-04-22,6.77,6.9,1.92,10.04,1,6,"形态: 两连阴 (-1.03%, -0.45%)"
002301,2026-04-24,7.17,6.9,-3.77,0.0,0,4,量能: 放量 (2.52X) | 形态: 10日内有涨停 | 趋势: 高于MA20
002806,2026-04-03,13.06,14.08,7.81,12.48,1,18,动量: 突破转强 (阳线上穿5/10)
