代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
003042,2026-04-30,17.09,16.4,-4.04,1.7,0,11,动量: 突破转强 (阳线上穿5/10)
003042,2026-05-06,17.15,16.4,-4.37,1.34,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
003042,2026-05-15,16.65,16.4,-1.5,0.36,0,3,"形态: 两连阴 (-0.06%, -1.24%)"
003042,2026-05-18,16.71,16.4,-1.86,-0.36,0,2,"形态: 两连阴 (-1.24%, -0.72%)"
002237,2026-04-30,16.61,14.36,-13.55,3.19,0,11,趋势: 高于MA20
002237,2026-05-06,17.05,14.36,-15.78,0.53,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002237,2026-05-18,14.86,14.36,-3.36,-1.68,0,2,"形态: 两连阴 (-3.42%, -5.52%)"
603022,2026-04-30,11.3,11.56,2.3,3.45,1,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603022,2026-05-06,11.46,11.56,0.87,2.01,1,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603022,2026-05-15,11.36,11.56,1.76,1.76,1,3,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603022,2026-05-18,11.49,11.56,0.61,0.61,1,2,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.17%, -0.70%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
000862,2026-04-30,6.47,6.72,3.86,16.38,1,11,趋势: 高于MA20
000862,2026-05-06,6.79,6.72,-1.03,10.9,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000862,2026-05-15,6.95,6.72,-3.31,4.89,0,3,趋势: 高于MA20
000862,2026-05-18,7.11,6.72,-5.49,2.53,0,2,"形态: 两连阴 (-5.44%, -2.39%) | 趋势: 高于MA20"
000407,2026-04-30,4.84,4.83,-0.21,-0.21,0,11,量能: 放量 (1.83X) | 趋势: 高于MA20
000407,2026-05-06,4.75,4.83,1.68,1.68,1,10,趋势: 高于MA20
000407,2026-05-18,4.66,4.83,3.65,3.65,1,2,量能: 放量 (1.78X) | 动量: 突破转强 (阳线上穿5/10)
002669,2026-04-30,13.47,13.88,3.04,6.9,1,11,"形态: 两连阴 (-2.79%, -2.87%) | 趋势: 高于MA20"
002669,2026-05-06,13.54,13.88,2.51,6.35,1,10,"形态: 两连阴 (-2.87%, -0.59%) | 趋势: 高于MA20"
002669,2026-05-15,14.08,13.88,-1.42,-1.42,0,3,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.92X) | 趋势: 高于MA20
002669,2026-05-18,13.78,13.88,0.73,0.73,1,2,趋势: 多头排列 (5>20>60)
002345,2026-04-30,10.57,9.81,-7.19,-0.09,0,11,量能: 放量 (2.22X)
002345,2026-05-18,9.53,9.81,2.94,3.78,1,2,"形态: 两连阴 (-1.97%, -2.11%)"
000948,2026-05-06,15.17,14.46,-4.68,1.98,0,10,量能: 放量 (1.51X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000948,2026-05-18,14.8,14.46,-2.3,1.35,0,2,"形态: 两连阴 (-3.53%, -0.07%)"
600802,2026-04-30,5.66,5.48,-3.18,3.89,0,11,动量: 突破转强 (阳线上穿5/10)
600802,2026-05-06,5.75,5.48,-4.7,2.26,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600802,2026-05-18,5.55,5.48,-1.26,0.54,0,2,"形态: 两连阴 (-2.25%, -1.94%)"
600643,2026-05-06,4.88,4.66,-4.51,2.87,0,10,动量: 突破转强 (阳线上穿5/10)
600643,2026-05-18,4.73,4.66,-1.48,0.63,0,2,"形态: 两连阴 (-3.41%, -1.87%)"
600063,2026-05-18,6.23,6.11,-1.93,-0.64,0,2,"形态: 两连阴 (-1.51%, -0.31%)"
603356,2026-04-30,19.1,19.12,0.1,6.02,1,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603356,2026-05-06,19.08,19.12,0.21,6.13,1,10,趋势: 高于MA20
603356,2026-05-15,19.91,19.12,-3.97,-2.41,0,3,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.40%, -0.60%) | 趋势: 高于MA20"
603356,2026-05-18,19.43,19.12,-1.6,-0.1,0,2,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600051,2026-04-30,7.77,7.29,-6.18,1.93,0,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600051,2026-05-06,7.86,7.29,-7.25,0.76,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600051,2026-05-18,7.48,7.29,-2.54,-0.13,0,2,"形态: 两连阴 (-1.80%, -2.61%)"
002277,2026-04-30,6.17,6.52,5.67,9.24,1,11,量能: 放量 (1.86X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002277,2026-05-06,6.22,6.52,4.82,8.36,1,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002277,2026-05-15,6.54,6.52,-0.31,-0.31,0,3,量能: 放量 (1.82X) | 形态: 10日内有涨停 | 趋势: 高于MA20
002277,2026-05-18,6.44,6.52,1.24,1.24,1,2,形态: 10日内有涨停 | 趋势: 高于MA20
603335,2026-04-30,7.07,7.2,1.84,7.21,1,11,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603335,2026-05-06,7.05,7.2,2.13,7.52,1,10,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603335,2026-05-15,7.33,7.2,-1.77,-1.36,0,3,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.81%, -0.41%) | 趋势: 高于MA20"
603335,2026-05-18,7.23,7.2,-0.41,-0.41,0,2,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.41%, -0.27%) | 趋势: 高于MA20"
600191,2026-04-30,12.7,10.92,-14.02,1.26,0,11,趋势: 高于MA20
600191,2026-05-06,12.79,10.92,-14.62,0.55,0,10,趋势: 高于MA20
600191,2026-05-18,10.93,10.92,-0.09,0.27,0,2,"形态: 两连阴 (-3.89%, -5.17%)"
000953,2026-04-30,6.99,6.91,-1.14,1.72,0,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000953,2026-05-06,6.95,6.91,-0.58,2.3,0,10,趋势: 高于MA20
000953,2026-05-15,7.1,6.91,-2.68,-0.56,0,3,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000953,2026-05-18,7.06,6.91,-2.12,-0.42,0,2,趋势: 高于MA20
600028,2026-05-15,5.13,5.1,-0.58,0.19,0,3,"形态: 两连阴 (-0.58%, -0.39%)"
600028,2026-05-18,5.14,5.1,-0.78,-0.19,0,2,"形态: 两连阴 (-0.39%, -0.39%)"
600510,2026-04-30,11.06,9.16,-17.18,4.7,0,11,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.27%, -0.99%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
600510,2026-05-06,11.24,9.16,-18.51,3.02,0,10,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600510,2026-05-15,10.02,9.16,-8.58,-7.88,0,3,"形态: 10日内有涨停 | 形态: 两连阴 (-7.23%, -4.00%)"
600510,2026-05-18,9.23,9.16,-0.76,-0.76,0,2,形态: 10日内有涨停
002131,2026-04-30,6.45,6.93,7.44,14.73,1,11,"形态: 两连阴 (-3.24%, -0.15%)"
002131,2026-05-06,6.82,6.93,1.61,8.5,1,10,"形态: 两连阴 (-0.15%, -1.83%)"
002131,2026-05-18,6.9,6.93,0.43,7.25,1,2,量能: 放量 (1.54X) | 动量: 突破转强 (阳线上穿5/10)
000058,2026-04-30,8.2,7.75,-5.49,3.05,0,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000058,2026-05-06,8.23,7.75,-5.83,2.67,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000058,2026-05-15,7.93,7.75,-2.27,0.76,0,3,"形态: 两连阴 (-0.60%, -2.05%)"
000058,2026-05-18,7.92,7.75,-2.15,0.88,0,2,"形态: 两连阴 (-2.05%, -2.22%)"
000950,2026-05-06,5.87,6.54,11.41,16.01,1,10,"形态: 两连阴 (-0.84%, -1.69%)"
000950,2026-05-15,6.68,6.54,-2.1,-2.1,0,3,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
000950,2026-05-18,6.44,6.54,1.55,1.55,1,2,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
002806,2026-04-30,14.08,14.95,6.18,10.44,1,11,趋势: 高于MA20
002806,2026-05-06,14.31,14.95,4.47,8.67,1,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002806,2026-05-15,14.67,14.95,1.91,6.0,1,3,趋势: 高于MA20
002806,2026-05-18,14.83,14.95,0.81,4.86,1,2,"形态: 两连阴 (-0.33%, -3.17%) | 趋势: 高于MA20"
002596,2026-04-30,3.76,3.91,3.99,7.18,1,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002596,2026-05-06,3.83,3.91,2.09,5.22,1,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002596,2026-05-15,3.92,3.91,-0.26,-0.26,0,3,趋势: 高于MA20
002596,2026-05-18,3.9,3.91,0.26,0.26,1,2,"形态: 两连阴 (-1.49%, -1.26%) | 趋势: 高于MA20"
002097,2026-05-06,10.02,9.28,-7.39,2.69,0,10,"形态: 两连阴 (-0.30%, -0.80%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
002097,2026-05-18,9.51,9.28,-2.42,0.42,0,2,"形态: 两连阴 (-3.74%, -0.72%)"
603889,2026-04-30,8.71,7.87,-9.64,-0.34,0,11,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603889,2026-05-06,8.42,7.87,-6.53,3.09,0,10,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.76X)
603889,2026-05-15,8.23,7.87,-4.37,-3.28,0,3,"形态: 两连阴 (-2.31%, -2.37%)"
603889,2026-05-18,7.96,7.87,-1.13,-0.75,0,2,"形态: 两连阴 (-2.37%, -0.12%)"
600233,2026-04-30,21.5,19.34,-10.05,-0.09,0,11,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600233,2026-05-06,21.48,19.34,-9.96,-0.61,0,10,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600233,2026-05-15,20.28,19.34,-4.64,-2.47,0,3,"形态: 两连阴 (-1.95%, -1.02%)"
600233,2026-05-18,19.78,19.34,-2.22,-1.62,0,2,"形态: 两连阴 (-1.02%, -0.78%)"
600515,2026-04-30,3.61,3.27,-9.42,-1.66,0,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600515,2026-05-18,3.29,3.27,-0.61,0.3,0,2,"形态: 两连阴 (-3.16%, -2.67%)"
002582,2026-04-30,12.55,11.25,-10.36,1.59,0,11,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.87%, -1.11%) | 趋势: 高于MA20"
002582,2026-05-06,12.75,11.25,-11.76,-1.25,0,10,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002582,2026-05-18,12.14,11.25,-7.33,-0.82,0,2,"形态: 两连阴 (-2.55%, -0.98%)"
601118,2026-04-30,7.19,6.78,-5.7,8.62,0,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
601118,2026-05-06,7.39,6.78,-8.25,5.68,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
601118,2026-05-15,7.2,6.78,-5.83,1.94,0,3,趋势: 高于MA20
601118,2026-05-18,7.34,6.78,-7.63,-2.72,0,2,"形态: 两连阴 (-4.99%, -2.96%) | 趋势: 高于MA20"
603738,2026-04-30,38.32,50.85,32.7,45.04,1,11,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603738,2026-05-06,38.85,50.85,30.89,43.06,1,10,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603738,2026-05-15,55.58,50.85,-8.51,-2.84,0,3,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.52%, -1.89%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
603738,2026-05-18,54.0,50.85,-5.83,-2.78,0,2,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
000505,2026-04-30,6.61,6.44,-2.57,8.17,0,11,动量: 突破转强 (阳线上穿5/10)
000505,2026-05-06,6.69,6.44,-3.74,6.88,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000505,2026-05-18,6.55,6.44,-1.68,0.0,0,2,"形态: 两连阴 (-4.48%, -2.78%)"
002879,2026-04-30,17.98,17.52,-2.56,5.78,0,11,"形态: 两连阴 (-10.01%, -2.62%)"
002879,2026-05-06,17.78,17.52,-1.46,6.97,0,10,"形态: 两连阴 (-2.62%, -3.12%)"
002879,2026-05-18,17.78,17.52,-1.46,0.9,0,2,"形态: 两连阴 (-3.68%, -2.84%)"
002763,2026-04-30,9.41,8.66,-7.97,5.74,0,11,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.80X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002763,2026-05-06,9.33,8.66,-7.18,6.65,0,10,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.02X) | 形态: 10日内有涨停 | 趋势: 高于MA20
002763,2026-05-15,8.22,8.66,5.35,6.69,1,3,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停
002763,2026-05-18,8.41,8.66,2.97,4.28,1,2,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.80%, -16.72%)"
605228,2026-04-30,14.39,14.09,-2.08,6.53,0,11,"形态: 两连阴 (-2.40%, -0.07%)"
605228,2026-05-06,15.1,14.09,-6.69,1.52,0,10,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.71X) | 形态: 两连阴 (-0.07%, -1.44%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
605228,2026-05-15,14.61,14.09,-3.56,-2.4,0,3,"形态: 两连阴 (-0.41%, -1.90%)"
600198,2026-04-30,8.4,9.11,8.45,20.95,1,11,趋势: 高于MA20
600198,2026-05-06,8.56,9.11,6.43,18.69,1,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600198,2026-05-15,9.31,9.11,-2.15,0.64,0,3,形态: 10日内有涨停 | 趋势: 高于MA20
600198,2026-05-18,9.29,9.11,-1.94,0.86,0,2,"形态: 10日内有涨停 | 形态: 两连阴 (-6.50%, -2.00%) | 趋势: 高于MA20"
603221,2026-04-30,12.55,11.99,-4.46,0.24,0,9,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603221,2026-05-06,12.58,11.99,-4.69,-0.95,0,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603221,2026-05-15,12.17,11.99,-1.48,-1.48,0,1,趋势: 高于MA20
000739,2026-04-30,18.27,16.82,-7.94,5.47,0,11,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
000739,2026-05-06,17.9,16.82,-6.03,7.65,0,10,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.81%, -1.08%)"
000739,2026-05-15,16.6,16.82,1.33,1.33,1,3,"形态: 10日内有涨停 | 形态: 两连阴 (-2.44%, -3.99%)"
000739,2026-05-18,16.71,16.82,0.66,0.66,1,2,"形态: 10日内有涨停 | 形态: 两连阴 (-3.99%, -4.10%)"
603885,2026-04-30,11.44,11.06,-3.32,2.97,0,11,量能: 放量 (1.67X)
603885,2026-05-18,10.71,11.06,3.27,3.27,1,2,"形态: 两连阴 (-2.73%, -1.49%)"
002357,2026-04-30,11.72,11.18,-4.61,8.53,0,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002357,2026-05-06,11.79,11.18,-5.17,7.89,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002357,2026-05-15,12.04,11.18,-7.14,-6.4,0,3,"形态: 两连阴 (-3.00%, -3.66%) | 趋势: 高于MA20"
601288,2026-04-30,6.92,6.6,-4.62,-0.29,0,9,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
601288,2026-05-06,6.86,6.6,-3.79,0.58,0,8,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.57%, -0.29%)"
600596,2026-04-30,12.49,12.29,-1.6,0.08,0,11,趋势: 高于MA20
600596,2026-05-06,12.45,12.29,-1.29,0.4,0,10,趋势: 高于MA20
600596,2026-05-18,11.7,12.29,5.04,5.04,1,2,"形态: 两连阴 (-2.56%, -2.13%)"
000729,2026-04-30,13.3,12.7,-4.51,0.75,0,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000729,2026-05-06,13.4,12.7,-5.22,-2.46,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000729,2026-05-15,12.27,12.7,3.5,3.5,1,3,"形态: 两连阴 (-1.64%, -1.11%)"
000729,2026-05-18,12.36,12.7,2.75,2.75,1,2,"形态: 两连阴 (-1.11%, -1.60%)"
600638,2026-04-30,6.25,6.06,-3.04,4.0,0,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600638,2026-05-06,6.27,6.06,-3.35,3.67,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600638,2026-05-15,6.04,6.06,0.33,1.82,1,3,"形态: 两连阴 (-0.46%, -4.02%)"
600638,2026-05-18,6.12,6.06,-0.98,0.49,0,2,"形态: 两连阴 (-4.02%, -2.74%)"
002347,2026-04-30,8.13,8.13,0.0,5.17,0,11,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002347,2026-05-06,8.23,8.13,-1.22,3.89,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002347,2026-05-15,8.44,8.13,-3.67,1.07,0,3,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002347,2026-05-18,8.4,8.13,-3.21,1.55,0,2,趋势: 高于MA20
600158,2026-04-30,11.85,11.85,0.0,23.04,0,11,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600158,2026-05-06,12.34,11.85,-3.97,18.15,0,10,量能: 放量 (1.87X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600158,2026-05-15,14.58,11.85,-18.72,-10.01,0,3,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600158,2026-05-18,13.12,11.85,-9.68,-9.15,0,2,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603515,2026-04-30,20.26,19.71,-2.71,6.42,0,11,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603515,2026-05-06,21.56,19.71,-8.58,-2.83,0,10,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.75X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
