代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
002858,2026-04-03,14.06,16.15,14.86,14.86,1,9,"形态: 两连阴 (-7.39%, -1.61%)"
002858,2026-03-31,16.1,16.15,0.31,0.31,1,12,量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002519,2026-04-03,7.67,8.46,10.3,10.3,1,9,"形态: 10日内有涨停 | 形态: 两连阴 (-7.03%, -2.93%)"
002519,2026-04-02,7.96,8.46,6.28,6.28,1,10,形态: 10日内有涨停
002519,2026-03-31,8.82,8.46,-4.08,-4.08,0,12,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-04-02,8.06,8.8,9.18,9.18,1,10,趋势: 高于MA20
600232,2026-04-10,8.59,8.8,2.44,2.44,1,5,量能: 放量 (2.28X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600232,2026-03-31,8.1,8.8,8.64,8.64,1,12,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600138,2026-04-10,9.27,9.31,0.43,1.19,1,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000036,2026-04-10,4.92,5.17,5.08,5.08,1,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-04-03,12.9,13.79,6.9,7.36,1,9,"形态: 两连阴 (-0.44%, -2.28%)"
002811,2026-04-10,13.65,13.79,1.03,1.03,1,5,动量: 突破转强 (阳线上穿5/10)
002811,2026-03-31,13.65,13.79,1.03,1.47,1,12,动量: 突破转强 (阳线上穿5/10)
603518,2026-04-10,8.99,8.97,-0.22,1.33,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002345,2026-04-03,10.4,10.79,3.75,4.04,1,9,趋势: 高于MA20
002345,2026-04-02,10.55,10.79,2.27,2.56,1,10,趋势: 高于MA20
002345,2026-04-10,10.72,10.79,0.65,0.93,1,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600601,2026-04-10,10.11,10.68,5.64,6.43,1,5,趋势: 高于MA20
600970,2026-04-02,10.52,10.56,0.38,6.75,1,10,动量: 突破转强 (阳线上穿5/10)
600970,2026-04-10,10.81,10.56,-2.31,-2.22,0,5,趋势: 高于MA20
002806,2026-04-03,13.06,14.5,11.03,12.48,1,9,动量: 突破转强 (阳线上穿5/10)
002806,2026-04-10,14.69,14.5,-1.29,-1.29,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600063,2026-04-10,7.23,7.03,-2.77,1.66,0,5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603178,2026-04-10,15.52,17.42,12.24,12.24,1,5,动量: 突破转强 (阳线上穿5/10)
000886,2026-04-10,5.72,5.67,-0.87,1.57,0,5,动量: 突破转强 (阳线上穿5/10)
600333,2026-04-03,5.1,5.17,1.37,4.12,1,9,"量能: 放量 (1.59X) | 形态: 两连阴 (-1.08%, -0.18%)"
600333,2026-04-02,5.51,5.17,-6.17,-3.63,0,10,"形态: 两连阴 (-3.29%, -1.08%)"
600857,2026-04-10,11.94,12.03,0.75,1.34,1,5,动量: 突破转强 (阳线上穿5/10)
600857,2026-03-31,11.84,12.03,1.6,2.2,1,12,量能: 放量 (1.50X)
600028,2026-04-02,5.95,5.56,-6.55,-0.67,0,10,动量: 突破转强 (阳线上穿5/10)
600028,2026-04-10,5.81,5.56,-4.3,0.34,0,5,"形态: 两连阴 (-0.34%, -0.85%)"
605222,2026-04-03,22.37,28.4,26.96,26.96,1,9,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
605222,2026-04-02,22.93,28.4,23.86,23.86,1,10,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
605222,2026-04-10,24.65,28.4,15.21,15.21,1,5,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.75X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
605222,2026-03-31,22.96,28.4,23.69,23.69,1,12,量能: 放量 (1.92X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600960,2026-04-10,5.27,5.26,-0.19,1.14,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002512,2026-04-03,3.72,4.01,7.8,14.25,1,9,"形态: 两连阴 (-0.25%, -5.03%)"
002512,2026-04-10,3.95,4.01,1.52,7.59,1,5,动量: 突破转强 (阳线上穿5/10)
002512,2026-03-31,3.99,4.01,0.5,6.52,1,12,"形态: 两连阴 (-3.41%, -0.76%)"
605069,2026-04-10,12.36,13.05,5.58,6.96,1,5,量能: 放量 (1.70X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002103,2026-04-10,8.51,8.16,-4.11,-2.94,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002401,2026-04-03,14.87,14.89,0.13,4.1,1,9,"形态: 两连阴 (-1.03%, -0.65%)"
002401,2026-03-31,15.6,14.89,-4.55,-0.77,0,12,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002010,2026-04-10,5.82,6.05,3.95,3.95,1,5,动量: 突破转强 (阳线上穿5/10)
603588,2026-04-03,15.51,15.69,1.16,18.96,1,9,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603588,2026-04-02,15.47,15.69,1.42,19.26,1,10,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603588,2026-04-10,16.61,15.69,-5.54,-3.55,0,5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603588,2026-03-31,14.95,15.69,4.95,23.41,1,12,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600428,2026-04-03,9.42,9.04,-4.03,0.64,0,9,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600428,2026-04-02,9.6,9.04,-5.83,-1.25,0,10,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600428,2026-04-10,9.15,9.04,-1.2,-0.44,0,5,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
600428,2026-03-31,8.99,9.04,0.56,6.79,1,12,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603272,2026-04-03,30.62,30.6,-0.07,20.9,0,9,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603272,2026-04-02,31.8,30.6,-3.77,16.42,0,10,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603272,2026-04-10,37.02,30.6,-17.34,-8.29,0,5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603272,2026-03-31,33.0,30.6,-7.27,12.18,0,12,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
000417,2026-04-03,6.38,6.7,5.02,5.17,1,9,"形态: 两连阴 (-0.60%, -1.80%)"
000417,2026-04-02,6.54,6.7,2.45,2.6,1,10,"形态: 两连阴 (-1.76%, -0.60%)"
000417,2026-04-10,6.65,6.7,0.75,0.75,1,5,动量: 突破转强 (阳线上穿5/10)
603776,2026-04-10,18.64,20.06,7.62,7.62,1,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002342,2026-04-03,12.78,19.06,49.14,49.14,1,9,"形态: 10日内有涨停 | 形态: 两连阴 (-0.97%, -3.23%)"
002342,2026-04-02,13.8,19.06,38.12,38.12,1,10,形态: 10日内有涨停 | 趋势: 高于MA20
002342,2026-04-10,15.5,19.06,22.97,22.97,1,5,量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20
002342,2026-03-31,14.4,19.06,32.36,32.36,1,12,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002038,2026-04-03,8.98,7.6,-15.37,-4.23,0,9,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002038,2026-04-02,8.55,7.6,-11.11,5.03,0,10,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002038,2026-04-10,7.54,7.6,0.8,7.03,1,5,"形态: 10日内有涨停 | 形态: 两连阴 (-8.37%, -6.35%) | 趋势: 高于MA20"
002038,2026-03-31,7.59,7.6,0.13,18.31,1,12,量能: 放量 (1.73X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002037,2026-04-10,8.6,8.39,-2.44,0.35,0,5,形态: 10日内有涨停 | 趋势: 高于MA20
600212,2026-04-10,7.51,7.94,5.73,8.12,1,5,量能: 放量 (2.38X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600212,2026-03-31,7.18,7.94,10.58,13.09,1,12,"形态: 两连阴 (-3.49%, -1.47%)"
603505,2026-04-10,17.57,17.85,1.59,1.59,1,5,量能: 放量 (1.58X)
600755,2026-04-02,6.41,6.27,-2.18,1.25,0,10,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600755,2026-04-10,6.37,6.27,-1.57,-0.16,0,5,趋势: 高于MA20
600755,2026-03-31,6.4,6.27,-2.03,1.41,0,12,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002026,2026-04-10,13.15,13.36,1.6,1.6,1,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603958,2026-04-03,19.15,25.43,32.79,34.83,1,9,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停
603958,2026-04-02,20.05,25.43,26.83,28.78,1,10,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603958,2026-04-10,22.68,25.43,12.13,13.84,1,5,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.75X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603958,2026-03-31,19.65,25.43,29.41,31.4,1,12,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停
603085,2026-04-10,11.1,11.87,6.94,6.94,1,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603085,2026-03-31,10.8,11.87,9.91,9.91,1,12,动量: 突破转强 (阳线上穿5/10)
600235,2026-04-10,6.88,6.72,-2.33,-1.45,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002043,2026-04-03,13.96,14.54,4.15,4.15,1,9,量能: 放量 (1.63X)
002043,2026-03-31,15.36,14.54,-5.34,0.46,0,12,动量: 突破转强 (阳线上穿5/10)
600748,2026-04-03,4.69,5.37,14.5,15.35,1,9,形态: 10日内有涨停
600748,2026-04-02,4.88,5.37,10.04,10.86,1,10,形态: 10日内有涨停
