触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
量能: 放量 (2.11X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,88.36,88.36,100.0%
量能: 放量 (1.50X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,46.115,46.115,100.0%
"形态: 两连阴 (-4.48%, -0.40%)",1,44.16,44.16,100.0%
"形态: 两连阴 (-2.02%, -2.95%)",1,42.22,75.59,100.0%
"量能: 放量 (1.77X) | 形态: 两连阴 (-0.06%, -1.66%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,41.26,41.26,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.27%, -3.38%) | 趋势: 高于MA20",1,40.18,40.18,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.18%, -2.06%) | 趋势: 高于MA20",1,37.11,37.11,100.0%
量能: 放量 (1.70X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,34.74,34.74,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.58%, -0.27%) | 趋势: 高于MA20",1,31.28,31.28,100.0%
量能: 放量 (1.71X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,31.12,46.04,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.40%, -0.63%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,31.06,31.06,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.06%, -3.38%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,30.15,30.15,100.0%
"形态: 两连阴 (-10.00%, -10.05%)",1,27.35,27.35,100.0%
量能: 放量 (2.16X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,25.43,25.43,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.02%, -0.36%) | 趋势: 高于MA20",1,22.53,27.65,100.0%
"形态: 两连阴 (-2.31%, -3.14%)",1,22.21,22.21,100.0%
量能: 放量 (2.94X) | 形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),1,21.75,21.75,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.75%, -2.29%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,21.01,21.01,100.0%
量能: 放量 (1.76X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,20.76,22.38,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.63X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,18.26,22.88,100.0%
"形态: 两连阴 (-3.84%, -0.15%)",1,17.48,18.0,100.0%
"形态: 两连阴 (-1.66%, -0.11%)",1,16.48,16.48,100.0%
"形态: 两连阴 (-2.59%, -0.37%)",1,16.48,16.48,100.0%
量能: 放量 (2.45X),1,16.39,22.82,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.70X) | 形态: 10日内有涨停 | 趋势: 高于MA20,2,16.325,38.365,100.0%
量能: 放量 (1.68X),1,16.18,16.18,100.0%
"形态: 两连阴 (-1.61%, -3.11%)",1,16.16,18.39,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.35%, -0.35%) | 趋势: 高于MA20",1,15.58,15.58,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.44%, -0.18%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,15.47,16.51,100.0%
"形态: 两连阴 (-3.37%, -0.51%)",1,14.33,14.33,100.0%
"形态: 两连阴 (-3.01%, -6.67%)",1,14.16,14.16,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.36%, -1.94%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,14.1,18.87,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.60%, -4.20%)",1,13.83,13.83,100.0%
"形态: 两连阴 (-1.16%, -1.40%)",1,13.56,18.06,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.20%, -2.51%)",1,13.32,13.32,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.64%, -2.78%) | 趋势: 高于MA20",1,13.31,18.31,100.0%
量能: 放量 (2.65X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,13.19,14.57,100.0%
量能: 放量 (1.50X),1,13.09,13.09,100.0%
"形态: 两连阴 (-1.72%, -3.11%)",1,12.9,12.9,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.20%, -0.11%)",1,12.82,16.15,100.0%
量能: 放量 (1.62X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,12.63,17.76,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (2.36X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,12.59,12.59,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.35%, -0.94%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,12.53,12.53,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.69%, -7.33%)",1,12.46,12.46,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.78%, -3.63%) | 趋势: 高于MA20",1,12.42,17.37,100.0%
"形态: 两连阴 (-0.50%, -2.82%)",1,12.06,18.73,100.0%
量能: 放量 (2.32X) | 动量: 突破转强 (阳线上穿5/10),1,11.99,18.24,100.0%
量能: 放量 (2.81X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,11.97,17.5,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.67%, -4.24%) | 趋势: 高于MA20",1,11.73,14.61,100.0%
"形态: 两连阴 (-1.20%, -4.88%)",1,11.32,18.87,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.12%, -2.49%)",1,11.05,24.45,100.0%
"形态: 两连阴 (-1.42%, -5.14%) | 趋势: 高于MA20",1,10.94,11.97,100.0%
"形态: 两连阴 (-6.67%, -3.15%)",1,10.91,10.91,100.0%
"形态: 两连阴 (-9.94%, -3.07%)",1,10.81,17.19,100.0%
"形态: 两连阴 (-0.15%, -0.65%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,10.53,11.01,100.0%
"形态: 两连阴 (-1.08%, -3.86%)",1,10.28,12.23,100.0%
量能: 放量 (2.38X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,10.12,16.86,100.0%
量能: 放量 (1.65X),1,9.91,9.91,100.0%
量能: 放量 (2.01X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,9.88,10.09,100.0%
"形态: 两连阴 (-27.03%, -3.95%)",1,9.81,10.71,100.0%
"形态: 两连阴 (-3.94%, -3.72%)",1,9.73,9.73,100.0%
"形态: 两连阴 (-0.96%, -0.19%)",1,9.72,13.47,100.0%
量能: 放量 (1.69X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4,9.5525,12.2075,75.0%
"形态: 两连阴 (-0.87%, -1.15%) | 趋势: 高于MA20",1,9.55,10.03,100.0%
"形态: 两连阴 (-4.02%, -1.78%)",1,9.47,9.47,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.05%, -1.52%) | 趋势: 高于MA20",1,9.39,9.39,100.0%
"形态: 两连阴 (-2.61%, -3.85%)",1,9.36,9.36,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.11%, -1.67%)",1,9.3,12.53,100.0%
量能: 放量 (3.05X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,9.17,9.17,100.0%
量能: 放量 (2.36X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.97,8.97,100.0%
"形态: 两连阴 (-0.79%, -3.94%)",1,8.93,8.93,100.0%
"形态: 两连阴 (-0.90%, -1.22%) | 趋势: 高于MA20",1,8.62,9.85,100.0%
形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),2,8.545,12.27,50.0%
"量能: 放量 (2.16X) | 形态: 两连阴 (-2.23%, -1.19%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,8.44,8.44,100.0%
量能: 放量 (2.31X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.33,8.33,100.0%
量能: 放量 (1.74X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,8.28,8.28,100.0%
"量能: 放量 (2.03X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.43%, -0.91%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,8.15,8.15,100.0%
"形态: 两连阴 (-1.51%, -3.30%)",1,8.14,8.14,100.0%
"形态: 两连阴 (-4.53%, -0.97%)",1,8.14,9.96,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.94X),1,8.04,21.69,100.0%
"形态: 两连阴 (-4.81%, -1.19%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,8.01,14.31,100.0%
量能: 放量 (2.66X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,7.96,7.96,100.0%
量能: 放量 (1.51X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,7.78,9.09,100.0%
"形态: 两连阴 (-5.18%, -0.78%)",1,7.74,12.46,100.0%
