代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
000995,2026-03-31,15.0,12.61,-15.93,-6.73,0,3,量能: 放量 (2.27X) | 动量: 突破转强 (阳线上穿5/10)
603601,2026-04-02,14.1,14.0,-0.71,-0.71,0,1,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
603601,2026-03-31,15.49,14.0,-9.62,-4.0,0,3,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600428,2026-04-02,9.6,9.42,-1.87,-1.87,0,1,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600428,2026-03-31,8.99,9.42,4.78,6.79,1,3,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
603176,2026-04-02,5.42,5.08,-6.27,-6.27,0,1,"形态: 两连阴 (-1.78%, -0.36%)"
600817,2026-04-02,11.14,11.22,0.72,0.72,1,1,动量: 突破转强 (阳线上穿5/10)
600817,2026-03-31,11.02,11.22,1.81,1.81,1,3,"形态: 两连阴 (-0.55%, -0.09%)"
603876,2026-04-02,22.48,22.01,-2.09,-2.09,0,1,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.81%, -1.08%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
603876,2026-03-31,22.16,22.01,-0.68,1.44,0,3,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
000155,2026-04-02,16.97,16.1,-5.13,-5.13,0,1,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.46%, -2.77%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
000155,2026-03-31,15.87,16.1,1.45,6.93,1,3,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
003036,2026-04-02,24.94,24.18,-3.05,-3.05,0,1,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
003036,2026-03-31,27.86,24.18,-13.21,-5.64,0,3,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
