代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
605228,2026-07-07,14.49,14.31,-1.24,1.66,0,3,趋势: 高于MA20
605228,2026-07-03,14.46,14.31,-1.04,3.11,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
605228,2026-07-09,14.73,14.31,-2.85,-2.85,0,1,"形态: 两连阴 (-2.82%, -3.24%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
605228,2026-07-01,13.61,14.31,5.14,9.55,1,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
601636,2026-07-07,7.75,7.08,-8.65,-6.45,0,3,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.47%, -6.53%)"
601636,2026-07-03,8.42,7.08,-15.91,-6.53,0,5,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.50%, -6.86%) | 趋势: 高于MA20"
601636,2026-07-09,7.21,7.08,-1.8,-1.8,0,1,"形态: 10日内有涨停 | 形态: 两连阴 (-1.52%, -6.45%)"
601636,2026-07-01,9.77,7.08,-27.53,-6.86,0,7,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
600966,2026-07-03,5.04,4.9,-2.78,3.17,0,5,动量: 突破转强 (阳线上穿5/10)
600966,2026-07-09,4.91,4.9,-0.2,-0.2,0,1,"形态: 两连阴 (-2.12%, -3.14%)"
002629,2026-07-03,4.67,4.56,-2.36,-1.93,0,5,动量: 突破转强 (阳线上穿5/10)
002629,2026-07-09,4.37,4.56,4.35,4.35,1,1,"形态: 两连阴 (-2.84%, -1.12%)"
002629,2026-07-01,4.58,4.56,-0.44,1.97,0,7,动量: 突破转强 (阳线上穿5/10)
001313,2026-07-07,8.07,8.1,0.37,0.5,1,3,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
001313,2026-07-03,7.77,8.1,4.25,4.38,1,5,形态: 10日内有涨停 | 趋势: 高于MA20
001313,2026-07-09,8.11,8.1,-0.12,-0.12,0,1,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
001313,2026-07-01,7.8,8.1,3.85,10.0,1,7,量能: 放量 (1.56X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-07-03,11.86,11.07,-6.66,-5.14,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002811,2026-07-09,10.95,11.07,1.1,1.1,1,1,"形态: 两连阴 (-3.02%, -1.65%)"
002811,2026-07-01,11.5,11.07,-3.74,3.13,0,7,"形态: 两连阴 (-0.09%, -0.18%)"
002406,2026-07-03,6.95,6.51,-6.33,2.45,0,5,动量: 突破转强 (阳线上穿5/10)
605337,2026-07-03,8.7,8.54,-1.84,0.92,0,5,动量: 突破转强 (阳线上穿5/10)
000712,2026-07-03,9.05,8.56,-5.41,-1.22,0,5,趋势: 高于MA20
000712,2026-07-09,8.49,8.56,0.82,0.82,1,1,"形态: 两连阴 (-3.80%, -1.74%)"
000712,2026-07-01,9.21,8.56,-7.06,-1.74,0,7,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600722,2026-07-07,7.82,8.04,2.81,2.81,1,3,"形态: 两连阴 (-1.54%, -1.93%)"
600722,2026-07-09,7.78,8.04,3.34,3.34,1,1,"量能: 放量 (1.84X) | 形态: 两连阴 (-4.05%, -0.13%)"
600722,2026-07-01,8.36,8.04,-3.83,0.96,0,7,"形态: 两连阴 (-0.73%, -0.25%)"
002600,2026-07-07,15.93,15.16,-4.83,-2.07,0,3,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停
002600,2026-07-03,18.02,15.16,-15.87,-9.93,0,5,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002600,2026-07-09,15.6,15.16,-2.82,-2.82,0,1,"形态: 10日内有涨停 | 形态: 两连阴 (-1.85%, -5.46%)"
002600,2026-07-01,17.8,15.16,-14.83,1.24,0,7,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000060,2026-07-03,7.23,6.49,-10.24,2.07,0,5,形态: 10日内有涨停
000060,2026-07-09,6.49,6.49,0.0,0.0,0,1,"形态: 两连阴 (-6.91%, -4.08%)"
000060,2026-07-01,7.65,6.49,-15.16,-3.14,0,7,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停
600748,2026-07-09,3.57,3.7,3.64,3.64,1,1,"形态: 两连阴 (-4.46%, -1.65%)"
002688,2026-07-07,4.95,4.91,-0.81,-0.81,0,3,趋势: 高于MA20
002688,2026-07-03,5.04,4.91,-2.58,0.99,0,5,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002688,2026-07-09,4.88,4.91,0.61,0.61,1,1,"形态: 两连阴 (-2.75%, -1.01%)"
601008,2026-07-03,4.26,4.16,-2.35,0.7,0,5,动量: 突破转强 (阳线上穿5/10)
600192,2026-07-09,6.05,6.66,10.08,10.08,1,1,"形态: 两连阴 (-3.28%, -1.77%)"
600192,2026-07-01,6.65,6.66,0.15,0.15,1,7,形态: 10日内有涨停
