触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"形态: 10日内有涨停 | 形态: 两连阴 (-0.39%, -4.28%)",1,21.02,21.02,100.0%
"形态: 两连阴 (-1.88%, -3.45%) | 趋势: 高于MA20",1,21.01,21.01,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.63%, -5.00%)",1,18.2,18.2,100.0%
"形态: 两连阴 (-0.43%, -1.95%)",1,13.86,13.86,100.0%
量能: 放量 (2.25X) | 动量: 突破转强 (阳线上穿5/10),1,11.95,11.95,100.0%
"形态: 两连阴 (-2.86%, -1.62%)",1,11.16,11.16,100.0%
"形态: 两连阴 (-2.62%, -0.51%)",1,10.9,18.0,100.0%
"形态: 两连阴 (-3.41%, -2.14%)",1,10.64,10.64,100.0%
"形态: 两连阴 (-0.87%, -3.50%)",1,10.42,10.42,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-1.45%, -1.39%) | 动量: 突破转强 (阳线上穿5/10)",1,9.73,21.04,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-6.35%, -8.17%)",1,9.69,9.69,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.32%, -2.37%) | 趋势: 高于MA20",1,9.64,9.98,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.14%, -2.36%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,8.15,8.15,100.0%
量能: 放量 (1.55X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,8.05,20.08,100.0%
"形态: 两连阴 (-6.16%, -1.99%)",1,7.91,14.43,100.0%
"形态: 两连阴 (-3.55%, -5.57%)",1,6.9,9.56,100.0%
"形态: 两连阴 (-3.46%, -1.26%)",1,6.81,9.97,100.0%
"形态: 两连阴 (-1.18%, -0.32%)",1,6.77,6.77,100.0%
"形态: 两连阴 (-2.14%, -1.60%)",1,6.46,21.03,100.0%
量能: 放量 (1.90X) | 形态: 10日内有涨停,1,6.14,9.94,100.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.72%, -4.10%) | 趋势: 高于MA20",1,6.01,6.01,100.0%
"形态: 两连阴 (-0.49%, -0.49%)",1,5.96,5.96,100.0%
"形态: 两连阴 (-1.90%, -0.97%)",1,5.94,9.15,100.0%
"形态: 两连阴 (-3.43%, -2.17%)",1,5.49,8.43,100.0%
"形态: 两连阴 (-1.99%, -3.16%)",1,5.07,6.0,100.0%
"形态: 两连阴 (-1.33%, -0.27%)",1,4.81,4.81,100.0%
"形态: 两连阴 (-1.09%, -0.88%)",1,4.33,7.03,100.0%
"形态: 两连阴 (-0.19%, -3.45%)",1,4.17,7.96,100.0%
"形态: 两连阴 (-1.48%, -3.95%)",1,3.74,6.1,100.0%
"形态: 两连阴 (-0.45%, -0.68%)",1,3.52,5.8,100.0%
量能: 放量 (1.56X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.46,10.0,100.0%
"形态: 两连阴 (-9.96%, -3.31%)",1,3.37,6.49,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.70%, -2.11%)",1,3.33,6.88,100.0%
量能: 放量 (2.82X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,3.26,10.07,100.0%
"形态: 两连阴 (-0.26%, -1.72%)",1,3.26,6.38,100.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.63X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.25,5.25,100.0%
量能: 放量 (1.51X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,3.25,5.625,50.0%
"形态: 两连阴 (-0.14%, -0.14%)",1,3.12,3.12,100.0%
量能: 放量 (1.58X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.09,8.03,100.0%
"形态: 两连阴 (-3.06%, -4.91%)",1,2.99,2.99,100.0%
量能: 放量 (1.82X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.91,2.91,100.0%
量能: 放量 (1.65X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.65,2.65,100.0%
"形态: 两连阴 (-0.33%, -1.16%)",1,2.54,2.54,100.0%
"形态: 两连阴 (-3.37%, -2.00%)",1,2.47,3.17,100.0%
"形态: 两连阴 (-1.89%, -0.18%)",1,2.32,7.03,100.0%
"形态: 两连阴 (-19.16%, -0.96%)",1,2.3,3.45,100.0%
"形态: 两连阴 (-0.88%, -1.13%)",1,2.28,5.84,100.0%
"形态: 两连阴 (-0.82%, -0.83%)",1,2.17,4.89,100.0%
"形态: 两连阴 (-0.79%, -4.78%)",1,2.13,8.97,100.0%
"形态: 两连阴 (-0.38%, -1.14%)",1,2.06,5.06,100.0%
"形态: 两连阴 (-1.37%, -0.32%)",1,1.68,4.5,100.0%
"形态: 两连阴 (-1.23%, -1.91%)",1,1.62,1.62,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.33%, -1.00%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,1.32,5.6,100.0%
"形态: 两连阴 (-0.34%, -2.48%)",1,1.27,4.33,100.0%
"形态: 两连阴 (-1.44%, -0.42%)",1,1.24,6.22,100.0%
量能: 放量 (1.56X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,1.235,1.57,50.0%
"形态: 两连阴 (-1.11%, -2.64%)",1,1.13,2.97,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.95%, -8.67%)",1,1.06,4.45,100.0%
"形态: 两连阴 (-1.39%, -3.53%)",1,1.03,2.5,100.0%
"形态: 两连阴 (-0.25%, -1.28%)",1,1.01,3.28,100.0%
"形态: 两连阴 (-0.71%, -2.05%)",1,0.79,4.21,100.0%
量能: 放量 (2.24X) | 动量: 突破转强 (阳线上穿5/10),1,0.72,10.07,100.0%
"形态: 两连阴 (-0.57%, -1.46%)",1,0.7,5.53,100.0%
量能: 放量 (1.91X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.58,3.58,100.0%
"形态: 两连阴 (-2.04%, -0.58%) | 动量: 突破转强 (阳线上穿5/10)",1,0.56,3.27,100.0%
"形态: 两连阴 (-0.41%, -0.21%) | 趋势: 高于MA20",1,0.54,4.44,100.0%
"形态: 两连阴 (-2.87%, -2.87%)",1,0.47,0.47,100.0%
"形态: 两连阴 (-0.59%, -2.26%)",1,0.47,3.15,100.0%
"形态: 两连阴 (-0.19%, -1.73%)",1,0.38,2.83,100.0%
"形态: 两连阴 (-0.63%, -2.05%)",1,0.24,3.86,100.0%
"形态: 两连阴 (-0.22%, -1.97%)",1,0.22,3.49,100.0%
"形态: 两连阴 (-6.04%, -2.32%)",1,0.07,1.66,100.0%
"形态: 两连阴 (-0.40%, -1.06%)",1,0.0,2.34,0.0%
"形态: 两连阴 (-1.02%, -3.36%)",1,0.0,2.33,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.35%, -7.30%) | 趋势: 高于MA20",1,-0.09,1.86,0.0%
"形态: 两连阴 (-2.39%, -1.47%)",1,-0.16,1.62,0.0%
"形态: 两连阴 (-0.67%, -2.22%)",1,-0.19,4.33,0.0%
"量能: 放量 (1.74X) | 形态: 两连阴 (-3.66%, -2.28%)",1,-0.24,2.92,0.0%
"形态: 两连阴 (-0.36%, -1.73%)",1,-0.28,2.67,0.0%
量能: 放量 (1.58X) | 动量: 突破转强 (阳线上穿5/10),1,-0.4,2.81,0.0%
"形态: 两连阴 (-0.93%, -0.70%)",1,-0.46,3.68,0.0%
"形态: 两连阴 (-0.61%, -1.08%)",1,-0.46,2.74,0.0%
"形态: 两连阴 (-1.31%, -1.02%)",1,-0.6,6.15,0.0%
"形态: 两连阴 (-0.45%, -2.45%)",1,-0.63,2.61,0.0%
"形态: 两连阴 (-1.22%, -0.96%)",1,-0.68,2.32,0.0%
"形态: 两连阴 (-0.85%, -2.22%)",1,-0.68,3.75,0.0%
"形态: 两连阴 (-0.46%, -1.14%)",1,-0.69,2.06,0.0%
"形态: 两连阴 (-0.88%, -3.61%)",1,-0.72,4.97,0.0%
"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.56X) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.29%, -1.79%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-0.83,-0.83,0.0%
"形态: 两连阴 (-1.40%, -0.57%)",1,-0.84,1.12,0.0%
"形态: 两连阴 (-0.24%, -0.37%)",1,-0.84,1.8,0.0%
"形态: 两连阴 (-1.21%, -0.35%)",1,-0.85,5.29,0.0%
量能: 放量 (1.69X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.86,0.86,0.0%
"形态: 两连阴 (-0.19%, -1.06%)",1,-0.86,1.73,0.0%
量能: 放量 (2.19X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.92,-0.92,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.65%, -1.32%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-0.99,-0.99,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.51%, -1.82%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-1.01,-0.43,0.0%
"形态: 两连阴 (-8.30%, -2.76%)",1,-1.12,-1.12,0.0%
量能: 放量 (2.10X) | 形态: 10日内有涨停,1,-1.13,-1.13,0.0%
"形态: 两连阴 (-2.65%, -2.09%)",1,-1.27,1.06,0.0%
"形态: 两连阴 (-1.39%, -0.79%)",1,-1.3,2.68,0.0%
"形态: 两连阴 (-1.45%, -4.24%)",1,-1.34,1.43,0.0%
"形态: 两连阴 (-0.40%, -1.61%)",1,-1.39,2.58,0.0%
"形态: 两连阴 (-0.10%, -1.05%)",1,-1.42,3.5,0.0%
"形态: 两连阴 (-4.19%, -0.11%)",1,-1.46,2.36,0.0%
量能: 放量 (1.71X) | 形态: 10日内有涨停,1,-1.46,0.82,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.57%, -6.11%)",1,-1.5,2.03,0.0%
"形态: 两连阴 (-1.88%, -1.17%)",1,-1.52,3.63,0.0%
"形态: 两连阴 (-0.55%, -2.01%)",1,-1.57,1.68,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.45%, -0.68%) | 趋势: 高于MA20",1,-1.57,10.09,0.0%
"形态: 两连阴 (-2.85%, -0.98%)",1,-1.61,2.1,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.79%, -1.39%)",1,-1.66,0.89,0.0%
"形态: 两连阴 (-0.23%, -1.81%)",1,-1.78,1.78,0.0%
量能: 放量 (1.61X) | 动量: 突破转强 (阳线上穿5/10),1,-1.79,0.83,0.0%
"形态: 两连阴 (-2.33%, -1.76%)",1,-1.84,2.21,0.0%
"形态: 两连阴 (-1.25%, -0.27%)",1,-1.88,2.2,0.0%
"形态: 两连阴 (-0.81%, -0.90%)",1,-1.91,1.99,0.0%
"形态: 两连阴 (-1.09%, -1.26%)",1,-2.02,1.87,0.0%
"形态: 两连阴 (-3.50%, -2.04%)",1,-2.08,-2.08,0.0%
"形态: 两连阴 (-4.57%, -3.26%)",1,-2.13,4.83,0.0%
量能: 放量 (1.55X),2,-2.1399999999999997,0.02499999999999991,50.0%
"形态: 两连阴 (-1.03%, -2.65%) | 动量: 突破转强 (阳线上穿5/10)",1,-2.14,-0.56,0.0%
"形态: 两连阴 (-0.90%, -1.82%)",1,-2.3,1.15,0.0%
"形态: 两连阴 (-1.16%, -0.94%)",1,-2.31,2.08,0.0%
趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),114,-2.354298245614035,1.2687719298245614,28.07%
量能: 放量 (1.64X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-2.3550000000000004,3.5599999999999996,50.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -8.29%)",1,-2.37,2.3,0.0%
量能: 放量 (1.84X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2,-2.41,4.01,50.0%
"形态: 两连阴 (-0.24%, -0.36%)",1,-2.44,3.96,0.0%
"形态: 两连阴 (-1.15%, -1.58%)",1,-2.45,3.16,0.0%
"形态: 两连阴 (-0.09%, -2.08%)",1,-2.46,1.73,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-6.50%, -4.03%)",1,-2.47,-2.47,0.0%
"形态: 两连阴 (-3.00%, -0.33%)",1,-2.53,1.58,0.0%
量能: 放量 (1.73X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.62,-0.52,0.0%
