股票代码,股票名称,买入信号,评分,图表路径
600970,中材国际,MA金叉形成; RSI值为38.06，处于低位回升阶段,35,
600865,百大集团,"MACD金叉形成; 放量上涨: 量比2.35, 涨幅0.42%",35,
603901,永创智能,"MACD金叉形成; 放量上涨: 量比1.77, 涨幅4.38%",35,
603291,联合水务,MA金叉形成; RSI值为43.98，处于低位回升阶段,35,
603138,海量数据,MA金叉形成; RSI值为47.34，处于低位回升阶段,35,
603121,华培动力,RSI值为39.39，处于低位回升阶段; MACD金叉形成,35,
600110,诺德股份,MA金叉形成; KDJ低位金叉,35,
603209,兴通股份,"MACD金叉形成; 放量上涨: 量比1.63, 涨幅4.00%",35,
603601,再升科技,"MACD金叉形成; 放量上涨: 量比1.69, 涨幅6.93%",35,
600571,信雅达,MA金叉形成; RSI值为47.01，处于低位回升阶段,35,
600490,鹏欣资源,RSI值为35.77，处于低位回升阶段; KDJ低位金叉,30,
603101,汇嘉时代,RSI值为37.33，处于低位回升阶段; KDJ低位金叉,30,
603182,嘉华股份,RSI值为47.98，处于低位回升阶段; KDJ低位金叉,30,
002357,富临运业,RSI值为36.09，处于低位回升阶段; KDJ低位金叉,30,
600620,天宸股份,RSI值为40.35，处于低位回升阶段; KDJ低位金叉,30,
000070,特发信息,"放量上涨: 量比3.33, 涨幅3.74%; 突破20日前高",30,
603889,新澳股份,RSI值为44.83，处于低位回升阶段; KDJ低位金叉,30,
603165,荣晟环保,RSI值为38.91，处于低位回升阶段; KDJ低位金叉,30,
603488,展鹏科技,RSI值为41.18，处于低位回升阶段; KDJ低位金叉,30,
600415,小商品城,"RSI值为49.47，处于低位回升阶段; 放量上涨: 量比1.56, 涨幅3.46%",30,
600738,丽尚国潮,RSI值为33.61，处于低位回升阶段; KDJ低位金叉,30,
603233,大参林,RSI值为34.09，处于低位回升阶段; KDJ低位金叉,30,
600805,悦达投资,RSI值为40.91，处于低位回升阶段; KDJ低位金叉,30,
600148,长春一东,RSI值为37.95，处于低位回升阶段; KDJ低位金叉,30,
605365,立达信,RSI值为32.14，处于低位回升阶段; KDJ低位金叉,30,
605555,德昌股份,"RSI值为37.85，处于低位回升阶段; 放量上涨: 量比1.81, 涨幅3.73%",30,
600977,中国电影,RSI值为37.77，处于低位回升阶段; KDJ低位金叉,30,
600202,哈空调,RSI值为40.59，处于低位回升阶段; KDJ低位金叉,30,
600428,中远海特,RSI值为32.06，处于低位回升阶段; KDJ低位金叉,30,
605268,王力安防,"KDJ低位金叉; 放量上涨: 量比1.89, 涨幅1.24%",30,
600833,第一医药,RSI值为41.09，处于低位回升阶段; KDJ低位金叉,30,
601288,农业银行,RSI值为47.33，处于低位回升阶段; KDJ低位金叉,30,
603960,克来机电,RSI值为49.41，处于低位回升阶段; KDJ低位金叉,30,
603980,吉华集团,RSI值为36.51，处于低位回升阶段; KDJ低位金叉,30,
603938,三孚股份,RSI值为32.07，处于低位回升阶段; KDJ低位金叉,30,
600961,株冶集团,RSI值为48.90，处于低位回升阶段; KDJ低位金叉,30,
605006,山东玻纤,RSI值为39.77，处于低位回升阶段; KDJ低位金叉,30,
603739,蔚蓝生物,RSI值为40.00，处于低位回升阶段; KDJ低位金叉,30,
603787,新日股份,RSI值为47.59，处于低位回升阶段; KDJ低位金叉,30,
601163,三角轮胎,RSI值为31.10，处于低位回升阶段; KDJ低位金叉,30,
603798,康普顿,RSI值为47.91，处于低位回升阶段; KDJ低位金叉,30,
603161,科华控股,RSI值为34.62，处于低位回升阶段; KDJ低位金叉,30,
601921,浙版传媒,RSI值为31.34，处于低位回升阶段; KDJ低位金叉,30,
002360,同德化工,RSI值为43.07，处于低位回升阶段; KDJ低位金叉,30,
605169,洪通燃气,RSI值为34.49，处于低位回升阶段; KDJ低位金叉,30,
600288,大恒科技,RSI值为37.20，处于低位回升阶段; KDJ低位金叉,30,
601696,中银证券,RSI值为33.77，处于低位回升阶段; KDJ低位金叉,30,
600359,新农开发,RSI值为46.51，处于低位回升阶段; KDJ低位金叉,30,
603378,亚士创能,"RSI值为40.55，处于低位回升阶段; 放量上涨: 量比2.14, 涨幅1.02%",30,
000011,深物业A,"RSI值为45.54，处于低位回升阶段; 放量上涨: 量比1.87, 涨幅1.22%",30,
600724,宁波富达,RSI值为33.96，处于低位回升阶段; KDJ低位金叉,30,
600507,方大特钢,RSI值为42.42，处于低位回升阶段; KDJ低位金叉,30,
603577,汇金通,RSI值为34.63，处于低位回升阶段; KDJ低位金叉,30,
600128,苏豪弘业,RSI值为32.78，处于低位回升阶段; KDJ低位金叉,30,
601999,出版传媒,"RSI值为48.84，处于低位回升阶段; 放量上涨: 量比1.68, 涨幅2.54%",30,
603028,赛福天,RSI值为36.40，处于低位回升阶段; KDJ低位金叉,30,
600137,浪莎股份,RSI值为37.39，处于低位回升阶段; KDJ低位金叉,30,
603221,爱丽家居,RSI值为48.75，处于低位回升阶段; KDJ低位金叉,30,
603300,海南华铁,RSI值为38.10，处于低位回升阶段; KDJ低位金叉,30,
605337,李子园,RSI值为31.74，处于低位回升阶段; KDJ低位金叉,30,
600099,林海股份,RSI值为47.18，处于低位回升阶段; KDJ低位金叉,30,
603029,天鹅股份,RSI值为42.28，处于低位回升阶段; KDJ低位金叉,30,
601211,国泰海通,RSI值为36.19，处于低位回升阶段; KDJ低位金叉,30,
600722,金牛化工,RSI值为33.93，处于低位回升阶段; KDJ低位金叉,30,
600742,富维股份,RSI值为33.33，处于低位回升阶段; KDJ低位金叉,30,
605166,聚合顺,"RSI值为39.57，处于低位回升阶段; 放量上涨: 量比3.14, 涨幅5.11%",30,
603387,基蛋生物,RSI值为42.02，处于低位回升阶段; KDJ低位金叉,30,
600796,钱江生化,RSI值为38.55，处于低位回升阶段; KDJ低位金叉,30,
603718,海利生物,RSI值为34.83，处于低位回升阶段; KDJ低位金叉,30,
600847,万里股份,RSI值为43.78，处于低位回升阶段; KDJ低位金叉,30,
600721,百花医药,"KDJ低位金叉; 放量上涨: 量比1.54, 涨幅10.01%",30,
601577,长沙银行,RSI值为33.05，处于低位回升阶段; KDJ低位金叉,30,
600730,中国高科,"放量上涨: 量比1.74, 涨幅10.03%; 突破20日前高",30,
603225,新凤鸣,RSI值为42.34，处于低位回升阶段; KDJ低位金叉,30,
601238,广汽集团,"放量上涨: 量比1.82, 涨幅9.99%; 突破20日前高",30,
603696,安记食品,"RSI值为39.73，处于低位回升阶段; 放量上涨: 量比1.61, 涨幅4.54%",30,
601377,兴业证券,RSI值为40.62，处于低位回升阶段; KDJ低位金叉,30,
600784,鲁银投资,RSI值为36.78，处于低位回升阶段; KDJ低位金叉,30,
603790,雅运股份,RSI值为44.54，处于低位回升阶段; KDJ低位金叉,30,
600210,紫江企业,RSI值为33.33，处于低位回升阶段; KDJ低位金叉,30,
603239,浙江仙通,RSI值为39.28，处于低位回升阶段; KDJ低位金叉,30,
603916,苏博特,RSI值为30.30，处于低位回升阶段; KDJ低位金叉,30,
600207,安彩高科,RSI值为32.67，处于低位回升阶段; KDJ低位金叉,30,
603018,华设集团,RSI值为32.63，处于低位回升阶段; KDJ低位金叉,30,
605050,福然德,RSI值为27.90，股票可能超卖; MACD金叉形成,30,
600469,风神股份,RSI值为32.54，处于低位回升阶段; KDJ低位金叉,30,
603880,南卫股份,RSI值为38.85，处于低位回升阶段; KDJ低位金叉,30,
600335,国机汽车,RSI值为31.82，处于低位回升阶段; KDJ低位金叉,30,
603002,宏昌电子,RSI值为45.48，处于低位回升阶段; KDJ低位金叉,30,
603856,东宏股份,RSI值为38.82，处于低位回升阶段; KDJ低位金叉,30,
600203,福日电子,"RSI值为46.88，处于低位回升阶段; 放量上涨: 量比3.17, 涨幅2.67%",30,
603967,中创物流,RSI值为31.82，处于低位回升阶段; KDJ低位金叉,30,
603316,诚邦股份,RSI值为47.33，处于低位回升阶段; KDJ低位金叉,30,
600697,欧亚集团,RSI值为40.15，处于低位回升阶段; KDJ低位金叉,30,
603273,天元智能,RSI值为45.40，处于低位回升阶段; KDJ低位金叉,30,
603385,惠达卫浴,RSI值为46.03，处于低位回升阶段; KDJ低位金叉,30,
600648,外高桥,RSI值为38.54，处于低位回升阶段; KDJ低位金叉,30,
603168,莎普爱思,RSI值为42.00，处于低位回升阶段; KDJ低位金叉,30,
600755,厦门国贸,RSI值为49.71，处于低位回升阶段; KDJ低位金叉,30,
605069,正和生态,RSI值为42.81，处于低位回升阶段; KDJ低位金叉,30,
600420,国药现代,RSI值为33.33，处于低位回升阶段; KDJ低位金叉,30,
603022,新通联,RSI值为44.19，处于低位回升阶段; KDJ低位金叉,30,
600215,派斯林,RSI值为30.00，处于低位回升阶段; KDJ低位金叉,30,
603170,宝立食品,RSI值为32.73，处于低位回升阶段; KDJ低位金叉,30,
603815,交建股份,"RSI值为32.28，处于低位回升阶段; 放量上涨: 量比1.73, 涨幅10.05%",30,
603999,读者传媒,"放量上涨: 量比1.96, 涨幅9.96%; 突破20日前高",30,
600195,中牧股份,RSI值为43.14，处于低位回升阶段; KDJ低位金叉,30,
600590,泰豪科技,RSI值为37.07，处于低位回升阶段; KDJ低位金叉,30,
600884,杉杉股份,RSI值为47.15，处于低位回升阶段; KDJ低位金叉,30,
601233,桐昆股份,RSI值为44.57，处于低位回升阶段; KDJ低位金叉,30,
600178,东安动力,RSI值为32.27，处于低位回升阶段; KDJ低位金叉,30,
603332,苏州龙杰,RSI值为36.22，处于低位回升阶段; KDJ低位金叉,30,
600249,两面针,RSI值为37.42，处于低位回升阶段; KDJ低位金叉,30,
600037,歌华有线,"RSI值为42.86，处于低位回升阶段; 放量上涨: 量比1.73, 涨幅0.91%",30,
600712,南宁百货,RSI值为46.64，处于低位回升阶段; KDJ低位金叉,30,
000042,中洲控股,RSI值为45.08，处于低位回升阶段; KDJ低位金叉,30,
600053,九鼎投资,RSI值为31.65，处于低位回升阶段; KDJ低位金叉,30,
603311,金海高科,RSI值为30.80，处于低位回升阶段; KDJ低位金叉,30,
600543,莫高股份,RSI值为40.14，处于低位回升阶段; KDJ低位金叉,30,
600235,民丰特纸,RSI值为40.71，处于低位回升阶段; KDJ低位金叉,30,
603848,好太太,RSI值为24.46，股票可能超卖; MACD金叉形成,30,
600576,祥源文旅,RSI值为47.71，处于低位回升阶段; KDJ低位金叉,30,
600419,天润乳业,"RSI值为37.93，处于低位回升阶段; 放量上涨: 量比1.56, 涨幅3.33%",30,
601958,金钼股份,RSI值为35.56，处于低位回升阶段; KDJ低位金叉,30,
605007,五洲特纸,RSI值为38.36，处于低位回升阶段; KDJ低位金叉,30,
603172,万丰股份,RSI值为45.81，处于低位回升阶段; KDJ低位金叉,30,
600692,亚通股份,RSI值为45.78，处于低位回升阶段; KDJ低位金叉,30,
600828,茂业商业,"放量上涨: 量比3.37, 涨幅10.02%; 突破20日前高",30,
