code,name,Strategy_Type,Close,TurnoverRate,RSI6,KDJ_J,Breakout_Pattern,Limit_Up_Today,Final_Score,Strategy_Rank
600635,大众公用,A_Strong_Pullback (中风险接力),8.22,15.67,64.39200529785464,60.45184241265798,False,True,14.486180172814315,1
002137,实益达,A_Strong_Pullback (中风险接力),9.47,12.5,59.78970285140111,45.892490148387054,False,False,9.43673187969229,1
002902,铭普光磁,A_Strong_Pullback (中风险接力),22.29,10.66,64.70450745029974,52.503757380568885,False,False,8.51829007469884,1
002767,先锋电子,A_Strong_Pullback (中风险接力),20.62,7.8,62.19314039936455,50.079711234772276,False,False,6.181394771055747,1
002520,日发精机,B_Low_Position_Start (低风险埋伏),6.4,7.46,73.42768849653201,70.1388888888889,False,True,547.7705561841288,2
002992,宝明科技,B_Low_Position_Start (低风险埋伏),52.23,3.17,77.0325948741655,63.89712052172615,False,False,244.19332575110462,2
600467,好当家,E_Leader_Restart (二次启动),3.0,27.04,74.32941419334121,71.4572398888546,False,False,3416.7745116395085,3
000838,财信发展,E_Leader_Restart (二次启动),3.92,25.34,74.21815494926358,82.02890390390391,False,False,3197.1696789043767,3
603286,日盈电子,E_Leader_Restart (二次启动),54.1,22.2,74.8796434282175,76.04089303075577,False,False,2825.9577429809287,3
000536,华映科技,E_Leader_Restart (二次启动),5.98,22.5,66.48944024715694,88.02561960456697,False,False,2543.221089453753,3
603711,香飘飘,E_Leader_Restart (二次启动),15.38,10.55,70.25911985769318,76.28266782497188,False,False,1260.0973146477272,3
603223,恒通股份,D_Strong_Breakout (高风险追涨/优化),11.45,6.86,74.81798539922771,88.19053575151128,True,False,564.5765178225723,4
