Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
002858,力盛体育,2026-04-22,16.16,0.44%,趋势: 高于MA20,15.38,15.78,0.68X
002519,银河电子,2026-04-22,8.52,0.00%,趋势: 高于MA20,8.21,8.58,1.02X
600232,金鹰股份,2026-04-22,8.62,-2.38%,趋势: 高于MA20,8.32,8.46,1.17X
000036,华联控股,2026-04-22,5.12,0.39%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4.96,5.35,0.60X
603518,锦泓集团,2026-04-22,9.04,-0.22%,量能: 放量 (1.51X) | 趋势: 高于MA20,8.92,9.36,1.51X
002345,潮宏基,2026-04-22,11.02,-1.96%,趋势: 高于MA20,10.64,11.61,1.14X
603278,大业股份,2026-04-22,12.82,-3.17%,形态: 10日内有涨停 | 趋势: 高于MA20,11.19,11.81,1.07X
600601,方正科技,2026-04-22,11.82,3.14%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),10.37,10.83,1.24X
600970,中材国际,2026-04-22,10.22,-2.29%,"形态: 两连阴 (-0.76%, -0.19%)",10.49,10.72,1.07X
002301,齐心集团,2026-04-22,6.77,1.35%,"形态: 两连阴 (-1.03%, -0.45%)",6.87,7.37,1.02X
002806,华锋股份,2026-04-22,14.53,0.21%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.66,14.46,0.94X
600063,皖维高新,2026-04-22,7.03,0.00%,趋势: 高于MA20,7.00,7.04,0.74X
603178,圣龙股份,2026-04-22,21.16,0.38%,量能: 放量 (2.22X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),16.29,16.84,2.22X
600333,长春燃气,2026-04-22,5.34,0.38%,动量: 突破转强 (阳线上穿5/10),5.39,5.68,0.89X
600857,宁波中百,2026-04-22,11.99,-1.32%,趋势: 高于MA20,11.97,12.80,0.83X
600028,中国石化,2026-04-22,5.44,-1.09%,"形态: 两连阴 (-0.54%, -0.54%)",5.78,6.25,1.17X
605222,起帆电缆,2026-04-22,34.06,4.80%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),24.76,22.51,1.08X
600960,渤海汽车,2026-04-22,5.16,0.78%,趋势: 高于MA20,5.15,5.35,0.85X
002512,达华智能,2026-04-22,4.17,-4.79%,趋势: 高于MA20,4.01,5.01,1.22X
605069,正和生态,2026-04-22,13.68,-1.23%,形态: 10日内有涨停 | 趋势: 高于MA20,12.28,13.22,0.83X
002010,传化智联,2026-04-22,5.9,-0.17%,"形态: 两连阴 (-0.83%, -1.50%) | 趋势: 高于MA20",5.81,6.25,0.62X
603588,高能环境,2026-04-22,15.81,-0.50%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,15.65,13.23,0.76X
600428,中远海特,2026-04-22,9.15,1.78%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9.08,8.36,1.06X
603272,联翔股份,2026-04-22,22.31,-10.00%,"量能: 放量 (2.59X) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.00%, -9.99%)",31.17,25.67,2.59X
603776,永安行,2026-04-22,20.99,3.04%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),18.80,18.90,1.22X
002342,巨力索具,2026-04-22,20.15,-5.93%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,15.67,15.03,1.03X
002038,双鹭药业,2026-04-22,7.36,-1.47%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停,7.55,6.93,0.69X
002037,保利联合,2026-04-22,8.39,0.24%,趋势: 高于MA20,8.31,8.82,0.85X
600212,绿能慧充,2026-04-22,7.85,1.16%,"形态: 两连阴 (-1.76%, -0.51%) | 趋势: 高于MA20",7.52,7.65,0.77X
603505,金石资源,2026-04-22,18.29,0.55%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.82,19.29,1.09X
002026,山东威达,2026-04-22,13.11,0.15%,趋势: 高于MA20,13.01,14.25,0.88X
603958,哈森股份,2026-04-22,27.1,1.76%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),22.42,19.99,0.76X
603085,天成自控,2026-04-22,11.91,-0.58%,趋势: 高于MA20,11.17,11.44,0.72X
600235,民丰特纸,2026-04-22,6.78,-0.29%,趋势: 高于MA20,6.69,6.92,0.89X
600748,上实发展,2026-04-22,5.42,-0.55%,趋势: 高于MA20,5.15,5.27,0.95X
601566,九牧王,2026-04-22,10.64,-2.47%,量能: 放量 (1.60X),10.69,11.30,1.60X
603515,欧普照明,2026-04-22,20.98,1.35%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),19.64,19.30,1.09X
