Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
000995,皇台酒业,2026-03-31,15.0,3.88%,量能: 放量 (2.27X) | 动量: 突破转强 (阳线上穿5/10),15.08,14.77,2.27X
603601,再升科技,2026-03-31,15.49,6.83%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12.16,11.96,1.36X
600428,中远海特,2026-03-31,8.99,-1.86%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,8.36,7.88,0.84X
600817,宇通重工,2026-03-31,11.02,1.10%,"形态: 两连阴 (-0.55%, -0.09%)",11.56,11.68,1.38X
603876,鼎胜新材,2026-03-31,22.16,-4.81%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,20.58,18.24,1.05X
000155,川能动力,2026-03-31,15.87,-7.46%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,14.70,13.46,1.20X
003036,泰坦股份,2026-03-31,27.86,2.80%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),20.68,18.06,1.09X
600137,浪莎股份,2026-03-31,22.97,0.53%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),22.16,21.15,1.00X
600039,四川路桥,2026-03-31,10.07,-0.30%,趋势: 高于MA20,9.94,9.96,0.83X
002250,联化科技,2026-03-31,16.56,3.44%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),16.01,16.59,1.41X
600197,伊力特,2026-03-31,12.04,0.42%,量能: 放量 (1.73X),12.52,13.37,1.73X
600219,南山铝业,2026-03-31,6.13,-5.55%,形态: 10日内有涨停,6.75,6.58,1.31X
002043,兔 宝 宝,2026-03-31,15.36,3.57%,动量: 突破转强 (阳线上穿5/10),15.51,15.39,1.07X
603189,网达软件,2026-03-31,17.76,-5.48%,"量能: 放量 (1.67X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.11%, -0.79%)",19.47,20.31,1.67X
603668,天马科技,2026-03-31,12.7,4.27%,动量: 突破转强 (阳线上穿5/10),12.82,14.79,0.94X
002350,北京科锐,2026-03-31,13.59,-4.09%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.89%, -4.19%)",14.24,11.08,0.62X
