Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
000995,皇台酒业,2026-04-03,12.61,-6.80%,"形态: 两连阴 (-6.73%, -3.29%)",14.82,14.79,0.76X
603601,再升科技,2026-04-03,14.0,-0.71%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.00%, -5.18%) | 趋势: 高于MA20",12.56,12.05,0.86X
600428,中远海特,2026-04-03,9.42,-1.87%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,8.52,7.99,0.99X
603176,汇通集团,2026-04-03,5.08,-6.27%,"形态: 两连阴 (-0.36%, -1.45%)",5.53,5.60,1.28X
600817,宇通重工,2026-04-03,11.22,0.72%,量能: 放量 (1.73X) | 动量: 突破转强 (阳线上穿5/10),11.45,11.67,1.73X
603876,鼎胜新材,2026-04-03,22.01,-2.09%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,21.08,18.60,0.68X
000155,川能动力,2026-04-03,16.1,-5.13%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,14.98,13.67,0.93X
003036,泰坦股份,2026-04-03,24.18,-3.05%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.64%, -5.14%) | 趋势: 高于MA20",21.81,18.53,0.64X
600137,浪莎股份,2026-04-03,20.68,-3.81%,"形态: 10日内有涨停 | 形态: 两连阴 (-0.91%, -5.54%)",22.20,21.26,0.76X
603162,海通发展,2026-04-03,14.0,2.12%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.44,13.55,1.40X
000582,北部湾港,2026-04-03,10.32,-1.99%,"形态: 两连阴 (-1.30%, -1.13%)",10.93,10.32,0.82X
002250,联化科技,2026-04-03,15.8,-2.17%,"形态: 两连阴 (-0.85%, -1.64%)",15.89,16.74,0.65X
605033,美邦股份,2026-04-03,22.38,-3.12%,趋势: 多头排列 (5>20>60),22.93,22.41,0.85X
002969,嘉美包装,2026-04-03,21.88,1.63%,"形态: 两连阴 (-3.61%, -7.40%)",25.21,21.84,0.74X
600219,南山铝业,2026-04-03,5.94,-3.88%,形态: 10日内有涨停,6.51,6.62,0.59X
003003,天元股份,2026-04-03,12.03,-8.59%,量能: 放量 (1.63X),13.37,13.61,1.63X
002043,兔 宝 宝,2026-04-03,13.96,-7.55%,量能: 放量 (1.63X),15.31,15.41,1.63X
002910,庄园牧场,2026-04-03,10.2,-5.20%,"形态: 两连阴 (-0.99%, -2.09%)",11.29,11.74,1.17X
