Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
605228,神通科技,2026-07-07,14.49,-2.82%,趋势: 高于MA20,13.49,14.00,0.75X
601636,旗滨集团,2026-07-07,7.75,-1.52%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.47%, -6.53%)",8.14,7.01,0.62X
001313,粤海饲料,2026-07-07,8.07,2.41%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),7.52,8.16,0.93X
600722,金牛化工,2026-07-07,7.82,-4.05%,"形态: 两连阴 (-1.54%, -1.93%)",8.89,11.33,0.87X
002600,领益智造,2026-07-07,15.93,-1.85%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停,16.14,15.32,0.69X
002688,金河生物,2026-07-07,4.95,-2.75%,趋势: 高于MA20,4.93,5.48,0.82X
002038,双鹭药业,2026-07-07,5.83,-10.03%,形态: 10日内有涨停 | 趋势: 高于MA20,5.61,6.25,0.69X
000803,山高环能,2026-07-07,6.85,-1.01%,"形态: 两连阴 (-0.29%, -0.29%)",7.10,7.84,0.72X
603187,海容冷链,2026-07-07,12.04,-1.95%,趋势: 高于MA20,12.03,13.37,0.88X
002972,科安达,2026-07-07,17.5,-7.65%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,16.65,14.13,1.05X
002043,兔 宝 宝,2026-07-07,11.76,1.73%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.72,13.24,1.01X
000739,普洛药业,2026-07-07,18.03,-2.33%,趋势: 高于MA20,16.69,17.19,0.81X
601798,蓝科高新,2026-07-07,7.02,-2.09%,形态: 10日内有涨停,7.32,8.27,0.72X
000716,黑芝麻,2026-07-07,4.36,0.46%,动量: 突破转强 (阳线上穿5/10),4.39,5.00,1.33X
603903,中持股份,2026-07-07,15.82,1.61%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12.63,12.39,1.23X
002301,齐心集团,2026-07-07,8.33,-0.36%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,7.67,7.54,0.82X
605377,华旺科技,2026-07-07,9.67,-0.31%,量能: 放量 (1.83X) | 形态: 10日内有涨停 | 趋势: 高于MA20,8.72,9.20,1.83X
603766,隆鑫通用,2026-07-07,13.0,-3.85%,趋势: 高于MA20,12.12,13.81,0.59X
