排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,000532,华金资本,12.61,0.0889,-0.0039,24.04,4.39,💥【顶级共振】RSI共振(24.0/16.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.941,平稳
2,002783,凯龙股份,8.91,0.0852,-0.0011,26.78,-7.32,💥【顶级共振】RSI共振(26.8/14.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.017,平稳
3,603707,健友股份,9.16,0.0803,-0.0022,28.14,11.77,💥【顶级共振】RSI共振(28.1/16.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.933,平稳
4,600222,太龙药业,6.79,0.0799,-0.0015,27.22,15.18,💥【顶级共振】RSI共振(27.2/14.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.089,平稳
5,603089,正裕工业,11.57,0.0996,-0.0017,28.91,16.85,🌟【加强级】RSI极值(28.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.936,平稳
6,002284,亚太股份,13.07,0.0898,-0.0166,28.67,6.98,🌟【加强级】RSI极值(28.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.118,平稳
7,002707,众信旅游,6.17,0.0859,-0.0191,28.06,7.75,🌟【加强级】RSI极值(28.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.907,平稳
