排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,601238,广汽集团,6.67,0.09,-0.022,16.35,4.89,💥【顶级共振】RSI共振(16.4/10.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.941,平稳
2,601068,中铝国际,5.84,0.0832,-0.0299,20.72,0.53,💥【顶级共振】RSI共振(20.7/4.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.152,平稳
3,600733,北汽蓝谷,6.81,0.081,-0.0354,27.8,0.28,💥【顶级共振】RSI共振(27.8/17.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.936,平稳
4,600138,中青旅,8.71,0.0714,-0.0114,16.58,1.77,💥【顶级共振】RSI共振(16.6/4.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.947,平稳
